"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34"
0,0.123302238774428,0,0,0.128110973777701,0.112572387945719,0.115989617565304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.123302238774428,0,0.111442890696579,0,0,0.1172934071002,0.11034846768723,0.119218549433293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.111442890696579,0,0.108530608403631,0,0,0.117318975467723,0.109796973338498,0.121345507014215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0.108530608403631,0,0,0,0,0.123367084752391,0.115466108977401,0.118643993470416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.128110973777701,0,0,0,0,0.117150648224395,0,0,0,0,0.112377307247069,0.104601255277279,0.118787704296046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.112572387945719,0.1172934071002,0,0,0.117150648224395,0,0.107551358956282,0,0,0,0,0.125858096090139,0.108141910059148,0.117552414104591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.115989617565304,0.11034846768723,0.117318975467723,0,0,0.107551358956282,0,0.11030897742242,0,0,0,0,0.11393979536561,0.116118239639754,0.129177896205199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.119218549433293,0.109796973338498,0.123367084752391,0,0,0.11030897742242,0,0.119344015934867,0,0,0,0,0.128159212016565,0.117354382804755,0.132239760968838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0.121345507014215,0.115466108977401,0,0,0,0.119344015934867,0,0.116619222988285,0,0,0,0,0.126061804003706,0.112803477212378,0.120400161596968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0.118643993470416,0,0,0,0,0.116619222988285,0,0,0,0,0,0,0.116659588620586,0.111717227134955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0.112377307247069,0,0,0,0,0,0,0.122557219106546,0,0,0,0,0,0.114067153966924,0.122624123015367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0.104601255277279,0.125858096090139,0,0,0,0,0.122557219106546,0,0.127028119052629,0,0,0,0,0.124525111181015,0.111018314077689,0.128191130391002,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0.118787704296046,0.108141910059148,0.11393979536561,0,0,0,0,0.127028119052629,0,0.122045120760159,0,0,0,0,0.112925511816305,0.115202483749422,0.128860643450728,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0.117552414104591,0.116118239639754,0.128159212016565,0,0,0,0,0.122045120760159,0,0.117169594201263,0,0,0,0,0.132244764909213,0.115332407291519,0.118192170412489,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0.129177896205199,0.117354382804755,0.126061804003706,0,0,0,0,0.117169594201263,0,0.136552722463074,0,0,0,0,0.120448114295303,0.119515018730524,0.124691737242541,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0.132239760968838,0.112803477212378,0.116659588620586,0,0,0,0,0.136552722463074,0,0.116895696613585,0,0,0,0,0.13196934829932,0.114575470912711,0.116877222084229,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0.120400161596968,0.111717227134955,0,0,0,0,0,0.116895696613585,0,0,0,0,0,0,0.12275566373101,0.11764512211468,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0.114067153966924,0.124525111181015,0,0,0,0,0,0,0.11702916940457,0,0,0,0,0,0.113261848906016,0.127987957256341,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0.122624123015367,0.111018314077689,0.112925511816305,0,0,0,0,0.11702916940457,0,0.115981033993599,0,0,0,0,0.126888184874247,0.118999204410419,0.120647004191519,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0.128191130391002,0.115202483749422,0.132244764909213,0,0,0,0,0.115981033993599,0,0.117260773289303,0,0,0,0,0.116136299873123,0.117976055551218,0.137430715554672,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0.128860643450728,0.115332407291519,0.120448114295303,0,0,0,0,0.117260773289303,0,0.111022019079788,0,0,0,0,0.130502104023305,0.129227174784592,0.119576384702748,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0.118192170412489,0.119515018730524,0.13196934829932,0,0,0,0,0.111022019079788,0,0.113424872146399,0,0,0,0,0.126489520649994,0.115444492518387,0.123299427683364,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.124691737242541,0.114575470912711,0.12275566373101,0,0,0,0,0.113424872146399,0,0.113005046759823,0,0,0,0,0.12649893543854,0.116616436367165,0.124923347818336,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.116877222084229,0.11764512211468,0,0,0,0,0,0.113005046759823,0,0,0,0,0,0,0.114779037400897,0.123617409324921,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.113261848906016,0.126888184874247,0,0,0,0,0,0,0.110470468696249,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.127987957256341,0.118999204410419,0.116136299873123,0,0,0,0,0.110470468696249,0,0.115849722911556,0,0,0,0,0.123648563391946,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.120647004191519,0.117976055551218,0.130502104023305,0,0,0,0,0.115849722911556,0,0.136907425840382,0,0,0,0.114375776796448,0.119621206199815,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.137430715554672,0.129227174784592,0.126489520649994,0,0,0,0,0.136907425840382,0,0.110229327385355,0,0,0.134886634453091,0.122439423496223,0.11784882756433
