"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24"
0,0,0,0.326949493809319,0.273940849094416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0.262619608274145,0,0,0.304052732854599,0.268386286231904,0.293584718255003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.262619608274145,0,0.346631036649501,0,0,0.30078348860746,0.271893696022291,0.321533108198996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.326949493809319,0,0.346631036649501,0,0.286328387379949,0,0,0.32969138487861,0.267036299101831,0.308415911160502,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.273940849094416,0,0,0.286328387379949,0,0,0,0,0.281387077127747,0.283632602243533,0.306068710064585,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.304052732854599,0,0,0,0,0.335892686461043,0,0,0,0,0.313810229711044,0,0,0,0,0,0,0,0,0,0,0,0
0,0.268386286231904,0.30078348860746,0,0,0.335892686461043,0,0.291545504303811,0,0,0,0.283265777195986,0.329253729691437,0,0,0,0,0,0,0,0,0,0,0
0,0.293584718255003,0.271893696022291,0.32969138487861,0,0,0.291545504303811,0,0.29590347292746,0,0,0.293463438313215,0.29929915806445,0.305888098734638,0,0,0,0,0,0,0,0,0,0
0,0,0.321533108198996,0.267036299101831,0.281387077127747,0,0,0.29590347292746,0,0.285199382661507,0,0,0.291588172016681,0.276032643078304,0.294967384467633,0,0,0,0,0,0,0,0,0
0,0,0,0.308415911160502,0.283632602243533,0,0,0,0.285199382661507,0,0.277625880563978,0,0,0.298300981932844,0.292325213753123,0.310424826127114,0,0,0,0,0,0,0,0
0,0,0,0,0.306068710064585,0,0,0,0,0.277625880563978,0,0,0,0,0.311825174197681,0.265512463467684,0,0,0,0,0,0,0,0
0,0,0,0,0,0.313810229711044,0.283265777195986,0.293463438313215,0,0,0,0,0.299688636268904,0,0,0,0.266183567338516,0.298786355812369,0,0,0,0,0,0
0,0,0,0,0,0,0.329253729691437,0.29929915806445,0.291588172016681,0,0,0.299688636268904,0,0.302157417978412,0,0,0.287854889123605,0.282420537247825,0.32821028092397,0,0,0,0,0
0,0,0,0,0,0,0,0.305888098734638,0.276032643078304,0.298300981932844,0,0,0.302157417978412,0,0.2930741337205,0,0,0.304086935961378,0.306276543072358,0.293524078255816,0,0,0,0
0,0,0,0,0,0,0,0,0.294967384467633,0.292325213753123,0.311825174197681,0,0,0.2930741337205,0,0.333882752067161,0,0,0.324207969896822,0.301934844546404,0.334020649171357,0,0,0
0,0,0,0,0,0,0,0,0,0.310424826127114,0.265512463467684,0,0,0,0.333882752067161,0,0,0,0,0.30893093108514,0.267739451029949,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0.266183567338516,0.287854889123605,0,0,0,0,0.286800816082639,0,0,0,0.334147216215356,0,0
0,0,0,0,0,0,0,0,0,0,0,0.298786355812369,0.282420537247825,0.304086935961378,0,0,0.286800816082639,0,0.289079231507927,0,0,0.269401289260829,0.306060670233498,0
0,0,0,0,0,0,0,0,0,0,0,0,0.32821028092397,0.306276543072358,0.324207969896822,0,0,0.289079231507927,0,0.292751222309244,0,0.308936736809071,0.283405531611725,0.314940389797985
0,0,0,0,0,0,0,0,0,0,0,0,0,0.293524078255816,0.301934844546404,0.30893093108514,0,0,0.292751222309244,0,0.26916408371706,0,0.311050688894187,0.316228863422512
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.334020649171357,0.267739451029949,0,0,0,0.26916408371706,0,0,0,0.343421915183061
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.334147216215356,0.269401289260829,0.308936736809071,0,0,0,0.270451710954172,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.306060670233498,0.283405531611725,0.311050688894187,0,0.270451710954172,0,0.296574543756403
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.314940389797985,0.316228863422512,0.343421915183061,0,0.296574543756403,0
