"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51"
0,0,0,0,0,0,0.356303600031286,0.331138677734135,0.319541925630837,0,0,0,0,0,0.351665268669896,0,0.269214053085142,0,0,0,0,0,0.301339566525645,0.298339684862818,0.304601868713789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0.305509299667827,0.288166316769525,0.329023237436663,0,0,0,0,0,0.269214053085142,0,0.296489711067116,0,0,0,0,0,0.306408182909201,0.287745859806574,0.323821384480269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0.334283772927176,0.315256570540948,0.323012557662438,0,0,0,0,0,0.296489711067116,0,0.304154427431921,0,0,0,0,0,0.311165896619574,0.300799455196223,0.333946490129812,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0.310394424438742,0.305420608891361,0.352447952122319,0,0,0,0,0,0.304154427431921,0,0.31155363747568,0,0,0,0,0,0.311038403373349,0.313788012231666,0.328122421753595,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0.333198509930808,0.299480973595474,0,0,0,0,0,0,0.31155363747568,0,0,0,0,0,0,0,0.32470426354565,0.300584256380131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0.249800640656868,0.274187107073398,0,0,0,0,0,0,0,0.276425277150237,0,0,0,0,0,0,0.296365216332239,0.29721384617342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0.274187107073398,0.249854166710355,0.389088062207997,0,0,0,0,0,0.276425277150237,0,0.266347069256221,0,0,0,0,0,0.295437955557873,0.289129526333847,0.309184828103145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0.382051974455327,0.376677426506479,0.301339566525645,0,0,0,0,0,0.266347069256221,0,0.281849308208002,0,0,0,0,0,0.290862022675435,0.28313264536946,0.291839946860482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.365490873024042,0.298339684862818,0.306408182909201,0,0,0,0,0,0.281849308208002,0,0.280353987159912,0,0,0,0,0,0.307605920033341,0.28110300629937,0.296707715669399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.304601868713789,0.287745859806574,0.311165896619574,0,0,0,0,0,0.280353987159912,0,0.286944073718546,0,0,0,0,0,0.301171382232869,0.275481131652424,0.295430890506175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.323821384480269,0.300799455196223,0.311038403373349,0,0,0,0,0,0.286944073718546,0,0.272638945463317,0,0,0,0,0,0.304019744492793,0.288270964065233,0.311108123725609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333946490129812,0.313788012231666,0.32470426354565,0,0,0,0,0,0.272638945463317,0,0.292667794430832,0,0,0,0,0,0.331283962673976,0.27766129909606,0.30728524609826,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.328122421753595,0.300584256380131,0,0,0,0,0,0,0.292667794430832,0,0,0,0,0,0,0,0.312297979595848,0.292306495195976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.296365216332239,0.295437955557873,0,0,0,0,0,0,0,0.264260763217415,0,0,0,0,0,0,0.296760730075552,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.29721384617342,0.289129526333847,0.290862022675435,0,0,0,0,0,0.264260763217415,0,0.285042320566682,0,0,0,0,0,0.28043282616396,0.304117508760863,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.309184828103145,0.28313264536946,0.307605920033341,0,0,0,0,0,0.285042320566682,0,0.298667141918399,0,0,0,0,0.310654936174476,0.271650127930823,0.302429619409451,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.291839946860482,0.28110300629937,0.301171382232869,0,0,0,0,0,0.298667141918399,0,0.300390531823727,0,0,0,0,0.339015635186862,0.303226420134155,0.292942595031047,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.296707715669399,0.275481131652424,0.304019744492793,0,0,0,0,0,0.300390531823727,0,0.274501204388719,0,0,0,0,0.337975682876588,0.305244637150856,0.311260231372716,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.295430890506175,0.288270964065233,0.331283962673976,0,0,0,0,0,0.274501204388719,0,0.279547451967391,0,0,0,0,0.30627330562643,0.306868496879119,0.299210829052454,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.311108123725609,0.27766129909606,0.312297979595848,0,0,0,0,0,0.279547451967391,0,0.301235424228026,0,0,0,0,0.333879014586038,0.284198360813493,0.306965963468903,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.30728524609826,0.292306495195976,0,0,0,0,0,0,0.301235424228026,0,0,0,0,0,0,0.309268005973752,0.293878786240586,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.296760730075552,0.28043282616396,0.310654936174476,0,0,0,0,0,0,0.313891547016719,0,0,0,0,0,0.274212099054417,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.304117508760863,0.271650127930823,0.339015635186862,0,0,0,0,0.313891547016719,0,0.291988070323521,0,0,0,0,0.249902316390334,0.274234465364933,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.302429619409451,0.303226420134155,0.337975682876588,0,0,0,0,0.291988070323521,0,0.299446175812108,0,0,0,0.274234465364933,0.249945097222913,0.301804872425737,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.292942595031047,0.305244637150856,0.30627330562643,0,0,0,0,0.299446175812108,0,0.298085609418833,0,0,0,0.344377620484646,0.274573484533135,0.296707137528477,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.311260231372716,0.306868496879119,0.333879014586038,0,0,0,0,0.298085609418833,0,0.294237068724373,0,0,0,0.319667518018019,0.296731823397121,0.316659061791013,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.299210829052454,0.284198360813493,0.309268005973752,0,0,0,0,0.294237068724373,0,0.278883501652583,0,0,0,0.311279077594028,0.310492244396136,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.306965963468903,0.293878786240586,0,0,0,0,0,0.278883501652583,0,0,0,0,0,0.347388145238189,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.274212099054417,0.249902316390334,0.274234465364933,0,0,0,0,0,0.249624761355447,0,0,0,0.282003287132519,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.274234465364933,0.249945097222913,0.344377620484646,0,0,0,0.249624761355447,0,0.317122658357098,0,0,0.319770388694337,0.288458031798722,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.301804872425737,0.274573484533135,0.319667518018019,0,0,0,0.317122658357098,0,0.276731568170374,0,0.33294833431262,0.308048252014056,0.318297563261051
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.296707137528477,0.296731823397121,0.311279077594028,0,0,0,0.276731568170374,0,0.305147947040429,0,0.301278859589624,0.271325320986915
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.316659061791013,0.310492244396136,0.347388145238189,0,0,0,0.305147947040429,0,0,0,0.334408294273249
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.282003287132519,0.319770388694337,0.33294833431262,0,0,0,0.277292349520168,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.288458031798722,0.308048252014056,0.301278859589624,0,0.277292349520168,0,0.281490378267308
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.318297563261051,0.271325320986915,0.334408294273249,0,0.281490378267308,0
