"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69"
0,0.109638064743472,0.130302540996877,0.118680338833447,0.124534466193563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.109638064743472,0,0,0.117731962844827,0.117585889992687,0.12409065485117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.130302540996877,0,0,0.118336503522141,0,0,0,0.113966612303236,0.118993562085646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.118680338833447,0.117731962844827,0.118336503522141,0,0.119456578051821,0,0,0.128461346662643,0.115888769496496,0.125871323493717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.124534466193563,0.117585889992687,0,0.119456578051821,0,0.113430352012144,0,0,0.139570442152824,0.115292159764227,0.11417293897664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.12409065485117,0,0,0.113430352012144,0,0.117373568792113,0,0,0.122318656077916,0.118104924573797,0.125536523188441,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0.117373568792113,0,0,0,0,0.125454143621068,0.109932944405262,0.123239589608304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0.113966612303236,0.128461346662643,0,0,0,0,0.114275364449845,0,0,0,0,0.125281882748462,0.127450391898792,0.116636775091982,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0.118993562085646,0.115888769496496,0.139570442152824,0,0,0.114275364449845,0,0.112684963741351,0,0,0,0,0.136438870536599,0.124335798213128,0.115763913778704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0.125871323493717,0.115292159764227,0.122318656077916,0,0,0.112684963741351,0,0.111649202978281,0,0,0,0,0.148416481096667,0.123163272023405,0.122089464907903,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0.11417293897664,0.118104924573797,0.125454143621068,0,0,0.111649202978281,0,0.114328942836265,0,0,0,0,0.135368301488599,0.117966984214989,0.130707053921169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0.125536523188441,0.109932944405262,0,0,0,0.114328942836265,0,0.129734268232839,0,0,0,0,0.127146727054572,0.129352737511511,0.119810683888649,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0.123239589608304,0,0,0,0,0.129734268232839,0,0,0,0,0,0,0.132736265746444,0.124256734817058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0.125281882748462,0,0,0,0,0,0,0.109879221351577,0,0,0,0,0,0.117489355834108,0.120813312895005,0.127716931442868,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0.127450391898792,0.136438870536599,0,0,0,0,0.109879221351577,0,0.136945790831825,0,0,0,0,0,0.13227954769053,0.115345557037369,0.119392265974629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0.116636775091982,0.124335798213128,0.148416481096667,0,0,0,0,0.136945790831825,0,0.100719057254648,0,0,0,0,0,0.144518908631504,0.145856082556274,0.155121590676142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
