"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37"
0,0,0,0,0.329253729691437,0.29929915806445,0,0,0,0.299688636268904,0,0,0,0,0,0.287854889123605,0.282420537247825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0.346881969598576,0,0,0,0,0,0.327133331236609,0,0,0,0,0.29891653763928,0.303811883298979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0.32670627756149,0.315977214176958,0,0,0,0.327133331236609,0,0.309118294610168,0,0,0,0.329942732947434,0.333135331880936,0.326100355053719,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0.31566781826313,0.302949255962739,0.310842077580691,0,0,0,0.309118294610168,0,0.2840164097082,0,0,0,0.339552862702225,0.2972467789414,0.30627611876288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0.339136090464464,0.259822153688152,0.314002610569841,0,0,0,0.2840164097082,0,0.297045432329695,0,0,0,0.315359854541464,0.271750885583786,0.318551633984216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0.297389211020189,0.266183567338516,0.287854889123605,0,0,0,0.297045432329695,0,0.286800816082639,0,0,0,0.298554494827932,0.296345498324166,0.334147216215356,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0.298786355812369,0.282420537247825,0,0,0,0,0.286800816082639,0,0,0,0,0,0.294803107471746,0.269401289260829,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0.29891653763928,0.329942732947434,0,0,0,0,0,0.265280806370272,0,0,0,0,0.324912020732433,0.310002303906694,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0.303811883298979,0.333135331880936,0.339552862702225,0,0,0,0.265280806370272,0,0.351039299456899,0,0,0,0.342070395733925,0.317540564452093,0.33464932996224,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0.326100355053719,0.2972467789414,0.315359854541464,0,0,0,0.351039299456899,0,0.270896426102581,0,0,0,0.380959575885066,0.348200105139363,0.312953957205362,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0.30627611876288,0.271750885583786,0.298554494827932,0,0,0,0.270896426102581,0,0.275742192000356,0,0,0,0.327932146837637,0.275558158192574,0.298242550673316,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.318551633984216,0.296345498324166,0.294803107471746,0,0,0,0.275742192000356,0,0.294385065664956,0,0,0,0.3260744222342,0.262664820884859,0.307028306066754,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.334147216215356,0.269401289260829,0,0,0,0,0.294385065664956,0,0,0,0,0,0.298694475996644,0.284290971602575,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.324912020732433,0.342070395733925,0,0,0,0,0,0.323470611596687,0,0,0,0,0.367035721746116,0.394059843172403,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.310002303906694,0.317540564452093,0.380959575885066,0,0,0,0.323470611596687,0,0.323571536500435,0,0,0,0.353921501142213,0.319745803448334,0.339007260475222,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.33464932996224,0.348200105139363,0.327932146837637,0,0,0,0.323571536500435,0,0.293072294379148,0,0,0,0.319221389749019,0.260144300549587,0.325302715833471,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.312953957205362,0.275558158192574,0.3260744222342,0,0,0,0.293072294379148,0,0.29373027206096,0,0,0,0.289585057860277,0.297931510964866,0.333340500291549,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.298242550673316,0.262664820884859,0.298694475996644,0,0,0,0.29373027206096,0,0.274049394575543,0,0,0,0.300978144290171,0.335200905603494,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.307028306066754,0.284290971602575,0,0,0,0,0.274049394575543,0,0,0,0,0,0.348264300770766,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.367035721746116,0.353921501142213,0,0,0,0,0,0.326804881768187,0,0,0,0.339391083796759,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.394059843172403,0.319745803448334,0.319221389749019,0,0,0,0.326804881768187,0,0.284250668382023,0,0,0.328744727891152,0.324344816642991,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.339007260475222,0.260144300549587,0.289585057860277,0,0,0,0.284250668382023,0,0.293973179339007,0,0.347639285394958,0.28546417765309,0.331015239980281
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.325302715833471,0.297931510964866,0.300978144290171,0,0,0,0.293973179339007,0,0.318785490117963,0,0.314950770587774,0.308835826022428
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333340500291549,0.335200905603494,0.348264300770766,0,0,0,0.318785490117963,0,0,0,0.319970083855524
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.339391083796759,0.328744727891152,0.347639285394958,0,0,0,0.318411539417666,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.324344816642991,0.28546417765309,0.314950770587774,0,0.318411539417666,0,0.285295016734664
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.331015239980281,0.308835826022428,0.319970083855524,0,0.285295016734664,0
