"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56"
0,0.308633481472455,0,0,0.304845035185834,0.286675953700851,0.293227293060093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.308633481472455,0,0.30963551047104,0,0,0.327125913027977,0.294028039958189,0.297940838919225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.30963551047104,0,0,0,0,0.310889730239262,0.293741921529184,0.311959951265532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0.275833821588757,0,0,0,0,0.309428810754505,0.270084275736309,0.312988043808186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.304845035185834,0,0,0.275833821588757,0,0.282904312646986,0,0,0,0,0.316354506163157,0.272616346059344,0.318714425458305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.286675953700851,0.327125913027977,0,0,0.282904312646986,0,0.31041551461572,0,0,0,0,0.326617993800144,0.287693065235548,0.299295570275922,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.293227293060093,0.294028039958189,0.310889730239262,0,0,0.31041551461572,0,0.271010101738891,0,0,0,0,0.329744813733744,0.307184816631874,0.316903614015076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.297940838919225,0.293741921529184,0,0,0,0.271010101738891,0,0.292803754092154,0,0,0,0,0.308473375084797,0.297625613909507,0.337480071893302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0.311959951265532,0,0,0,0,0.292803754092154,0,0,0,0,0,0,0.350383022354274,0.331176839408442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0.309428810754505,0,0,0,0,0,0,0.27944395638287,0,0,0,0,0,0.335908817795127,0.303205170317015,0.328093474686012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0.270084275736309,0.316354506163157,0,0,0,0,0.27944395638287,0,0.339610565666952,0,0,0,0,0,0.303839675244459,0.312062921689609,0.296838300208869,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0.312988043808186,0.272616346059344,0.326617993800144,0,0,0,0,0.339610565666952,0,0.281957906294722,0,0,0,0,0,0.317661235033501,0.278844314926649,0.306798356522859,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0.318714425458305,0.287693065235548,0.329744813733744,0,0,0,0,0.281957906294722,0,0.271379613915969,0,0,0,0,0,0.300118238607673,0.290329348886523,0.325921832284435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0.299295570275922,0.307184816631874,0.308473375084797,0,0,0,0,0.271379613915969,0,0.334241446820458,0,0,0,0,0,0.327337950533321,0.350488000520048,0.356724484831535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0.316903614015076,0.297625613909507,0.350383022354274,0,0,0,0,0.334241446820458,0,0.290202078933559,0,0,0,0,0,0.336992683785828,0.279317213869801,0.301329857680553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0.337480071893302,0.331176839408442,0,0,0,0,0,0.290202078933559,0,0,0,0,0,0,0,0.30349194079994,0.313212818388479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0.335908817795127,0,0,0,0,0,0,0,0.274711700170824,0,0,0,0,0,0,0.332815721091335,0.300136611813882,0.316597147006373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0.303205170317015,0.303839675244459,0,0,0,0,0,0.274711700170824,0,0.268623175253499,0,0,0,0,0,0,0.297469984428434,0.29705925928096,0.315349245864,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0.328093474686012,0.312062921689609,0.317661235033501,0,0,0,0,0,0.268623175253499,0,0.287174640808846,0,0,0,0,0,0,0.308846074292134,0.324613322472994,0.313033928510173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0.296838300208869,0.278844314926649,0.300118238607673,0,0,0,0,0,0.287174640808846,0,0.318308900502604,0,0,0,0,0,0,0.349070376128799,0.307966336813007,0.328431022535159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0.306798356522859,0.290329348886523,0.327337950533321,0,0,0,0,0,0.318308900502604,0,0.288938912640184,0,0,0,0,0,0,0.353135475336572,0.301325883747441,0.313676903115539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0.325921832284435,0.350488000520048,0.336992683785828,0,0,0,0,0,0.288938912640184,0,0.315289112542015,0,0,0,0,0,0,0.301131162766725,0.293324091864418,0.32503802670073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0.356724484831535,0.279317213869801,0.30349194079994,0,0,0,0,0,0.315289112542015,0,0.312830170956621,0,0,0,0,0,0,0.312042069590356,0.299744133512971,0.334760014595308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.301329857680553,0.313212818388479,0,0,0,0,0,0,0.312830170956621,0,0,0,0,0,0,0,0,0.345190241512703,0.299537771506265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
