X,Y,left,top,right,bottom,SUMy,SUMx,SUMrad_nog,SUMrugged,SUMelv,SUMlandsui,SUMcoastal,SUMriv,SUMonriv,SUMdistc,SUMtmp,SUMprecip,SUMharbord,SUMlakebig,SUMgrowday,SUMmalaria,SUMland,SUMpop2010,SUMnum_lan,SUMx_alt,SUMy_alt,COUNT,ID
2.73041832918613,6.43227029853227,2.5000000000000000,6.2500000000000000,2.7500000000000000,6.5000000000000000,6.2500000000000000,2.5000000000000000,4485.6800000000002910,0.0000000000000000,40.7055300000000031,0.5708066000000002,1.0000000000000000,306.8754000000000133,0.0000000000000000,2.7043580000000000,27.3589699999999993,100.8002999999999929,82.5085600000000028,1403.8269999999999982,257.8333000000000084,0.0000000000000000,452.1030000000000086,9509.7980000000006839,532.0000000000000000,2.6000000000000001,6.3499999999999996,1.0000000000000000,1
2.74019991939238,6.56507684611102,2.5000000000000000,6.5000000000000000,2.7500000000000000,6.7500000000000000,6.5000000000000000,2.5000000000000000,5469.6000000000003638,45.0022700000000029,39.3999999999999986,0.4510000000000000,0.0000000000000000,313.6723000000000070,0.0000000000000000,28.0134599999999985,27.4075300000000013,98.5354200000000020,80.9023799999999937,1388.0070000000000618,252.3333000000000084,28.1307900000000011,764.4705000000000155,9509.7980000000006839,900.0000000000000000,2.6000000000000001,6.5999999999999996,1.0000000000000000,2
2.7380458082043,6.90192540083723,2.5000000000000000,6.7500000000000000,2.7500000000000000,7.0000000000000000,6.7500000000000000,2.5000000000000000,421.2955999999999790,36.0006300000000010,41.2833299999999994,0.4510000000000000,0.0000000000000000,322.4370999999999867,0.0000000000000000,53.3247500000000016,27.4075300000000013,100.5014000000000038,87.4144699999999943,1372.4939999999999145,249.7778000000000134,28.1307900000000011,764.0909000000000333,9509.7980000000006839,900.0000000000000000,2.6000000000000001,6.8499999999999996,1.0000000000000000,3
2.74481062408724,7.03127248458989,2.5000000000000000,7.0000000000000000,2.7500000000000000,7.2500000000000000,7.0000000000000000,2.5000000000000000,237.8360999999999876,63.9988000000000028,60.1511100000000027,0.9740000000000000,0.0000000000000000,333.0153000000000247,0.0000000000000000,78.6384500000000060,27.5224399999999996,100.5014000000000038,100.4813000000000045,1357.2999999999999545,245.1110999999999933,28.9613599999999991,763.6970000000000027,9509.7980000000006839,900.0000000000000000,2.6000000000000001,7.0999999999999996,1.0000000000000000,4
2.74900079226781,7.36160070618242,2.5000000000000000,7.2500000000000000,2.7500000000000000,7.5000000000000000,7.2500000000000000,2.5000000000000000,274.9911000000000172,643.9637000000000171,143.7899999999999920,0.9740000000000000,0.0000000000000000,315.9628999999999905,0.0000000000000000,103.9548000000000059,27.5224399999999996,95.1042800000000028,117.9466000000000037,1342.4359999999999218,241.7778000000000134,28.9613599999999991,763.2888000000000375,9509.7980000000006839,900.0000000000000000,2.6000000000000001,7.3499999999999996,1.0000000000000000,5
2.73961559962941,7.65471017197613,2.5000000000000000,7.5000000000000000,2.7500000000000000,7.7500000000000000,7.5000000000000000,2.5000000000000000,0.0000000000000000,1020.9009999999999536,160.1278000000000077,0.3360000000000000,0.0000000000000000,297.6150000000000091,0.0000000000000000,125.1783999999999963,27.1939099999999989,95.1042800000000028,138.1543000000000063,1327.9130000000000109,237.8889000000000067,27.9120799999999996,762.8663999999999987,9509.7980000000006839,900.0000000000000000,2.6000000000000001,7.5999999999999996,1.0000000000000000,6
2.72348009642884,7.89079349033074,2.5000000000000000,7.7500000000000000,2.7500000000000000,8.0000000000000000,7.7500000000000000,2.5000000000000000,0.0000000000000000,262.9682000000000244,151.6488999999999976,0.3360000000000000,0.0000000000000000,279.4350999999999772,0.0000000000000000,145.0886999999999887,27.1939099999999989,104.0292000000000030,160.0713000000000079,1313.7370000000000800,234.1110999999999933,27.9120799999999996,762.4297000000000253,9509.7980000000006839,900.0000000000000000,2.6000000000000001,7.8499999999999996,1.0000000000000000,7
2.73642615269746,8.08336772345194,2.5000000000000000,8.0000000000000000,2.7500000000000000,8.2500000000000000,8.0000000000000000,2.5000000000000000,4.6466430000000001,42.0069500000000033,173.3199999999999932,0.3350000000000000,0.0000000000000000,262.5853999999999928,0.0000000000000000,166.7133000000000038,27.3309299999999986,104.0292000000000030,183.0866000000000042,1299.9200000000000728,229.8889000000000067,28.6540900000000001,761.9787999999999784,9509.7980000000006839,900.0000000000000000,2.6000000000000001,8.0999999999999996,1.0000000000000000,8
2.72812489136741,8.34492489769164,2.5000000000000000,8.2500000000000000,2.7500000000000000,8.5000000000000000,8.2500000000000000,2.5000000000000000,0.0000000000000000,0.0000000000000000,229.9988999999999919,0.3350000000000000,0.0000000000000000,246.8359000000000094,0.0000000000000000,189.4678999999999860,27.3309299999999986,98.7602799999999945,206.8357000000000028,1286.4780000000000655,226.1110999999999933,28.6540900000000001,761.5135999999999967,9509.7980000000006839,900.0000000000000000,2.6000000000000001,8.3499999999999996,1.0000000000000000,9
2.74657627603969,8.68682023118648,2.5000000000000000,8.5000000000000000,2.7500000000000000,8.7500000000000000,8.5000000000000000,2.5000000000000000,0.0000000000000000,92.0080999999999989,286.6911000000000058,0.3320000000000000,0.0000000000000000,232.8586999999999989,0.0000000000000000,212.9926000000000101,27.1746799999999986,98.7602799999999945,231.0940999999999974,1273.4249999999999545,220.3333000000000084,27.8139399999999988,761.0342000000000553,9509.7980000000006839,900.0000000000000000,2.6000000000000001,8.5999999999999996,1.0000000000000000,10
