0,12.243,3.8788,2.9931,0,0,0,0
9.6973,0,8.6722,11.836,0,0,0,0
0.68582,6.5215,0,0.69025,1.7676,3.3351,0,0
0.04207,10.808,1.7748,0,2.6845,3.7984,0,0
0,0,1.7394,1.5857,0,0.13019,2.2948,1.5985
0,0,3.9542,3.1947,0.55893,0,3.6028,2.3023
0,0,0,0,0,0,0,0.94849
0,0,0,0,0.89749,0,2.5868,0
