0,56.376,19.409,19.462,0,0,0,0
34.273,0,20.507,48.389,0,0,0,0
8.8711,13.902,0,2.4986,8.1485,9.2307,0,0
11.096,39.913,3.6181,0,5.3046,27.791,0,0
0,0,17.25,7.2127,0,16.33,7.4521,14.901
0,0,22.617,51.089,24.785,0,9.5387,51.831
0,0,0,0,0.63385,0.63183,0,2.5775
0,0,0,0,18.379,50.722,15.034,0
