0,2.8462,0,0,0,0.62299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0.64839,0,0,0,0.20599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11.704,0,0,0,11.777,0,0,0,3.9817,12.02,5.1152,0,0,0,0,0,0,0,0,0,0,0,0,0
0.92346,3.8767,0,0,0,0.63871,0,0,0,0.82988,0.061016,1.2048,0,0,0,0,0,0,0,0,0,0,0,0
1.4084,8.5247,7.2836,0,0.59893,0,4.7294,0,0,0,0.26855,3.5289,6.7958,0,0,0,0,0,0,0,0,0,0,0
0,0.84506,1.7463,0,0,0.86268,0,0.38763,0,0,0,0,0,0.34975,0,0,0,0,0,0,0,0,0,0
0,0,2.418,0,0,0,0.4851,0,0,0,0,0,0,0.031891,0,0,0,0,0,0,0,0,0,0
0,0,0,0.10903,0,0,0,0,0,0.21526,0,0,0,0,0.72616,0.95071,0,0,0,0,0,0,0,0
0,0,0,9.9656,7.9089,0,0,0,8.5315,0,9.9755,0,0,0,8.7704,1.0687,7.477,0,0,0,0,0,0,0
0,0,0,0.0015931,0.38557,0.58817,0,0,0,1.0087,0,2.7866,0,0,0,1.3774,0.65853,1.5837,0,0,0,0,0,0
0,0,0,0,0,0.87481,0.35881,0,0,0,0,0,0.1017,0,0,0,0,0.10323,0.4157,0,0,0,0,0
0,0,0,0,0,10.997,8.075,4.4951,0,0,0,4.2296,0,5.0076,0,0,0,1.1115,2.0043,2.5278,0,0,0,0
0,0,0,0,0,0,0.55547,0.19517,0,0,0,0,0,0,0,0,0,0,0,0.054854,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15875,0,0,0,0,0.68676,0,0,0
0,0,0,0,0,0,0,0,2.1588,0,2.7497,0,0,0,2.8976,0,8.0695,0,0,0,6.7622,10.951,0,0
0,0,0,0,0,0,0,0,0,0.020273,0,0.87826,0,0,0,2.5835,0,1.0818,0,0,0.78401,0.51781,2.9398,0
0,0,0,0,0,0,0,0,0,0,0.73533,0.79773,0,0,0,0,0.95128,0,0.35945,0,0,0.78228,0,0.49256
0,0,0,0,0,0,0,0,0,0,0,0.76714,0,0.56833,0,0,0,0.023691,0,0.38572,0,0,0,0.18595
0,0,0,0,0,0,0,0,0,0,0,0,0,0.25221,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.21122,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.3246,0,0.50895,0,0,0.54474,0,2.2957,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.94,6.5152,2.4115,0,0,15.198,0,3.3155
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.26044,0,0,0,0
