0,1.2498,0,0.45615,0.36125,1.1108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.13372,0,0.97845,0,0,0.078924,0.95912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.73684,0,0,0,0.66155,0.30851,0.85285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.9119,0,0,0,4.2783,0,0,0,4.0517,5.8728,3.6163,0,0,0,0,0,0,0,0,0,0,0,0,0
0.56947,1.6266,0,0.92035,0,0.82246,0,0,0,2.4825,0,1.0835,0,0,0,0,0,0,0,0,0,0,0,0
2.9357,3.1191,3.5774,0,2.4248,0,3.5197,0,0,0,2.0844,3.1354,3.5127,0,0,0,0,0,0,0,0,0,0,0
0,1.3591,0.92058,0,0,1.4324,0,0.68202,0,0,0,0.072125,0.6812,1.0086,0,0,0,0,0,0,0,0,0,0
0,0,1.7309,0,0,0,1.079,0,0,0,0,0,0.13627,0.45002,0,0,0,0,0,0,0,0,0,0
0,0,0,1.2908,0,0,0,0,0,1.9326,0,0,0,0,1.0755,1.8262,0,0,0,0,0,0,0,0
0,0,0,4.3925,4.5423,0,0,0,3.5148,0,3.5373,0,0,0,3.0956,0.64572,4.2619,0,0,0,0,0,0,0
0,0,0,0.96736,0.50742,0.86666,0,0,0,2.1212,0,1.1517,0,0,0,2.2551,1.0437,1.7047,0,0,0,0,0,0
0,0,0,0,0.68446,1.3045,0.25803,0,0,0,0.52342,0,0.80674,0,0,0,0.80128,0.72641,1.0063,0,0,0,0,0
0,0,0,0,0,4.2082,3.1223,2.2134,0,0,0,3.0591,0,2.5159,0,0,0,2.4132,1.9666,2.5016,0,0,0,0
0,0,0,0,0,0,1.232,0.29701,0,0,0,0,0,0,0,0,0,0,0.069301,0.3263,0,0,0,0
0,0,0,0,0,0,0,0,0.42865,0.95725,0,0,0,0,0,1.0828,0,0,0,0,0.8836,0,0,0
0,0,0,0,0,0,0,0,2.9628,0,3.3925,0,0,0,3.0826,0,3.8797,0,0,0,3.6346,4.4941,0,0
0,0,0,0,0,0,0,0,0,1.9869,0,0.70949,0,0,0,1.9836,0,1.3531,0,0,0.79788,0.65296,2.1367,0
0,0,0,0,0,0,0,0,0,0,1.4446,1.1082,0.27172,0,0,0,1.8077,0,0.55523,0,0,2.1999,1.1313,0.83184
0,0,0,0,0,0,0,0,0,0,0,1.3481,0,0.44731,0,0,0,0.62649,0,0.22787,0,0,0.38025,0.2757
0,0,0,0,0,0,0,0,0,0,0,0,0,0.60892,0,0,0,0,0.077351,0,0,0,0,0.18888
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.55067,1.4503,0.61084,0,0,0,0,0.79327,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.9509,0,1.3088,0,0,0.54036,0,2.2079,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.3545,3.178,1.9009,0,0,5.0691,0,2.0681
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.70053,0.017335,0,0,0,0.14858,0
