0,0,3.1681,0,0,0,0,0,0,0
53.384,0,0,23.464,46.632,0,0,0,0,0
3.5591,0,0,0.91045,0,0.40188,0,0,0,0
2.2388,3.3536,4.3332,0,0.50735,0.13234,3.4268,0,0,0
1.8219,4.728,0,0.30466,0,0.39367,1.2673,0.91177,0,0
0,0,2.1052,0.098809,0.56743,0,4.4042,0,0,1.363
0,0,0,33.134,25.243,40.589,0,41.991,22.059,24.174
0,0,0,0,0,0,0,0,0,0.24441
0,0,0,0,0,1.1644,4.4464,0,0,2.1416
0,0,0,0,0,0.48391,0,0.35243,0.14487,0
