0,9.1305,0,18.373,17.15,0,0
0.9663,0,6.2957,1.6046,3.2648,2.2789,0
0,1.5698,0,0,0.72494,0.6701,0
14.001,10.197,0,0,22.454,0,0
14.602,11.379,5.506,22.127,0,16.024,10.52
0,1.074,1.0966,0,1.9953,0,0.37885
0,0,0,0,1.5377,0.58541,0
