0,5.3841,0,15.297,10.504,6.9986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12.938,0,14.046,0,27.245,3.5325,13.678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0.25342,7.6348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30.373,0,0,0,32.164,0,0,0,0,0,0,0,0,39.232,36.468,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39.767,41.775,0,49.252,0,43.982,0,0,0,0,0,0,0,56.251,46.417,45.374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12.276,0.62642,12.225,0,23.282,0,10.526,0,0,0,0,0,0,0,11.75,10.228,8.5988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,2.9743,0,0,0,0,9.8301,0,0,0,0,0,0,0,7.4094,0.61895,6.3648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,2.4869,0,0,0,0,0,8.2997,0,0,0,0,0,0,0,0,0.95796,8.8146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,8.8331,0,5.0853,0,0,0,0,0,0,0,1.168,0.89845,4.4607,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,1.3167,0,4.7929,0,0,0,0,0,0,0,1.9192,0,8.2917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,3.9955,0,0,0,0,0,0,0,0,2.1254,1.9906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,1.9234,0,0,0,0,0,0,0,0,0.023908,3.943,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,2.8185,0,0,0,0,0,0,0,0,0,0.32976,5.6123,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,21.778,16.465,0,0,0,0,0,0,0,0,0,3.894,0,0,0,0,0,0,0,0,0,0,0,27.776,12.563,6.2764,0,0,0,0,0,0,0,0
0,0,0,20.762,14.532,8.3482,0,0,0,0,0,0,0,4.6698,0,8.8058,0,0,0,0,0,0,0,0,0,0,0,18.042,9.3542,0,0,0,0,0,0,0,0
0,0,0,0,11.107,2.6893,10.225,0,0,0,0,0,0,0,2.3094,0,12.07,0,0,0,0,0,0,0,0,0,0,0,8.3675,0,0,0,0,0,0,0,0
0,0,0,0,0,10.313,12.293,20.137,0,0,0,0,0,0,0,28.496,0,9.8499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,4.2823,4.5804,5.5289,0,0,0,0,0,0,0,0,0,4.9754,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,8.7059,0,5.3001,0,0,0,0,0,0,0,0.66622,0,4.5694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,2.9214,2.2492,6.6745,0,0,0,0,0,0,0,3.4808,0,10.078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0.24202,2.8521,0,0,0,0,0,0,0,0,0,1.9721,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,2.2766,1.965,0,0,0,0,0,0,0,1.9598,0,3.5143,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,1.0431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.9396,0,0,0,0,24.672,30.278,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.4879,0,23.062,0,0,0,41.615,45.183,15.455,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.656,0,18.654,0,0,0,20.344,2.6567,13.705,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,24.363,0,0,0,0,0,0,0,0,0,0,0,12.288,0,10.135,0,0,0,10.379,9.4527,3.6589,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,7.8857,11.572,0,0,0,0,0,0,0,0,0,0,0,6.823,0,3.4817,0,0,0,11.125,6.9045,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,7.8068,10.489,13.074,0,0,0,0,0,0,0,0,0,0,0,8.8931,0,0,0,0,0,11.216,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.371,21.077,0,0,0,0,0,28.846,0,0,0,21.804,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.015,34.023,52.101,0,0,0,41.006,0,60.826,0,0,36.266,39.404,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.1276,8.9118,24.355,0,0,0,37.621,0,20.386,0,20.904,17.25,21.893
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.713,4.4571,10.013,0,0,0,4.342,0,7.247,0,8.9555,3.988
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.178,10.086,8.3227,0,0,0,11.929,0,0,0,14.988
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.0433,8.7969,10.426,0,0,0,7.1536,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.4338,2.9643,11.439,0,2.344,0,10.774
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.3851,1.4169,7.996,0,6.1271,0
