0,9.8225,0,7.5248,11.605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.029871,0,5.1402,0.068589,2.0891,3.5728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.13802,1.2147,0,0,2.9996,0,7.1257,0.14243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.18139,0.22374,2.5731,0.13483,0,1.0194,0,0.24234,0,1.3903,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.87581,2.5335,0,0.5704,0,0,0,0.2072,0.48874,0.52066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.82763,0.95594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,4.869,8.6393,0,13.31,0,2.1837,0,0,0,0,0,0,0,0,13.723,5.9339,17.103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,4.2092,7.0514,9.2623,0,1.0409,0,9.6834,0,0,0,0,0,0,0,0,5.2012,15.6,12.804,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,2.1639,2.0712,0,0,1.75,0,0.096275,0,0,0,0,0,0,0,0,5.4806,2.662,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,4.7934,0,0,0,3.6884,0,2.6041,0,0,0,0,0,0,0,0,4.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,4.8287,0,1.4115,0,0,0,0,0,0,0,0,3.3136,0,0.44314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,7.6822,0,6.52,0,0,0,0,0,0,0,0,3.714,2.2943,2.1974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,3.3163,0,2.4079,0,0,0,0,0,0,0,0,1.022,0,1.5007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,1.6795,0,0,0,0,0,0,0,0,0,0,0,0.23951,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49.505,0,0,0,0,0,0,0,0,0,0,2.4636,21.429,31.176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,6.552,0,0,0,0,0,0,0,0,0.38125,0,7.4342,0,0,0,0,0,0,0,0,0,0,0.41991,0.33335,3.7325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5096,0,0,0,0,0,0,0,0,0,0,0,0,0.69613,0.61113,0.12507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,6.3008,0,0,0,0,0,0,0,0,0,0,7.0818,0,6.0571,0,0,0,0,0,0,0,0,0,0,5.5818,10.802,1.7891,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,1.5938,0.78681,0.31657,0,0,0,0,0,0,0,0,1.8339,0,0,0,0,0,0,0,0,0,0,0,0,7.7892,1.573,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,4.4189,3.6599,1.1847,0,0,0,0,0,0,0,0,6.6474,0,0,0,0,0,0,0,0,0,0,0,0,5.1984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,8.3577,4.9677,5.6941,0,0,0,0,0,0,0,0,8.0515,0,0.81326,0,0,0,0,0,0,0,0,0,0,4.8669,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,9.2199,9.0462,5.3587,0,0,0,0,0,0,0,0,5.9923,0,5.4676,0,0,0,0,0,0,0,0,0,0,3.187,0,0.42273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,8.8424,5.3612,7.1281,0,0,0,0,0,0,0,0,6.5272,0,3.6295,0,0,0,0,0,0,0,0,0,0,5.4959,0,5.3146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,8.1239,10.559,10.801,0,0,0,0,0,0,0,0,7.7033,0,6.4653,0,0,0,0,0,0,0,0,0,0,2.5978,4.782,5.068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,10.295,10.409,0,0,0,0,0,0,0,0,0,4.7047,0,0,0,0,0,0,0,0,0,0,0,0,2.89,1.3917,5.6619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38.028,0,11.975,0,0,0,0,0,0,0,0,0,0,0,46.063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.477,0,0,0,0,0,0,0,0,0,0,0.081861,0,7.8992,0,0,0,0,0,0,0,0,0,0,20.085,14.105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.093809,2.8264,11.852,0,0,0,0,0,0,0,0,0,0,0.17871,0,8.3997,0,0,0,0,0,0,0,0,0,1.6593,0.3199,4.9098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.4351,0,0,0,0,0,0,0,0,0,0,0,0.28883,0,7.0208,0,0,0,0,0,0,0,0,0,0.8759,1.0788,0.82672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10734,0,0,0,0,0,0,0,0,0,0,0,0,1.2693,0,0,0,0,0,0,0,0,0,0,0,2.0919,1.9433,0.74272,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.88985,5.8268,4.2156,0,0,0,0,0,0,0,0,0,0,12.668,0,3.0878,0,0,0,0,0,0,0,0,0,3.8116,3.3262,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.8788,5.2656,2.0577,0,0,0,0,0,0,0,0,0,0,7.8737,0,0,0,0,0,0,0,0,0,0,0,10.682,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.596,10.831,8.895,0,0,0,0,0,0,0,0,0,0,12.88,0,0.87734,0,0,0,0,0,0,0,0,0,0.28574,3.1436,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.83,11.823,15.448,0,0,0,0,0,0,0,0,0,0,6.4807,0,5.4695,0,0,0,0,0,0,0,0,4.3835,4.1996,6.2259,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.105,13.603,11.975,0,0,0,0,0,0,0,0,0,0,8.4388,0,13.137,0,0,0,0,0,0,0,0,10.01,5.0943,7.2517,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.119,18.06,17.91,0,0,0,0,0,0,0,0,0,0,16.378,0,5.2741,0,0,0,0,0,0,0,0,18.183,0.27445,101.45,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.232,17.567,0,0,0,0,0,0,0,0,0,0,0,5.5427,0,6.8676,0,0,0,0,0,0,0,0,2.9344,109.4,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.212,0,0,0,0,0,0,0,0,0,0,0,0,5.2357,0,0,0,0,0,0,0,0,0,0,155.53,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.065536,0,0,0,0,0,0,0,0,2.0928,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.75683,14.067,0,0,0,0,0,0,0,0,0,3.9255,0,11.961,0,0,0,0,0,0,0,6.0283,15.713,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.7207,10.014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.28759,3.3674,3.4504,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.8328,12.122,1.3692,0,0,0,0,0,0,0,0,0,1.974,0,1.7971,0,0,0,0,0,0,5.0038,5.1302,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.472,0,3.1224,0,0,0,0,0,0,0,0,0,1.5623,0,0,0,0,0,0,0,0,4.8198,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.125,19.338,18.367,0,0,0,0,0,0,0,0,0,0,6.1136,0,0,0,0,0,0,95.141,5.4612,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.447,24.595,27.362,0,0,0,0,0,0,0,0,13.522,0,17.813,0,0,0,0,0,96.792,2.9812,103.66,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.683,13.905,24.204,0,0,0,0,0,0,0,0,8.3177,0,12.173,0,0,0,0,0,10.528,77.46,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.644,24.17,29.702,0,0,0,0,0,0,0,0,32.79,0,158.29,0,0,0,0,0,122.61,112.59,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,136.22,118.66,138.77,0,0,0,0,0,0,0,0,149.03,0,0,0,0,0,0,0,108.69,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.8159,0,0,0,0,0,0,0,0,7.8983,0,0,0,0,0,28.905,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.50027,0,0,0,0,15.434,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.356,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114.98,141.58,0,0,0,0,0,0,0,132.41,0,0,0,29.71
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.275,3.4882,22.385,0,0,0,0,0,99.66,0,110.13,0,0,8.9095
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,127.91,117.31,167.78,0,0,0,0,0,130.05,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,125.26,158.47,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.128,10.915,0,0,0,0
