0,10.718,0,15.206,16.588,0,0
1.114,0,3.0275,2.7207,4.067,4.6363,0
0,1.4745,0,0,1.647,0.52774,0
12.198,9.7952,0,0,16.054,0,0
14.128,10.56,12.309,15.818,0,10.785,10.796
0,1.7587,0.0084004,0,1.3494,0,0.7392
0,0,0,0,1.5203,1.4836,0
