0,1.1058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.4561,0,2.0965,1.0515,0,1.6382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.2404,1.7927,0,0,1.0444,0.32035,1.6248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,4.1391,0,0,3.129,0,0,0,7.0084,5.8389,5.7487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2.8641,3.3947,2.0202,0,2.7722,0,0,0,3.474,3.4028,4.1659,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1.8798,0.85291,0,1.5835,0,0.87067,0,0,0,0,0.6532,0.66748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1.8406,0,0,0.69813,0,2.0724,0,0,0,0,0.10532,1.2237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0.90492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,4.0297,0,0,0,0,0,0,0,0,0,0,2.1037,1.3817,0.35729,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,5.023,3.6513,0,0,0,2.4217,0,1.3205,0,0,0,0,1.7213,1.8737,1.0828,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,4.0311,2.6885,0.89377,0,0,0,0.44167,0,1.2207,0,0,0,0,1.2182,0.72637,2.0664,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,5.7245,2.0813,3.1866,0,0,0,3.0322,0,2.7685,0,0,0,0,2.8998,5.0577,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0.5979,0.23618,2.4063,0,0,0,0,0,1.5127,0,0,0,0,2.1283,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,1.9662,4.2514,0,0,0,0,2.078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,3.3259,0,0,0,0,0,0,1.8309,0,0,0,1.8856,1.4558,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,1.7926,0.13139,0,0,0,0,0.97094,0,0.9946,0,0,1.401,0.98548,0.020388,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0.88138,0,0.59835,0,0,0,0,1.0483,0,0,0,0,1.7597,0.92478,1.8249,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0.89644,0.92058,0,0,0,0,1.1162,0,3.0459,0,0,1.5021,2.4677,4.5759,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,2.9255,3.7665,3.616,0,0,0,0,3.8542,0,0,0,0,1.6414,1.7952,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.43819,0,0,0,0,0,0,0,0,1.3074,0.49702,0.35174,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.59603,1.3618,0,0,0.8268,0,0.5805,0,0,0,1.3672,1.1855,0.28376,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1952,0.98352,0.77508,0,0,1.0544,0,2.6523,0,0,0,1.8674,1.3207,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.7424,2.6969,0.99308,0,0,3.5434,0,2.7704,0,0,0,5.0406,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.8065,0.17352,0,0,0,1.7416,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5696,0,0,0,0,0,1.3309,0,0,0.93446,1.1236,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.078313,0.0071608,0,0,0,0.52946,0,0.28768,0,1.169,0.36862,0.17929
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.35656,0,0,0,0.71017,0,0,0,1.1895,0.59822
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0104,2.6118,5.5578,0,0,0,2.749,0,0,0,3.4002
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.90308,2.008,0,0,0,2.0386,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.26422,0.56652,0.98628,0,1.1578,0,0.9523
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.27133,0.1783,0,0,0.76322,0
