0,1.4794,0.54873,31.417,0,0,0,0,0,0,0,0
0,0,0.71114,0,0.33969,1.2194,0,0,0,0,0,0
0.28738,1.5078,0,12.362,1.3158,0.26093,0.0065826,0,0,0,0,0
33.099,0,16.697,0,0,7.54,20.256,41.525,0,0,0,0
0,0.16011,0,0,0,0.28612,0,0,0.0060908,0,0,0
0,1.1884,0,2.9842,0.46054,0,0.021083,0,1.6639,1.2348,0,0
0,0,0,13.479,0,0.12328,0,0.45408,0.37929,3.6123,4.8024,0
0,0,0,37.238,0,0,0.86573,0,0,0.37547,5.9343,0
0,0,0,0,0.014843,1.3712,0.092028,0,0,0,0,0.49334
0,0,0,0,0,1.2847,1.6286,0,0.0077317,0,1.3268,0.8085
0,0,0,0,0,0,3.2657,1.3694,0,1.3163,0,0.043841
0,0,0,0,0,0,0,0,0.42254,0.45574,0.0098776,0
