"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","V76"
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.74233349322558e-05,6.86158583553957e-05,0.000158975050074923,0,0,0,0,0,0,0,0,4.29394081128056e-05,0,8.13207286635654e-05,0,0,0,0,0,0,0,0,9.03537812914695e-05,4.88494408726177e-05,0.000111490060994242,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.63791837858075e-05,6.66974253550693e-05,8.10156059341681e-05,0,0,0,0,0,0,0,0,8.13207286635654e-05,0,4.82644532031014e-05,0,0,0,0,0,0,0,0,7.50581398062171e-05,6.50074091828562e-05,7.76557528758828e-05,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.60355945856926e-05,3.9363857211155e-05,7.93815189787409e-05,0,0,0,0,0,0,0,0,4.82644532031014e-05,0,4.284748197356e-05,0,0,0,0,0,0,0,0,7.11869584701983e-05,7.44829296265798e-05,7.43771458021632e-05,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.75384874402259e-05,5.47863391623768e-05,0.000139600372225004,0,0,0,0,0,0,0,0,4.284748197356e-05,0,5.95074679802588e-05,0,0,0,0,0,0,0,0,8.80939325061347e-05,4.05407425944665e-05,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000138130099700195,9.8114362595365e-05,0,0,0,0,0,0,0,0,0,5.95074679802588e-05,0,0,0,0,0,0,0,0,0,0,6.95130193519384e-05,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.66102744591829e-05,0.000100948906332519,0,0,0,0,0,0,0,0,0,0,8.79522798919182e-05,0,0,0,0,0,0,0,0,9.14781192658432e-05
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000105198174641256,6.1860197494014e-05,0.000165743510259824,0,0,0,0,0,0,0,0,8.79522798919182e-05,0,7.94013093514259e-05,0,0,0,0,0,0,0,5.60792519600842e-05
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000120025561066116,0.000102564353968453,8.80541415795718e-05,0,0,0,0,0,0,0,0,7.94013093514259e-05,0,5.54765635975766e-05,0,0,0,0,0,0,8.78056011628439e-05
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000112862202432278,9.79080408573121e-05,0.000178753199304875,0,0,0,0,0,0,0,0,5.54765635975766e-05,0,7.21959781639974e-05,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000159138134384761,0.000102769236486951,7.73717413472305e-05,0,0,0,0,0,0,0,0,7.21959781639974e-05,0,6.2183467300112e-05,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000113905581245212,8.81837695966026e-05,9.03537812914695e-05,0,0,0,0,0,0,0,0,6.2183467300112e-05,0,5.82880612379732e-05,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.34410615657949e-05,4.88494408726177e-05,7.50581398062171e-05,0,0,0,0,0,0,0,0,5.82880612379732e-05,0,5.64940062542916e-05,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000111490060994242,6.50074091828562e-05,7.11869584701983e-05,0,0,0,0,0,0,0,0,5.64940062542916e-05,0,5.06952733858955e-05,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.76557528758828e-05,7.44829296265798e-05,8.80939325061347e-05,0,0,0,0,0,0,0,0,5.06952733858955e-05,0,4.40133943179441e-05,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.43771458021632e-05,4.05407425944665e-05,6.95130193519384e-05,0,0,0,0,0,0,0,0,4.40133943179441e-05,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.14781192658432e-05,5.60792519600842e-05,8.78056011628439e-05,0,0,0,0,0,0,0,0
