"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32"
0,0,0,0,0,0,0,0,0,0,0.000888160879871683,0.0026173145752763,0,0,0,0,0,0.00120960681677304,0,0,0,0,0.000742091757320114,0.000988994712410066,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0.00215788704829302,0.000535793149330571,0.00370040691854352,0,0,0,0.00120960681677304,0,0.000875278546624067,0,0,0,0.00130279370471377,0.000577226658280699,0.000919998994588468,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0.00177049740340419,0.000469394354339971,0.00305802076006203,0,0,0,0.000875278546624067,0,0.00151797405655754,0,0,0,0.00110898004821218,0.000928502017752524,0.00131668538001756,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0.00126297006763979,0.000827725303236425,0.00200397607044994,0,0,0,0.00151797405655754,0,0.00136020516821922,0,0,0,0.000917982574104922,0.000778269231024786,0.0017701839123085,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0.00135895377893765,0.000880786515545708,0.00187009952816018,0,0,0,0.00136020516821922,0,0.00073826613784448,0,0,0,0.0013699548907588,0.000880692916671519,0.00184729209973055,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00124223129259235,0.00108577959988777,0,0,0,0,0.00073826613784448,0,0,0,0,0,0.00114957822448032,0.00110374958417939,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000742091757320114,0.00130279370471377,0,0,0,0,0,0.00107783691533366,0,0,0,0,0.00107359081306143,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000988994712410066,0.000577226658280699,0.00110898004821218,0,0,0,0.00107783691533366,0,0.000712278601179891,0,0,0,0.000459002746683976,0.000647940929751028,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000919998994588468,0.000928502017752524,0.000917982574104922,0,0,0,0.000712278601179891,0,0.000724942494980698,0,0,0.00235837623756822,0.000448518791668967,0.00120193548389564,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00131668538001756,0.000778269231024786,0.0013699548907588,0,0,0,0.000724942494980698,0,0.00118310750353371,0,0,0.00115504295111825,0.00100022737622303,0.001911392122558
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0017701839123085,0.000880692916671519,0.00114957822448032,0,0,0,0.00118310750353371,0,0.00152776537766978,0,0,0.00190003570292698,0.000742814858045286
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00184729209973055,0.00110374958417939,0,0,0,0,0.00152776537766978,0,0,0,0,0.00108948799443052
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00107359081306143,0.000459002746683976,0.00235837623756822,0,0,0,0,0.000464894256927374,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000647940929751028,0.000448518791668967,0.00115504295111825,0,0,0.000464894256927374,0,0.000455108096745729,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00120193548389564,0.00100022737622303,0.00190003570292698,0,0,0.000455108096745729,0,0.000489866212263406
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001911392122558,0.000742814858045286,0.00108948799443052,0,0,0.000489866212263406,0
