"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30"
0,0.00010565904423198,0,0,0,0.000132831067157959,9.63927153548137e-05,0.000142474343272761,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.00010565904423198,0,0.000142210896041611,0,0,0,0.000144446992003793,0.000104157665756784,0.000377456224264587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.000142210896041611,0,0.000170190887376077,0,0,0,0.000152237834730084,0.000207599291139662,0.000297252751686555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0.000170190887376077,0,0.000149221164801853,0,0,0,0.000217017058603007,0.000315682957045902,0.000564523060579809,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0.000149221164801853,0,0,0,0,0,0.000419347836570179,0.000102445808872128,0.000964993578605971,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.000132831067157959,0,0,0,0,0,8.62477285484321e-05,0,0,0,0,0,9.12220610601086e-05,0.000118923856674725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9.63927153548137e-05,0.000144446992003793,0,0,0,8.62477285484321e-05,0,9.72161449601418e-05,0,0,0,0,0.000123688986918484,8.94957276405033e-05,0.000179458824097583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.000142474343272761,0.000104157665756784,0.000152237834730084,0,0,0,9.72161449601418e-05,0,0.000104902902467755,0,0,0,0,0.000135702807788245,9.76513429280906e-05,0.000154555297532045,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.000377456224264587,0.000207599291139662,0.000217017058603007,0,0,0,0.000104902902467755,0,0.000174347726009632,0,0,0,0,0.000180726735109298,0.000555028044180436,0.000233705430083418,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0.000297252751686555,0.000315682957045902,0.000419347836570179,0,0,0,0.000174347726009632,0,0.000107488759041903,0,0,0,0,0.000705652324212484,0.000164130840491747,0.00024091549167528,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0.000564523060579809,0.000102445808872128,0,0,0,0,0.000107488759041903,0,0.000111401366690856,0,0,0,0,0.000228833146273843,0.000103313717509203,0.000403817910645902,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0.000964993578605971,0,0,0,0,0,0.000111401366690856,0,0,0,0,0,0,0.000411955225125797,0.000144498199196035,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,9.12220610601086e-05,0.000123688986918484,0,0,0,0,0,0,8.64370127680544e-05,0,0,0,0,0,0.000168302673783626,0.00013462668901534,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0.000118923856674725,8.94957276405033e-05,0.000135702807788245,0,0,0,0,8.64370127680544e-05,0,0.000151020065477355,0,0,0,0,0.000451148658256413,9.60723008015742e-05,0.000246645034748638,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0.000179458824097583,9.76513429280906e-05,0.000180726735109298,0,0,0,0,0.000151020065477355,0,0.00034884753155246,0,0,0,0,0.000655335965277701,0.000155530020598563,0.000381141584911648,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0.000154555297532045,0.000555028044180436,0.000705652324212484,0,0,0,0,0.00034884753155246,0,0.000764107681257216,0,0,0,0,0.000251290171239135,0.000234501162846971,0.000343948431268414,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0.000233705430083418,0.000164130840491747,0.000228833146273843,0,0,0,0,0.000764107681257216,0,0.000132476649301806,0,0,0,0,0.000788475197401083,0.000103878689468279,0.000246466413441468,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0.00024091549167528,0.000103313717509203,0.000411955225125797,0,0,0,0,0.000132476649301806,0,0.000258192683410498,0,0,0,0,0.00102330198992364,0.00014546089956808,0,0,0,0,0
