"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30"
0,0,0,0,0,0,0,0,0,0,0.000403817910645902,0.000144498199196035,0,0,0,0,0,0.000258192683410498,0,0,0,0,0,0,0.0001992674417977,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0.000168302673783626,0.000451148658256413,0,0,0,0,0,0,0.000102937270613998,0,0,0,0,0.00010910065095783,0.000627751998456046,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0.00013462668901534,9.60723008015742e-05,0.000655335965277701,0,0,0,0,0.000102937270613998,0,0.00060207225201341,0,0,0,0.000256693258804015,0.000190215318683475,0.000329091966862154,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0.000246645034748638,0.000155530020598563,0.000251290171239135,0,0,0,0,0.00060207225201341,0,0.000289526282363737,0,0,0,0.000400575646451372,0.000255413219848861,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000381141584911648,0.000234501162846971,0.000788475197401083,0,0,0,0,0.000289526282363737,0,0.000193235699573663,0,0,0,0.000400161210719903,0.000250137258170346,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000343948431268414,0.000103878689468279,0.00102330198992364,0,0,0,0,0.000193235699573663,0,0.000104604290506434,0,0,0,0.000393794422043738,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000246466413441468,0.00014546089956808,0.0001992674417977,0,0,0,0,0.000104604290506434,0,0,0,0,0.00112554278306095,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00010910065095783,0.000256693258804015,0,0,0,0,0,0.000288431772622195,0,0,0.000449407957857404
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000627751998456046,0.000190215318683475,0.000400575646451372,0,0,0,0.000288431772622195,0,0.000144957862432223,0,0.000147589079894005
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000329091966862154,0.000255413219848861,0.000400161210719903,0,0,0,0.000144957862432223,0,0,0.000161931904492077
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000250137258170346,0.000393794422043738,0.00112554278306095,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000449407957857404,0.000147589079894005,0.000161931904492077,0,0
