"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24"
0,0,0,0.000301796844262702,0.000130482917876055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0.000131207705939191,0,0,0.000239502904870804,0.000139733041041245,0.000204555714895047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.000131207705939191,0,0.000421952912893933,0,0,0.000215390966077536,0.000147290714797644,0.000294728947407466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.000301796844262702,0,0.000421952912893933,0,0.000171285712957016,0,0,0.000334031562225636,0.000136149455159777,0.000237510822770399,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.000130482917876055,0,0,0.000171285712957016,0,0,0,0,0.000158938548361961,0.000156373715671336,0.000209581353028219,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.000239502904870804,0,0,0,0,0.000361689398771146,0,0,0,0,0.00027422970101305,0,0,0,0,0,0,0,0,0,0,0,0
0,0.000139733041041245,0.000215390966077536,0,0,0.000361689398771146,0,0.000190416472130158,0,0,0,0.000171876408010616,0.000318220122345652,0,0,0,0,0,0,0,0,0,0,0
0,0.000204555714895047,0.000147290714797644,0.000334031562225636,0,0,0.000190416472130158,0,0.000206321668468198,0,0,0.000203574311211731,0.000214986258211382,0.000231905334298601,0,0,0,0,0,0,0,0,0,0
0,0,0.000294728947407466,0.000136149455159777,0.000158938548361961,0,0,0.000206321668468198,0,0.000170202405415539,0,0,0.000190703398646818,0.000150046046662625,0.000193224589041726,0,0,0,0,0,0,0,0,0
0,0,0,0.000237510822770399,0.000156373715671336,0,0,0,0.000170202405415539,0,0.000143663024642172,0,0,0.000197643365982671,0.000177636670804951,0.000232211100914544,0,0,0,0,0,0,0,0
0,0,0,0,0.000209581353028219,0,0,0,0,0.000143663024642172,0,0,0,0,0.000228601924319062,0.000120255593625877,0,0,0,0,0,0,0,0
0,0,0,0,0,0.00027422970101305,0.000171876408010616,0.000203574311211731,0,0,0,0,0.000219134613152391,0,0,0,0.000135601398215289,0.000218238275884094,0,0,0,0,0,0
0,0,0,0,0,0,0.000318220122345652,0.000214986258211382,0.000190703398646818,0,0,0.000219134613152391,0,0.000215188526354799,0,0,0.000178184186432729,0.000167998271770431,0.000311329605389037,0,0,0,0,0
0,0,0,0,0,0,0,0.000231905334298601,0.000150046046662625,0.000197643365982671,0,0,0.000215188526354799,0,0.000180643779822322,0,0,0.000224106369812424,0.000222486500698129,0.000184471195751393,0,0,0,0
0,0,0,0,0,0,0,0,0.000193224589041726,0.000177636670804951,0.000228601924319062,0,0,0.000180643779822322,0,0.000318165221626454,0,0,0.000280885543417398,0.00020323309017379,0.000320767189392858,0,0,0
0,0,0,0,0,0,0,0,0,0.000232211100914544,0.000120255593625877,0,0,0,0.000318165221626454,0,0,0,0,0.000227028145288606,0.000126849207181305,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0.000135601398215289,0.000178184186432729,0,0,0,0,0.000177640511899679,0,0,0,0.00034343712591088,0,0
0,0,0,0,0,0,0,0,0,0,0,0.000218238275884094,0.000167998271770431,0.000224106369812424,0,0,0.000177640511899679,0,0.000181207776824787,0,0,0.000139729340354724,0.000242420764182283,0
0,0,0,0,0,0,0,0,0,0,0,0,0.000311329605389037,0.000222486500698129,0.000280885543417398,0,0,0.000181207776824787,0,0.000182507299792256,0,0.000236999056348851,0.000171739251206635,0.000246669385404642
0,0,0,0,0,0,0,0,0,0,0,0,0,0.000184471195751393,0.00020323309017379,0.000227028145288606,0,0,0.000182507299792256,0,0.000129936229727893,0,0.000253116641620668,0.000249236081613525
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000320767189392858,0.000126849207181305,0,0,0,0.000129936229727893,0,0,0,0.000367019434400863
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00034343712591088,0.000139729340354724,0.000236999056348851,0,0,0,0.000145151131636197,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000242420764182283,0.000171739251206635,0.000253116641620668,0,0.000145151131636197,0,0.000204678581749381
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000246669385404642,0.000249236081613525,0.000367019434400863,0,0.000204678581749381,0
