"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51"
0,0.000362482109605036,0,0,0,0.000681703364489147,0.000399487748091215,0.00186241712564584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.000362482109605036,0,0.00035406380748372,0,0,0,0.000847888100922653,0.000543439257257902,0.00121243945622984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.00035406380748372,0,0.0015811888840851,0,0,0,0.00341973829986406,0.000404541041925301,0.00147975653828351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0.0015811888840851,0,0.00155031772242606,0,0,0,0.00178070818859445,0.000787798825400424,0.00113683486968366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0.00155031772242606,0,0,0,0,0,0.00124040013975647,0.000695202035349521,0.0017853895825644,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.000681703364489147,0,0,0,0,0,0.00179615103709575,0,0,0,0,0,0.00183711013043113,0.00119877929376467,0.00110839799633718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.000399487748091215,0.000847888100922653,0,0,0,0.00179615103709575,0,0.000594981227048928,0,0,0,0,0,0.0015784076019514,0.00149470762638901,0.00184678218475342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.00186241712564584,0.000543439257257902,0.00341973829986406,0,0,0,0.000594981227048928,0,0.000789370451405667,0,0,0,0,0,0.00115778927512757,0.00130408751732458,0.00095056167175166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.00121243945622984,0.000404541041925301,0.00178070818859445,0,0,0,0.000789370451405667,0,0.00118576807254812,0,0,0,0,0,0.00111547509587217,0.000747586273287701,0.00150880264494666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0.00147975653828351,0.000787798825400424,0.00124040013975647,0,0,0,0.00118576807254812,0,0.000724418221403898,0,0,0,0,0,0.00135579809338656,0.00116517988579726,0.00103249842714722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
