"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37"
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,7.28296264863518e-05,0.000132941178868114,7.75617949722586e-05,0.000113542998140363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,7.28296264863518e-05,0,0,0.000119557334652521,8.17568424570411e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.000132941178868114,0,0,0.000200763389833094,0,0,0.000312320502992203,8.76102173955113e-05,0.000152217025313288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,7.75617949722586e-05,0.000119557334652521,0.000200763389833094,0,0.000105694710861841,0,0,0.000121448050762057,9.54036541346924e-05,0.000176634843852967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.000113542998140363,8.17568424570411e-05,0,0.000105694710861841,0,0,0,0,0.000112998249162576,0.00011933269294785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0.000111008635461912,0,0,0,0.000222544228361826,0.000186083657428744,0.000145490572879765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0.000312320502992203,0,0,0.000111008635461912,0,0.000262567930965844,0,0,0,0.000161742889220619,0.000124417846986501,0.000216661780076504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,8.76102173955113e-05,0.000121448050762057,0,0,0.000262567930965844,0,0.000107513902172647,0,0,0,0.000145485449578773,7.27911700762993e-05,0.000119200615254743,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0.000152217025313288,9.54036541346924e-05,0.000112998249162576,0,0,0.000107513902172647,0,0.000121635325546476,0,0,0,0.000154911077135682,7.52684387883708e-05,0.000121137794490746,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
