"V1","V2","V3","V4","V5","V6","V7","V8"
0,81.7516801110246,77.6633479547308,149.793726991419,0,0,0,0
81.5390801110246,0,180.389473236873,84.7804522735617,0,0,0,0
77.6633479547308,180.477973236873,0,103.168120117268,55.6465884325011,130.362112567159,0,0
149.868826991419,84.8171522735617,103.116420117268,0,405.966522056921,95.8415916038473,0,0
0,0,55.6465884325011,407.485322056921,0,55.2875218511339,157.022537620803,260.03926505759
0,0,130.858512567159,97.6098916038473,55.2875218511339,0,243.46080716773,92.0740346045172
0,0,0,0,157.022537620803,244.10770716773,0,177.678357718509
0,0,0,0,260.12936505759,92.6617346045172,177.768457718509,0
