"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32"
0,81.2518321796709,0,0,97.1948895137063,118.831417104142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
81.2518321796709,0,55.2873105288129,0,131.416767936734,153.05339552717,78.4457590884242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,55.2873105288129,0,70.9722455448265,0,78.4457590884242,75.4067523639624,149.939331400651,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,70.9722455448265,0,0,0,138.149934261443,86.650513298132,462.613661827012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
97.1948895137063,131.416767936734,0,0,0,137.496652861205,0,0,0,0,55.6592190924856,214.470552843103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
118.831417104142,153.05339552717,78.4457590884242,0,137.496652861205,0,55.2873105288129,0,0,0,341.325209456029,99.7151804335386,78.4457590884242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,78.4457590884242,75.4067523639624,138.149934261443,0,55.2873105288129,0,103.485120117268,0,0,0,78.4457590884242,223.82116184928,130.538212567159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,149.939331400651,86.650513298132,0,0,103.485120117268,0,409.708947682836,0,0,0,188.776340885969,95.4933916038473,306.46754550509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,462.613661827012,0,0,0,409.708947682836,0,193.0695540836,0,0,0,328.650540132727,104.44809403397,277.814528524425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,193.0695540836,0,0,0,0,0,190.131151905854,68.3550863963091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,55.6592190924856,341.325209456029,0,0,0,0,0,68.4330267069562,0,0,0,0,89.2392861084596,220.37382886522,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,214.470552843103,99.7151804335386,78.4457590884242,0,0,0,68.4330267069562,0,55.2873105288129,0,0,0,266.870757085969,55.6550087720452,185.109355348579,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,78.4457590884242,223.82116184928,188.776340885969,0,0,0,55.2873105288129,0,105.16813333586,0,0,0,430.993400944002,55.646588432501,148.641332892377,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,130.538212567159,95.4933916038473,328.650540132727,0,0,0,105.16813333586,0,226.670937954981,0,0,0,342.00890716773,92.1551836102558,147.516449700469,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,306.46754550509,104.44809403397,190.131151905854,0,0,0,226.670937954981,0,149.980326346679,0,0,0,233.808237511499,99.1542036017113,139.048703650394,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,277.814528524425,68.3550863963091,0,0,0,0,149.980326346679,0,0,0,0,0,195.629738092166,113.228038140849,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,89.2392861084596,266.870757085969,0,0,0,0,0,133.304376513263,0,0,0,0,81.0385317653668,111.523965764359,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,220.37382886522,55.6550087720452,430.993400944002,0,0,0,133.304376513263,0,101.772774775872,0,0,0,147.356674522127,68.316108521119,111.069726987646,0,0,0,0,0,0,0
