"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32"
0,0,0,0,0,0,0,0,0,0,0,185.109355348579,55.646588432501,342.00890716773,0,0,0,101.772774775872,0,178.323606724247,0,0,0,133.959964026968,114.878382493495,154.61725966185,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,148.641332892377,92.1551836102558,233.808237511499,0,0,0,178.323606724247,0,153.136949256986,0,0,0,112.419858936021,90.778936104376,202.549183037487,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,147.516449700469,99.1542036017113,195.629738092166,0,0,0,153.136949256986,0,80.4924153958819,0,0,0,154.192602194589,97.6923491276992,203.296230708767,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,139.048703650394,113.228038140849,0,0,0,0,80.4924153958819,0,0,0,0,0,126.875849176382,120.89443075745,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81.0385317653668,147.356674522127,0,0,0,0,0,125.531163773223,0,0,0,0,123.396987384094,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111.523965764359,68.316108521119,133.959964026968,0,0,0,125.531163773223,0,90.9371162387417,0,0,0,55.6550087720452,78.4457590884241,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111.069726987646,114.878382493495,112.419858936021,0,0,0,90.9371162387417,0,88.7307118736236,0,0,293.140039849613,55.646588432501,154.273822373689,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,154.61725966185,90.778936104376,154.192602194589,0,0,0,88.7307118736236,0,135.332135975089,0,0,135.877978044929,120.123399542044,211.778032172848
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,202.549183037487,97.6923491276992,126.875849176382,0,0,0,135.332135975089,0,170.373364489267,0,0,222.775346475155,81.2505791059589
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,203.296230708767,120.89443075745,0,0,0,0,170.373364489267,0,0,0,0,118.329960687026
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,123.396987384094,55.6550087720452,293.140039849613,0,0,0,0,55.2873105288129,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78.4457590884241,55.646588432501,135.877978044929,0,0,55.2873105288129,0,55.2875218511339,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,154.273822373689,120.123399542044,222.775346475155,0,0,55.2875218511339,0,55.287817614519
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,211.778032172848,81.2505791059589,118.329960687026,0,0,55.287817614519,0
