"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24"
0,83.9125769399853,0,128.914644222029,73.9260629010517,139.432036232616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83.8866769399853,0,88.7412353823841,0,142.429407826752,76.5757811583161,123.903357193404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,88.7412353823841,0,0,0,164.707194675015,118.334470710103,109.99850202536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
128.914644222029,0,0,0,84.2978751087952,0,0,0,193.157292919138,123.539940936326,140.878532332431,0,0,0,0,0,0,0,0,0,0,0,0,0
73.9260629010517,142.400207826751,0,84.2978751087952,0,119.672467119382,0,0,0,118.638959615349,133.919351011454,109.982007184636,0,0,0,0,0,0,0,0,0,0,0,0
139.500636232616,76.4484811583161,164.579894675015,0,119.668167119382,0,99.099616486035,0,0,0,145.075824343018,85.555180516201,124.09912494513,0,0,0,0,0,0,0,0,0,0,0
0,123.903357193404,118.334470710103,0,0,99.074216486035,0,72.9900238363797,0,0,0,126.298756551289,109.679400980218,173.714479766692,0,0,0,0,0,0,0,0,0,0
0,0,109.99850202536,0,0,0,73.0179238363797,0,0,0,0,0,123.529632295475,187.564611081949,0,0,0,0,0,0,0,0,0,0
0,0,0,193.189592919138,0,0,0,0,0,78.8559774256921,0,0,0,0,113.20776331643,142.499590943307,0,0,0,0,0,0,0,0
0,0,0,123.572240936326,118.671259615349,0,0,0,78.8559774256921,0,71.7384168389848,0,0,0,111.696811333618,107.764838960495,139.696813192126,0,0,0,0,0,0,0
0,0,0,141.144732332431,133.873451011454,145.062724343018,0,0,0,71.7538168389848,0,96.127764408272,0,0,0,127.991330356599,159.92320458823,135.757285444294,0,0,0,0,0,0
0,0,0,0,110.051007184636,85.555180516201,126.279656551289,0,0,0,96.1408644082721,0,147.967265010384,0,0,0,149.211260761413,128.271041617477,170.809068976313,0,0,0,0,0
0,0,0,0,0,124.09912494513,109.679400980218,123.529632295475,0,0,0,147.986365010384,0,95.9904882257874,0,0,0,239.722786046406,115.056113405243,137.11296088142,0,0,0,0
0,0,0,0,0,0,173.714479766692,187.564611081949,0,0,0,0,95.9904882257874,0,0,0,0,0,112.700892191717,102.698339667894,0,0,0,0
0,0,0,0,0,0,0,0,113.20776331643,111.696811333618,0,0,0,0,0,116.712924851233,0,0,0,0,144.376169354547,0,0,0
0,0,0,0,0,0,0,0,143.993390943307,107.849238960495,127.995230356599,0,0,0,116.712924851233,0,91.8245267097403,0,0,0,114.775496981424,94.5900543323241,0,0
0,0,0,0,0,0,0,0,0,139.730913192126,159.87690458823,149.211260761413,0,0,0,91.8885267097403,0,82.8949817974349,0,0,130.755471213055,110.570028563955,107.160523480742,0
0,0,0,0,0,0,0,0,0,0,135.746485444294,128.271041617477,239.703686046406,0,0,0,82.8949817974349,0,165.583190012335,0,0,119.391709420019,79.7054043368062,135.703992921255
0,0,0,0,0,0,0,0,0,0,0,182.599868976313,115.056113405243,112.700892191717,0,0,0,165.583190012335,0,135.030964847349,0,0,211.437331695643,140.916420280092
0,0,0,0,0,0,0,0,0,0,0,0,137.11296088142,102.698339667894,0,0,0,0,135.030964847349,0,0,0,0,101.947467756269
0,0,0,0,0,0,0,0,0,0,0,0,0,0,144.376169354547,114.937596981424,130.750671213055,0,0,0,0,79.0077988356385,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94.7003543323241,110.513528563955,119.405909420019,0,0,78.9668988356385,0,95.1789511033262,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107.171223480742,79.7162043368062,211.448031695643,0,0,95.1789511033262,0,175.659834604563
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,135.699192921255,140.911620280092,101.942667756269,0,0,175.683934604563,0
