"V1","V2","V3","V4","V5","V6","V7"
0,176.766631330035,0,80.3394359599743,197.888645211459,0,0
176.766631330035,0,55.3111482893249,120.870073116719,116.967382368204,168.362830819158,0
0,55.3111482893249,0,0,406.563151834286,54.4006249628059,0
80.3394359599743,120.870073116719,0,0,141.992086998143,0,0
197.888645211459,116.967382368204,406.563151834286,141.992086998143,0,95.9458447005818,128.416699959344
0,168.362830819158,54.4006249628059,0,95.9458447005818,0,205.680398410298
0,0,0,0,128.416699959344,205.680398410298,0
