"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","V76"
0,0,0,0,0,0,0,132.230395984399,95.7068361710784,98.8742418635389,0,0,0,0,0,0,0,0,0,91.1979085230823,0,83.4410922326172,0,0,0,0,0,0,0,0,0,101.369339503973,91.5798568644245,132.766149463953,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,114.490325101293,77.0146307937532,152.224405036921,0,0,0,0,0,0,0,0,0,83.4410922326172,0,78.6168494115414,0,0,0,0,0,0,0,0,0,107.429545794639,73.3599883941669,121.882853787921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,116.520549042463,73.9199232856306,92.4001261256141,0,0,0,0,0,0,0,0,0,78.6168494115414,0,90.640527093521,0,0,0,0,0,0,0,0,0,114.655156642877,78.7560220366315,107.007928882902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,124.8878827189,72.2672855588836,111.376596853001,0,0,0,0,0,0,0,0,0,90.640527093521,0,93.9816307759785,0,0,0,0,0,0,0,0,0,133.819281469901,95.8083883161718,156.58904886278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,104.818529808072,86.0752411021885,114.372043502387,0,0,0,0,0,0,0,0,0,93.9816307759785,0,75.393766750835,0,0,0,0,0,0,0,0,0,104.19138256536,75.5923431119681,130.004847942883,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,110.872932827857,76.3561852280555,116.70303410413,0,0,0,0,0,0,0,0,0,75.393766750835,0,157.330200106512,0,0,0,0,0,0,0,0,0,126.655584837637,108.906889668552,168.444343880712,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,264.926526858064,202.755925734139,107.353756793848,0,0,0,0,0,0,0,0,0,157.330200106512,0,74.0416191149155,0,0,0,0,0,0,0,0,0,220.45038129856,122.893635510721,121.350224239946,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,161.034353112534,65.6321841722431,193.929668035499,0,0,0,0,0,0,0,0,0,74.0416191149155,0,106.306686405284,0,0,0,0,0,0,0,0,0,156.419662889116,114.588551618341,109.419596152537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106.039224084217,93.4817079474729,137.054459032898,0,0,0,0,0,0,0,0,0,106.306686405284,0,113.242958206752,0,0,0,0,0,0,0,0,0,188.575191530314,231.796236064511,167.75997009116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110.168039836968,98.6395909223929,109.990148354304,0,0,0,0,0,0,0,0,0,113.242958206752,0,84.1037465714479,0,0,0,0,0,0,0,0,0,149.501567954006,84.9291019806549,125.996610192569,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96.7881473975938,78.0792048295047,0,0,0,0,0,0,0,0,0,0,84.1037465714479,0,0,0,0,0,0,0,0,0,0,0,134.279158455856,71.8315666677701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128.660394724652,101.369339503973,0,0,0,0,0,0,0,0,0,0,0,87.0490930659942,0,0,0,0,0,0,0,0,0,0,134.539449663621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,124.813862085104,91.5798568644245,107.429545794639,0,0,0,0,0,0,0,0,0,87.0490930659942,0,85.8107530259742,0,0,0,0,0,0,0,0,0,74.2234170240729,125.38055508512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,132.766149463953,73.3599883941669,114.655156642877,0,0,0,0,0,0,0,0,0,85.8107530259742,0,98.6911610192569,0,0,0,0,0,0,0,0,92.291359623601,97.9250476846476,134.313024499121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121.882853787921,78.7560220366315,133.819281469901,0,0,0,0,0,0,0,0,0,98.6911610192569,0,80.8975832592824,0,0,0,0,0,0,0,0,117.976913078402,79.4964398928753,111.431293951901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107.007928882902,95.8083883161718,104.19138256536,0,0,0,0,0,0,0,0,0,80.8975832592824,0,85.9133006521614,0,0,0,0,0,0,0,0,131.109446739146,100.387500798171,124.428476172014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,156.58904886278,75.5923431119681,126.655584837637,0,0,0,0,0,0,0,0,0,85.9133006521614,0,86.5669660296848,0,0,0,0,0,0,0,0,132.54601134478,71.9606367186224,113.960014758025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130.004847942883,108.906889668552,220.45038129856,0,0,0,0,0,0,0,0,0,86.5669660296848,0,231.564525072761,0,0,0,0,0,0,0,0,126.388441549538,134.01051958894,223.897184232817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,168.444343880712,122.893635510721,156.419662889116,0,0,0,0,0,0,0,0,0,231.564525072761,0,77.2450680141462,0,0,0,0,0,0,0,0,313.168073801101,246.949138444978,137.085137199006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121.350224239946,114.588551618341,188.575191530314,0,0,0,0,0,0,0,0,0,77.2450680141462,0,131.843801277568,0,0,0,0,0,0,0,0,205.774777174203,95.9107259282306,121.968448178608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109.419596152537,231.796236064511,149.501567954006,0,0,0,0,0,0,0,0,0,131.843801277568,0,70.8215798384135,0,0,0,0,0,0,0,0,123.174770462427,145.025892712805,206.120319967247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,167.75997009116,84.9291019806549,134.279158455856,0,0,0,0,0,0,0,0,0,70.8215798384135,0,69.9487220769771,0,0,0,0,0,0,0,0,184.446026739454,112.034903993897,139.10849006057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,125.996610192569,71.8315666677701,0,0,0,0,0,0,0,0,0,0,69.9487220769771,0,0,0,0,0,0,0,0,0,0,121.426912205811,70.7844982724843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,134.539449663621,74.2234170240729,92.291359623601,0,0,0,0,0,0,0,0,0,0,89.5709616827464,0,0,0,0,0,0,0,0,0,85.6963566959964,124.480383802311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,125.38055508512,97.9250476846476,117.976913078402,0,0,0,0,0,0,0,0,89.5709616827464,0,89.743626558266,0,0,0,0,0,0,0,0,133.349944757043,85.7166218633573,153.155296841871,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,134.313024499121,79.4964398928753,131.109446739146,0,0,0,0,0,0,0,0,89.743626558266,0,134.250207431764,0,0,0,0,0,0,0,0,126.56374867783,102.489023656344,147.114767714268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111.431293951901,100.387500798171,132.54601134478,0,0,0,0,0,0,0,0,134.250207431764,0,136.815786864632,0,0,0,0,0,0,0,0,96.5883777153696,128.728521773293,189.849988933686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,124.428476172014,71.9606367186224,126.388441549538,0,0,0,0,0,0,0,0,136.815786864632,0,90.5324902778779,0,0,0,0,0,0,0,0,236.575947147136,65.4803143075286,155.498017283278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113.960014758025,134.01051958894,313.168073801101,0,0,0,0,0,0,0,0,90.5324902778779,0,112.121532961157,0,0,0,0,0,0,0,0,152.218892346931,87.2004953226805,102.62721580734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,223.897184232817,246.949138444978,205.774777174203,0,0,0,0,0,0,0,0,112.121532961157,0,123.570646359062,0,0,0,0,0,0,0,0,110.235159966557,106.755980451216,128.162397900434,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,137.085137199006,95.9107259282306,123.174770462427,0,0,0,0,0,0,0,0,123.570646359062,0,67.1585173634678,0,0,0,0,0,0,0,0,228.188579205244,98.9208466544618,109.688038505961,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121.968448178608,145.025892712805,184.446026739454,0,0,0,0,0,0,0,0,67.1585173634678,0,83.4823168682878,0,0,0,0,0,0,0,0,131.362768904839,60.5744107563386,114.241845056095,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,206.120319967247,112.034903993897,121.426912205811,0,0,0,0,0,0,0,0,83.4823168682878,0,81.8705301894038,0,0,0,0,0,0,0,0,121.150988010781,91.0677223105372,197.997865054673,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139.10849006057,70.7844982724843,0,0,0,0,0,0,0,0,0,81.8705301894038,0,0,0,0,0,0,0,0,0,0,206.139308377211,134.071201121346,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85.6963566959964,133.349944757043,0,0,0,0,0,0,0,0,0,0,79.4156168766074,0,0,0,0,0,0,0,0,0,83.8263670776341,134.169250192269,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,124.480383802311,85.7166218633573,126.56374867783,0,0,0,0,0,0,0,0,79.4156168766074,0,150.867318961436,0,0,0,0,0,0,0,0,126.183244183948,78.3034772985833,157.846586131647,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,153.155296841871,102.489023656344,96.5883777153696,0,0,0,0,0,0,0,0,150.867318961436,0,77.947037997873,0,0,0,0,0,0,0,0,209.623752277097,134.727311110161,141.695910093297,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,147.114767714268,128.728521773293,236.575947147136,0,0,0,0,0,0,0,0,77.947037997873,0,55.2966011386194,0,0,0,0,0,0,0,0,116.685655168084,123.654254151221,218.226132144451,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,189.849988933686,65.4803143075286,152.218892346931,0,0,0,0,0,0,0,0,55.2966011386194,0,119.956119352331,0,0,0,0,0,0,0,0,235.725771311613,157.319449304844,168.701664691613,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,155.498017283278,87.2004953226805,110.235159966557,0,0,0,0,0,0,0,0,119.956119352331,0,64.6025428127395,0,0,0,0,0,0,0,0,122.446152280593,133.828367667362,111.563252242961,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102.62721580734,106.755980451216,228.188579205244,0,0,0,0,0,0,0,0,64.6025428127395,0,121.185880746616,0,0,0,0,0,0,0,0,130.940688152021,70.8394727276201,157.577136084927,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128.162397900434,98.9208466544618,131.362768904839,0,0,0,0,0,0,0,0,121.185880746616,0,72.4231900473326,0,0,0,0,0,0,0,0,112.850890176837,94.5141035341447,119.351086000913,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109.688038505961,60.5744107563386,121.150988010781,0,0,0,0,0,0,0,0,72.4231900473326,0,65.614316198588,0,0,0,0,0,0,0,0,101.057145385644,110.429227852413,114.403794786554,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114.241845056095,91.0677223105372,206.139308377211,0,0,0,0,0,0,0,0,65.614316198588,0,85.4688432424797,0,0,0,0,0,0,0,0,138.864162152169,68.5089290863096,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,197.997865054673,134.071201121346,0,0,0,0,0,0,0,0,0,85.4688432424797,0,0,0,0,0,0,0,0,0,0,100.097621830445,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83.8263670776341,126.183244183948,0,0,0,0,0,0,0,0,0,0,109.22982749961,0,0,0,0,0,0,0,0,121.788171409409
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,134.169250192269,78.3034772985833,209.623752277097,0,0,0,0,0,0,0,0,109.22982749961,0,103.410119447309,0,0,0,0,0,0,0,76.3321545240435
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157.846586131647,134.727311110161,116.685655168084,0,0,0,0,0,0,0,0,103.410119447309,0,71.5812272635085,0,0,0,0,0,0,129.863013357107
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,141.695910093297,123.654254151221,235.725771311613,0,0,0,0,0,0,0,0,71.5812272635085,0,95.664004239875,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,218.226132144451,157.319449304844,122.446152280593,0,0,0,0,0,0,0,0,95.664004239875,0,93.3077976198747,0,0,0,0,0
