"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68"
0,0,0,0,0,0,0,0,0,0,0,152.081891017523,84.4899883214072,92.7108648906247,0,0,0,0,0,157.383500066052,0,0,0,0,0,0,213.33622106011,98.8673761488924,129.049284866461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,90.8669541228932,87.021869750982,102.80910441623,0,0,0,0,0,0,165.239086135619,0,0,0,0,0,164.09907409873,116.592475909951,229.380032030439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,144.197394324055,87.2340289893035,150.942493896154,0,0,0,0,165.269086135619,0,191.807620261874,0,0,0,0,0,277.138400483024,67.9410566035126,252.040982581528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115.327838542485,72.3750034493353,169.054619599072,0,0,0,0,191.777620261874,0,115.634424033426,0,0,0,0,0,255.918566156694,146.269792134709,169.867223976661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101.972997667705,53.5832172470851,232.1790970496,0,0,0,0,115.634424033426,0,55.329347285988,0,0,0,0,0,140.532986353079,53.5832172470847,76.9766369259249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,210.991536976761,96.9260202089188,0,0,0,0,0,55.329347285988,0,0,0,0,0,0,0,76.9766369259251,163.686575550687,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78.7459380281524,213.31772106011,0,0,0,0,0,0,193.911614110993,0,0,0,0,0,0,126.439240121299,165.49525414475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,211.695593116935,98.8673761488924,0,0,0,0,0,193.911614110993,0,118.165377917344,0,0,0,0,0,220.092895210082,159.776009233533,325.649692445567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,129.049184866461,164.09907409873,0,0,0,0,0,118.161777917344,0,242.257488446135,0,0,0,0,0,125.076117951102,54.0748690239773,316.896222939739,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116.592475909951,277.072600483024,0,0,0,0,0,242.256688446134,0,55.3219629358902,0,0,0,0,0,131.486702974357,132.35822475096,77.2367028345274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,229.410032030439,67.9410566035126,255.948566156694,0,0,0,0,0,55.3219629358902,0,55.3243511452232,0,0,0,0,0,77.2367028345274,53.8372021066039,371.339120753158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,252.010982581528,146.269792134709,140.532986353079,0,0,0,0,0,55.3243511452232,0,72.8122862963141,0,0,0,0,0,92.5114329782505,60.2212467311734,77.0659938789584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,169.867223976661,53.5832172470847,76.9766369259249,0,0,0,0,0,72.8122862963141,0,55.329347285988,0,0,0,0,0,127.969478573125,53.5832172470851,76.9766369259251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76.9766369259251,163.686575550687,0,0,0,0,0,0,55.329347285988,0,0,0,0,0,0,0,159.568113822145,111.542145840268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126.439240121299,220.092895210082,0,0,0,0,0,0,0,103.999935243839,0,0,0,0,0,0,65.4799045608025,123.367214933917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,165.49525414475,159.772509233533,125.076217951102,0,0,0,0,0,103.999935243839,0,189.187332479325,0,0,0,0,0,112.201018584254,76.9275289573686,127.348627929331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,325.547092445567,54.0748690239773,131.486702974357,0,0,0,0,0,189.088232479325,0,98.3985374679615,0,0,0,0,0,145.593012169403,67.1943111413649,129.205608823557,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,316.895422939739,132.35822475096,77.2367028345274,0,0,0,0,0,98.3985374679615,0,55.3219629358902,0,0,0,0,0,110.825232917968,53.9580796936496,77.2367028345274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77.2367028345274,53.8372021066039,92.5114329782505,0,0,0,0,0,55.3219629358902,0,84.5668252550611,0,0,0,0,0,77.2367028345274,53.8372021066039,77.1526881655593,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,371.309120753158,60.2212467311734,127.969478573125,0,0,0,0,0,84.5668252550611,0,55.326812839794,0,0,0,0,0,94.6322486100386,53.712244959831,77.0659938789584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77.0659938789586,53.5832172470851,159.568113822145,0,0,0,0,0,55.326812839794,0,58.6095731314716,0,0,0,0,0,77.0659938789586,53.5832172470851,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76.9766369259253,111.542145840268,0,0,0,0,0,0,58.6095731314716,0,0,0,0,0,0,0,111.154983263369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65.4799045608025,112.201018584254,0,0,0,0,0,0,0,71.4013982743318,0,0,0,0,0,257.407277562517,185.360998961402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,123.401014933917,76.9614289573686,145.659712169403,0,0,0,0,0,71.4171982743318,0,83.8210076194088,0,0,0,0,194.532587935632,122.486309334517,126.063301873983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,127.249527929331,67.1943111413649,110.825232917968,0,0,0,0,0,83.7542076194088,0,67.3669042735637,0,0,0,0,101.187808306479,66.9658008459452,95.138519745227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,129.139208823557,53.9580796936496,77.2367028345274,0,0,0,0,0,67.3005042735637,0,55.3219629358902,0,0,0,0,111.995898528138,53.9580796936496,77.2367028345274,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77.2367028345274,53.8372021066039,94.6322486100386,0,0,0,0,0,55.3219629358902,0,55.3243511452232,0,0,0,0,77.2367028345274,53.8372021066039,77.1526881655593,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77.1526881655594,53.712244959831,77.0659938789584,0,0,0,0,0,55.3243511452232,0,157.296112570053,0,0,0,0,212.527129198411,126.344153801213,93.5641114162211,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77.0659938789586,53.5832172470851,111.154983263369,0,0,0,0,0,157.272012570053,0,0,0,0,0,0,145.419602608303,91.6596602233112,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,257.423477562517,194.532987935632,0,0,0,0,0,0,91.8664886227023,0,0,0,0,0,54.2961496122336,143.188947465507,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,185.377198961402,122.486709334517,101.226108306479,0,0,0,0,91.8664886227023,0,143.468402561054,0,0,0,0,241.356432565242,67.5403688643925,289.600075881866,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126.051601873983,66.9636008459452,111.939998528138,0,0,0,0,143.485202561054,0,137.426813999801,0,0,0,0,194.807661403858,131.214368421331,146.333790408161,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95.136319745227,53.9580796936496,77.2367028345274,0,0,0,0,137.426813999801,0,55.3219629358902,0,0,0,0,200.340887320613,122.779809307443,255.452827448484,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77.2367028345274,53.8372021066039,212.552229198411,0,0,0,0,55.3219629358902,0,55.3243511452232,0,0,0,0,226.431390174831,53.8372021066037,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77.1526881655594,126.369153801213,145.420102608303,0,0,0,0,55.3243511452232,0,81.6881014544709,0,0,0,0,158.627732918674,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93.5607114162212,91.6596602233112,0,0,0,0,0,81.7083014544708,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54.2961496122336,241.356432565242,0,0,0,0,0,0,55.3152462233994,0,0,0,113.050366790511,215.040714742618,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,143.188947465507,67.5403688643925,194.790861403858,0,0,0,0,55.3152462233994,0,55.3174097969007,0,0,99.375703089661,188.779251041769,241.224440678258,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,289.686275881865,131.214368421331,200.340887320613,0,0,0,0,55.3174097969007,0,93.4308637289727,0,0,135.748758059242,129.418747695731,156.142106101024,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,146.333790408161,122.779809307443,226.431390174831,0,0,0,0,93.4308637289727,0,148.327103856844,0,0,144.538169682561,78.681928087854,108.9710870982,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255.452827448484,53.8372021066037,158.627732918674,0,0,0,0,148.327103856844,0,0,0,0,119.415146228896,66.7027052392422,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113.050366790511,99.375703089661,0,0,0,0,132.292826424233,0,0,0,104.463004388901,145.105722793887
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,215.014314742618,188.779251041769,135.748758059242,0,0,132.292826424233,0,94.6073640128295,0,0,108.830952341009,79.2939707459948
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,241.224440678258,129.418747695731,144.538169682561,0,0,94.6073640128295,0,108.247812054612,0,0,116.690560382484
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,156.142106101024,78.681928087854,119.415146228896,0,0,108.247812054612,0,70.8594294702522,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108.9710870982,66.7027052392422,0,0,0,70.8594294702522,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104.474804388901,108.794852341009,0,0,0,0,67.4397487106629
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,145.117522793887,79.2939707459948,116.690560382484,0,0,67.4397487106629,0
