"transaction_id","project_id","transaction_isodate","transaction_year","transaction_value_code","transaction_currency","transaction_value"
"A8FpPjHquZiw3ri6uAtvR9","P082914","","2008","D","USD","41690300.2538"
"njUw7oicr86fETbzc7NUwA","P115067","","2010","D","USD","360630284.883"
"GqtaN7UPmDc9kkF3Yzba2D","P115067","","2009","D","USD","1556337940.82"
"Xph7ogVfXyeWuN7Hht4eoJ","P102117","","2008","D","USD","12199726.0623"
"zp7MA5L2Gesay996PsU3eL","P040990","","1999","D","USD","22835883.6709"
"sSdBBvXHmJQHgMzhPP2JAa","P086169","","2005","D","USD","9638419.63179"
"AYHUY5ZMnzV54pRJL8ym7S","P051372","","2001","D","USD","17416247.0907"
"98vXrUt9Y9pa5Gm6youuGA","P054384","","1997","D","USD","6614733.94907"
"9mr7gizUFGPXQBHCWkVuJ5","P055432","","1999","D","USD","93189208.7036"
"2aJdt98vivQSQEkRbxFHtS","P046768","","1997","D","USD","6361591.83049"
"CQe5Mo7KUPPpAfMJDQF6qD","P046768","","1997","D","USD","1063414.22522"
"vk33Cy7QeXaMAw8Maw9WWT","P057910","","1998","D","USD","5965522.69903"
"7wSyz7W9h7apgvwaG3dZ9f","P043195","","2003","D","USD","66352110.2982"
"yM3mgMPYEyXPesMLY999sC","P043195","","2003","D","USD","116588771.284"
"K9TUy9mfL9wFQiuTKFRqAB","P043195","","2003","D","USD","13235440.1553"
"iipQdD8cbneiFy3dEtVXoU","P043195","","2007","D","USD","6228015.59365"
"Mfi4uj6uScWSt3eiZuC3zh","P071033","","2002","D","USD","87573039.0378"
"bDDniCZfmJ4koxMS5AioXG","P071033","","2007","D","USD","15781721.73"
"KKok3woDRUPc3JucLoRZ26","P071033","","2007","D","USD","15056426.6929"
"ZyU6BGietSWXpqTpdfdGYi","P084871","","2011","D","USD","7244091.45"
"cNwDAVTvqjbBVPjjtNbizi","P084871","","2005","D","USD","187044503.094"
"aPcpyaZjrc8LSSHYjxVQRU","P050613","","1999","D","USD","60518447.5775"
"ZrGVDACkdJAJALxaCE96n8","P050613","","1999","D","USD","12002960.2208"
"Zt4TM3PCWfbvbPTqAQrJRT","P041548","","1997","D","USD","10453888.1735"
"tXNdi3b6NB3ebPSFcXMGiP","P050891","","1997","D","USD","50797969.1344"
"hJq9x8mDqQmgzMUh9CznPb","P074081","","2003","D","USD","184096928.511"
"sqvqbCVrk2xvFLvkgyCgt4","P006512","","1995","D","USD","50486097.6524"
"J3jzxj5Dr24j8qpFdDw8C7","P071631","","2008","D","USD","19530376.7245"
"NsvZDgzAzukM8zpnVghmNg","P074235","","2004","D","USD","47191370.5496"
"7BcJk2wmpdokfJXsH6CECT","P101311","","2007","D","USD","106714021.512"
"aGSdFnbQYTfr4dSkr4ds6M","P117201","","2010","D","USD","187289073.126"
"6LE3PnLBcAjot6Rh2FoLx3","P050647","","2002","D","USD","161053399.12"
"mCkSdRnAfmxXkhNCYj9SWC","P114204","","2010","D","USD","1672407.54387"
"sht5BwFLBxJsNe4Uu6BEXd","P008287","","1996","D","USD","23510770.8274"
"NMi6eEoCQmqdPGoRwh9pMM","P095229","","2007","D","USD","51221004.8986"
"WhzkKJhuoUJCMofrTpsEWX","P059055","","1998","D","USD","5950690.56692"
"sg28YdJ42ztTyyyWrfcKLT","P108525","","2008","D","USD","1193993.06645"
"s69DKWXgMMF9UeMH77jWtf","P081616","","2005","D","USD","12511697.4013"
"N9tcXiTHGFPBN6nUMvMbab","P052256","","2005","D","USD","39465080.4185"
"3e7cqZvBACMUcipjfX6vgX","P121220","","2010","D","USD","77967743.8697"
"Hdfy9UMbH5jdZQ7r8UKEiB","P078716","","2005","D","USD","569649689.813"
"tJ67CZUTJafLswniFLL3af","P062991","","2002","D","USD","307384159.329"
"L6ihXtaeJzWAyX2SFiGjsg","P062991","","1998","D","USD","3016234560.22"
"K6ALrWukVzhQerF95PgYDH","P113202","","2010","D","USD","1960577.51914"
"RSeQkgifeAW5UXGi5TxXAf","P084596","","2004","D","USD","14776731.2453"
"uhexJHZWhg7tqS5SGJe5ji","P008506","","1995","D","USD","28006174.1389"
"NYo2vR5aLZyPX7u9ELj9ZX","P002992","","1999","D","USD","89115839.4285"
"J6u6FTXY8F6X2xvgost8oC","P002992","","1999","D","USD","13897737.678"
"gxudeTmzhAuFu3WPFG9EzR","P094220","","2006","D","USD","35452193.7276"
"mdqpyVhwLtLWsh3Zfp6peJ","P112975","","2010","D","USD","5353849.98991"
"uNWconMDNuc2gBATMUq7TX","P003639","","1995","D","USD","244616245.29"
"h84xRDjtjEyfhcwCfUuM6c","P003639","","1995","D","USD","66027760.0804"
"pe8PS4pf9pWWC6PCRC9ndk","P040199","","1998","D","USD","152452246.753"
"8tUYeoKrBW7EYm7EpA5WFV","P008271","","1996","D","USD","10065220.6796"
"N3rhoQgSHTDjbPJJ8yhjy7","P039292","","1997","D","USD","9384540.89405"
"tbkhGAxhtmLXcjHPvQbw3n","P039292","","2001","D","USD","1554246.56676"
"DMqUcPmS2fi5QyTJt58UFj","P089793","","2007","D","USD","5029777.11773"
"WcpEjpGtqiCyDVvr9Yhhj9","P040713","","1997","D","USD","8093106.85898"
"wL9dKc2HrhfX8nkyTtBtV8","P096409","","2011","D","USD","899999.99"
"wEwEbVqC6S7FE2ydoKh7PG","P096409","","2007","D","USD","12226471.239"
"5yyuTDTEk4pXAhKJFgQtF8","P110147","","2010","D","USD","26330001.3766"
"A4j2Kv4GkUSf5rdeszhtVM","P004004","","1996","D","USD","11184171.7047"
"XBWHhqhVAL5FWcj7yian6Z","P004004","","1996","D","USD","64889310.7343"
"uiMwvMxhXR4Bxh68YxaDZE","P073776","","2003","D","USD","276882356.504"
"g2NtYezFKPncc3UnmX6RuL","P035827","","1998","D","USD","350791620.262"
"pDFD2h3WiiArU5USr6JTYo","P108768","","2008","D","USD","2636914.84948"
"SpGH8CwXaecSKxG5RD2j5H","P108768","","2008","D","USD","2378338.82712"
"ZQ6xz2baHpxPoAjU49mR2W","P112516","","2009","D","USD","44779186.5591"
"8Sy62ShLmn9oZrte6GQiZa","P001799","","1999","D","USD","18810193.3757"
"kCxn4nojGQ7sbzY8aLcoVR","P001799","","1999","D","USD","17779170.0125"
"avVxmhE3RMHDAe52ojXdsQ","P082871","","2003","D","USD","180631879.215"
"LycDtxZVA344S7SjaLNfY8","P050772","","2000","D","USD","246935841.001"
"M8JEjs7oYyPPhq22h7Ybmi","P107242","","2008","D","USD","10070277.6792"
"sCotDEktSe9Zu78peg4pU4","P003637","","1997","D","USD","90103655.1366"
"gyvaTJDAdwoc3VKiuTS9gA","P035641","","1999","D","USD","218460822.758"
"GTDD97RgKHHc4RRCthshxK","P035641","","1999","D","USD","3503095.70131"
"Y2HAGnHiFW3jgjxWhkxwej","P075730","","2004","D","USD","145001479.235"
"iWHq7G4Q5vouTqt8pyLPd4","P078707","","2004","D","USD","3948564.03339"
"M9JCMtYPMVVUSBKoA7wz4m","P078707","","2004","D","USD","10113303.5633"
"D9mYPaEdDG4xy6uPzzx7mb","P052037","","2010","D","USD","35267348.4043"
"5CxbrtoFu93DbUdYuJkFDb","P052037","","2001","D","USD","227732378.011"
"LLzeeg5zh9GxJvgg2zJGb","P069858","","2001","D","USD","62734605.0579"
"TzDMimVpgrfPrmVdXKtwB9","P001866","","1995","D","USD","39055050.7263"
"5ty9W596zuvKxgS2sQjpDY","P001866","","1995","D","USD","1000387.15668"
"BMa6VaYepKh22jLRo7zxhg","P008523","","1996","D","USD","21696376.9479"
"ppKtv5NbnkcQquJTKNZuoD","P114042","","2011","D","USD","1411500.0"
"i8L5a5dCFC9PAHoURZVv46","P111153","","2010","D","USD","22851362.0347"
"YrZ6aQKeg6NsBMgtaTpw7Y","P083108","","2008","D","USD","4046013.3716"
"MiDfg3zgbzJ4VHLJSfYtx8","P081368","","2004","D","USD","53386534.9878"
"oSA5V4BxY8uS4J2t3ZTNU6","P114348","","2011","D","USD","7500000.0"
"NVMzQbNfp9CXUMp86G5K28","P099059","","2006","D","USD","29220222.5273"
"8Bin3PUYRCc5DQDLvKW7W8","P082396","","2004","D","USD","31511018.9635"
"R8NUNYuqogUGhDyiF4xobG","P082396","","2004","D","USD","15924793.3107"
"qJzb3cTNVsXbAeuxojcQAa","P108791","","2008","D","USD","2373861.20332"
"u3tjQC6eRb33BK64GRz3fJ","P102398","","2010","D","USD","13788255.8017"
"TEW9j9Tscbeu2B9GQkT4KY","P082378","","2003","D","USD","62778437.7438"
"cF2X9avi4DccVhvYoP6VBe","P101645","","2007","D","USD","40829264.8968"
"qCGUfpAjKvfAqNUckxVQ7h","P101645","","2010","D","USD","5167866.97526"
"tYae9f2LKs6BiX5wbXQGc7","P094084","","2007","D","USD","12316169.0802"
"xSpYeEeFwvCcyGgHjGPZyH","P094084","","2007","D","USD","13856635.6561"
"to9bES5GyNoQmiYCgfSrgD","P094084","","2007","D","USD","13437388.9414"
"ro8SUmFy8iuVS6jsh2yj5M","P083352","","2006","D","USD","5490045.69922"
"e76bg4Ka4PBFbrxtkeVxs7","P052247","","1999","D","USD","3508928.29405"
"9hncVrMzs6grQkUDAwceKE","P058512","","2000","D","USD","14246930.0233"
"oPaHTExqVB7FnH4S3r7YiH","P068271","","2002","D","USD","56127338.757"
"2peZhRd6iBmgRbqxihb8im","P076658","","2005","D","USD","7229621.04931"
"XHKFQnvQBVb4qmUEuBmJWG","P092618","","2007","D","USD","50726080.2282"
"5BdBtEbsnxF24GBmsJ5ccS","P087347","","2006","D","USD","33687558.3306"
"TXAjmpjskaqWMSyszeH2XW","P082018","","2005","D","USD","141698263.207"
"pv6GBgpHKk5QzneUpk2BhK","P111205","","2011","D","USD","3640471.5"
"6JbM7iBHvq2EGXacSzf3Zg","P082588","","2005","D","USD","26254549.2652"
"SdHLjR6L5Ja4ZTVFwbP6ha","P009496","","1995","D","USD","71797924.7501"
"CViMbAiMgci9NQ3uvsNNRE","P098256","","2006","D","USD","23598579.4936"
"7FR5DZfkzf45E6TFuLseQF","P044305","","2000","D","USD","47734196.9817"
"9sFjoPVfSjSMdQt3ZtGCsc","P081558","","2003","D","USD","72418203.1054"
"yfjG9A8Rfxe69mgF4tMEXR","P072160","","2001","D","USD","5137058.09462"
"FAfYFhWqkdakxVWSweNJWG","P072160","","2001","D","USD","20132162.6464"
"Pmy6friTgTMHP4YC82dCvf","P106424","","2010","D","USD","192840621.175"
"8HPnuQzDmvdHMBY4imUbAL","P094488","","2009","D","USD","27869619.459"
"LJWZVtf4KDuxUpen6zxr58","P094488","","2006","D","USD","219620656.926"
"7EW7F4YjqR5jWREJaMuADe","P094488","","2008","D","USD","147744078.385"
"jyo7eJsJgfjFNRZoearBKm","P004567","","1995","D","USD","1812974.93584"
"dwNw9QiDCAJCJtxVZsTob3","P004567","","1995","D","USD","14284554.9011"
"T2jKDGq34VZ5TUndbMhSRR","P098328","","2007","D","USD","13120768.621"
"SSM7MgMpFzepzWHrUNd7VJ","P102174","","2007","D","USD","4833466.1745"
"t5dKfXFcPPxD3AGvjB2WfB","P102299","","2008","D","USD","14763412.866"
"4UKAnaTzUWVcNDAheZxpR9","P074288","","2002","D","USD","6355036.15502"
"cdVjHuszmzTrZAMehT5HGB","P041896","","1996","D","USD","938887.497816"
"FJ3h5vNLLwiTfv7EbnbrAC","P041896","","1996","D","USD","1403241.41578"
"J5HZJ2r4H5xYWdof3KUnKG","P107037","","2009","D","USD","14709861.3509"
"dzcrKrStAsdbLLDKSWMFjh","P001974","","1997","D","USD","39851222.3418"
"q97NERVetGJvu8cZUgTAya","P088994","","2005","D","USD","119628335.998"
"7zLMvPJDzUX9dmkRqwbifW","P112227","","2010","D","USD","6721016.32702"
"KwFP9mkvuBysVacyhCnAW3","P071014","","2003","D","USD","94024518.5619"
"eTHPFggjAmQ469rAfBWYke","P009545","","1999","D","USD","55541848.9716"
"uPmfu6g4krTfZqZdSibW5U","P009545","","1995","D","USD","147113018.064"
"7pSBrGcbnCCRxS9RYxi59m","P050624","","2000","D","USD","11597412.9084"
"tom5E6DPcVUQjdTmKFkxa5","P050624","","2000","D","USD","3454219.91141"
"eSq8tN45M7QeU2NuYVb3Xf","P099420","","2007","D","USD","43611988.7569"
"fyNz63hDuAZbk6evjvs8Q4","P098926","","2006","D","USD","11683414.7806"
"KcUMtwK644QRmiZThZCyXY","P089968","","2004","D","USD","3933987.72979"
"g3Gup2ZyTgHfQMaGZT6E5i","P089968","","2004","D","USD","3793811.0876"
"ux8pagjRWxtA6MPvbSLPoP","P089968","","2007","D","USD","2306225.63839"
"NTcWhd2pVJikH8oJ6G4a7L","P117979","","2011","D","USD","48661011.0"
"3ZM4hq4wRgxvVPTuDURm49","P070244","","2001","D","USD","1988853.78117"
"dtS5aBFDxQoagnySyXJSYg","P070244","","2001","D","USD","934388.898976"
"6oQQJQ2wTyMqqGhTgSA66c","P038916","","1995","D","USD","36898155.3966"
"Pe8AS69N6UDaEVAcaNXp4R","P065596","","1999","D","USD","391599859.296"
"uAsxKS9feaezFvuKtoXudj","P071103","","2007","D","USD","16535207.4421"
"jYY76chMvBe7cGbrLXaQJH","P115199","","2009","D","USD","5174823.65495"
"aafuzN9xy5FDveyimq8LnB","P088751","","2005","D","USD","169172098.073"
"uGxtfvVCBedYkrmU8HvvSi","P088751","","2010","D","USD","64202127.4107"
"FgqsvHBxnE5tTS87HhA8v","P088751","","2011","D","USD","8879987.0"
"qMgFJmk2bgvSbKUK3i64KA","P000112","","1995","D","USD","8817498.65033"
"SdqsAWTUtiKV5ZUvYYxRzD","P110462","","2008","D","USD","3099878.41428"
"hnTUDjQPbbUtc3cbbNGeHR","P118113","","2010","D","USD","139912993.322"
"JAb9J927jNLMcqnXgNFuKJ","P006035","","1995","D","USD","417089821.669"
"jefq2QtSVXE6mdzTdzNYPX","P040195","","1997","D","USD","74710258.4803"
"E9BoHb8oSrtAah3UL7aNKY","P000756","","1998","D","USD","101306272.931"
"ixfsSCKP9EdYLYP2rF6nD9","P000756","","1998","D","USD","32477078.0822"
"inm9uy9yLWeH4HiH3GYWNK","P112264","","2011","D","USD","751879700.0"
"ewCq2G7U9VUMFR6opCF8cQ","P077682","","2002","D","USD","3778413.06706"
"obZZbT6ct5Udw22MRoG7pD","P077682","","2002","D","USD","925448.214056"
"gspUFG3jujjVgQxH6dYaBH","P002346","","1995","D","USD","115967703.915"
"eLZ6ispvUXRATNM67AGKv7","P002346","","1995","D","USD","14822546.0489"
"q6VDkaXAHr3RXByqZ2iixn","P069569","","2001","D","USD","88064244.7336"
"Ytm7oeA6ngr3oGexVk2qCb","P081436","","2005","D","USD","35067658.6082"
"3Tf4d5b4L9ZdXqCdE9ypai","P073604","","2002","D","USD","86943601.3758"
"wvd6M39YJp56UBP2uNBxPZ","P054958","","1997","D","USD","20100109.4693"
"oCPDocfNRDzMBG2rzUJCik","P054958","","1997","D","USD","26807957.0879"
"ToAwKWnNfS2PV4yWb7XyjT","P111996","","2009","D","USD","103825000.132"
"Bp2FNw4F2SaKr5yE9oj6mR","P090712","","2009","D","USD","1843501.02694"
"pfJDxGF4oP8b5ydJ2tXf4Z","P122943","","2011","D","USD","2125000.0"
"hyAzbLQD5B8Ec5pGWCtdNG","P035997","","1997","D","USD","39171769.3544"
"KQfDMBRaE8yz7mLSQ4GYN8","P088719","","2004","D","USD","5856176.17814"
"Tw8xHfCmKVY383HTY3PQMB","P000426","","1995","D","USD","15159219.4097"
"tqeFhu9gCNiodNRdt9AXFU","P004034","","1996","D","USD","36561021.8911"
"M47e3git4PXS24wpdMJWsZ","P102607","","2009","D","USD","109700417.039"
"LqQ3bUZEoVFmAmDsPjzNM6","P085708","","2004","D","USD","16007865.4419"
"LnUHQaEPeD7DRhFR7KJrHZ","P007720","","1998","D","USD","828544819.31"
"QfeSSzfm2TMr6XXNacRVKd","P101988","","2008","D","USD","81913483.5705"
"XzxHsxXxLrgdMcNruFkEEi","P071023","","2002","D","USD","5983964.33399"
"xJKNchjaZ2r4kK6AzzyDha","P063732","","1999","D","USD","8032497.93248"
"zcAMKAG4HWboPiDmGVzLLB","P071170","","2005","D","USD","55436868.793"
"naZZ3mYEG6sa7VsDdegG3b","P063351","","1999","D","USD","329622654.898"
"CbHZYg2ZFAy4B58wh2prkW","P050658","","2000","D","USD","90112780.2672"
"zYmfm6oKJ3frNRV2xCdJtK","P034891","","1995","D","USD","35313604.9014"
"tx7d25KNa4kFR6ggMNnC5Q","P034891","","1995","D","USD","55958849.2648"
"MPZpDrPGmkD52v82NWRKqF","P071985","","2004","D","USD","55802780.4188"
"T4XKXJMUWa6ZEx5YL4RWxC","P071985","","2007","D","USD","15939580.8047"
"NAWiaCp57T5cNEpWe8ZuyY","P078544","","2005","D","USD","11639138.2914"
"XBUK4Z6pH94jruAx2K3Dyd","P057295","","2001","D","USD","14459984.7428"
"kPZGw8kB76QC7gN72U2GL8","P057295","","2001","D","USD","37963287.3243"
"FNnXdV38SpjhGFL4CvnkAX","P057295","","2008","D","USD","5608024.74514"
"noBuCBEVUHzv93Z8DvoQNT","P008314","","2003","D","USD","8429487.69668"
"kqDZzZ5h5Qzd9N25vniUqc","P008314","","2003","D","USD","40617796.0213"
"TyvXC9w86vB9MHdgzsuPde","P000753","","1995","D","USD","157975571.981"
"shmWP4wTk8BdtRBJx2HVw4","P000753","","2001","D","USD","55359851.4795"
"b9HzEoDnSRE6ahSSGmisbV","P000753","","1995","D","USD","3334424.32908"
"tmFPbtLgk9yPaVRnqZzte3","P050383","","2002","D","USD","3341877.80147"
"mRX28Do9y8yHtM5aTZqLyU","P050383","","2002","D","USD","67322984.6308"
"5adw8gK5ikN6NoZm4MYr4c","P120338","","2010","D","USD","671607.494743"
"bA5EiXKjWNRWBdtmVvatRJ","P004614","","1995","D","USD","33462613.2571"
"ma6kCWzMNkk3QgMHUeDbnQ","P004614","","1995","D","USD","36052357.0212"
"S6EUuacaeDTmXcRZCqGNm7","P004614","","1995","D","USD","69514970.2782"
"7EUEjj5MS6jev6pM87b4Hc","P004614","","1995","D","USD","69514970.2782"
"Lv7aLfFSYb6iXBsPpZXooN","P081346","","2005","D","USD","113358610.565"
"My2srx3tGXYSJ5BFYyEiSo","P001402","","1998","D","USD","9001073.76757"
"vwxcmSXSUHrZ4P23xiuQG9","P006872","","1996","D","USD","81298426.709"
"nbRcb3eoWWLByidRFAdSni","P006872","","1996","D","USD","7382192.18408"
"V9ZPszUDcvmas7eSn599DP","P040649","","1999","D","USD","30864377.5079"
"GGKog5XrSg8vfbKQ66efck","P062668","","1998","D","USD","10257836.9569"
"BULSzthUqsK6WA56nCUByi","P008513","","1996","D","USD","7956225.11818"
"JtnVQEE2wiZYppAYmstGUZ","P066170","","2002","D","USD","27443625.2903"
"TBZSNAJoKLNbqM8qve6uWj","P066170","","2007","D","USD","23757156.3116"
"XirKSBdgnH5wPA5odVzHVi","P119047","","2011","D","USD","2000000.0"
"CCQ3BbFpoERswdGM5VcgzL","P083809","","2004","D","USD","46494800.8458"
"vWR2sPAdWQbBFmd5CMWePW","P105176","","2008","D","USD","32801547.8718"
"eDkpsQQaMdFyyx9mpNUzTN","P057929","","2004","D","USD","16688190.9095"
"nK4LvuBPxaRsDmvdpr3Fnm","P057929","","2004","D","USD","19316536.7464"
"N9P5J5M6z7BavFw4wzTZRT","P118561","","2010","D","USD","697653.084705"
"DKVhWa5QrFtfbhrLU5irdK","P106680","","2011","D","USD","5913581.39"
"6C7p3oTsADa4ZQS723g3oX","P070693","","2001","D","USD","312361108.633"
"heGgFPuY4vNjLAMLsmxdmj","P101471","","2009","D","USD","20699294.6198"
"ccJC2yJ3dd3EKs62s4Rpij","P035704","","1995","D","USD","208544910.835"
"yjDuFheS7EkGCPUfNpnpmB","P080413","","2005","D","USD","23089563.0512"
"zy9t9bMN5rQJ9f5DmBChqC","P082625","","2004","D","USD","4767593.38507"
"ZP8pmpcftMBGr9oV3W7Umm","P117275","","2010","D","USD","4135180.35963"
"rfvWvgmZzTrqRLDrzyVm84","P088996","","2008","D","USD","39149.4676878"
"Vkpu4yGh6XFVYLoFmmDgAJ","P100160","","2006","D","USD","35168213.3799"
"6tgzKpdYRHnGBzfcp7RMBJ","P100160","","2009","D","USD","8358333.36524"
"PVW2pxHrbXCSeFCciqWwkG","P100160","","2006","D","USD","19065001.631"
"aGMbGhWU56eEpiPjaRnvdX","P055573","","1998","D","USD","5909320.26355"
"UdcSB8E8GhYDJNnE9mwcYe","P108583","","2009","D","USD","3899972.78043"
"mTE6ooXSZRQuzbjpptfXCd","P108583","","2009","D","USD","5374952.98414"
"xZKyUXteJ7XAeMfZrsYjzC","P060221","","2001","D","USD","43497889.0261"
"uVtvsEJNGc3eTbB4Aycp6B","P008403","","1996","D","USD","15704939.5255"
"fEdsX95yPSJyccTgxz7Zwc","P107797","","2008","D","USD","124106279.509"
"vXWvomaQAHfyENhi6WJnJc","P050432","","1997","D","USD","67032434.9575"
"JKfiyNDxqHt5h2neBvpMLe","P089865","","2005","D","USD","283396526.413"
"7QQ8Ai6fHVfSPM5zqowkkU","P049269","","1998","D","USD","376490765.895"
"qLs8YzuTgHCUJwDmwLKPxa","P112906","","2009","D","USD","4858193.92445"
"ERmFYddRgsnTa9yQ5BVwNi","P082337","","2006","D","USD","24457628.6471"
"QoikquwD2smT4ev4bucLK","P082337","","2011","D","USD","50526.0"
"ccaidkVvwfdHoEUwvJh5iZ","P117016","","2010","D","USD","4085270.33618"
"2fPpNtRqT2gqZfa6zY5YDM","P117016","","2010","D","USD","8184755.37049"
"M9D26TpifA8GubFxCiKA2Z","P117417","","2010","D","USD","22563399.244"
"mHph8Aw2SUKCZtj2LmDPFn","P114766","","2009","D","USD","32469705.8578"
"QfWKapJusEtHgfR9ypCwt5","P083272","","2005","D","USD","27869027.3658"
"QADLovcFXwhQJq6SBoosVL","P075399","","2003","D","USD","52417478.7836"
"apBhyqeqHvncTq7Ey2QThW","P075399","","2011","D","USD","3658470.05"
"W9mzwbCtzjktMEszbCCHDJ","P075230","","2003","D","USD","14464528.6194"
"F2MfgmBUewryccs6hJ5xKU","P072785","","2001","D","USD","91167386.1717"
"wTD5eWLmZHjNGN5vPikaZa","P056213","","2001","D","USD","3739779.31963"
"VrCtYREHp2h2VhUjSza3PA","P040108","","1999","D","USD","14946061.2964"
"WfRGrdAyCCphmMrK5WjM7k","P083904","","2009","D","USD","2039855.70522"
"YdR2qWZJvLCY3t4YLCVZJ5","P070963","","2005","D","USD","130322982.079"
"Ms6njyWyP5bj7YbvpUxE25","P079661","","2005","D","USD","43037871.0033"
"P4eQ7NwR4AyGmxsR5SLQKL","P079259","","2003","D","USD","5118449.41501"
"ZdPf4SaavhhCBTEUPRZwxV","P010530","","1997","D","USD","91728454.475"
"3kxJk9X6Lsy6Q3uXWSqJAk","P081615","","2010","D","USD","382994.094017"
"iYopP9MGSHK9a7X2T8uirP","P074762","","2002","D","USD","814686.180692"
"pwtQEKRg5YKwRCXsTX85B8","P074762","","2002","D","USD","3932768.6047"
"yyxUUuYhNRxjtrzJkzGXuF","P072205","","2003","D","USD","16953778.3734"
"sMzsNa4vxaj7xRrhwbAPKL","P099630","","2007","D","USD","25201458.102"
"vJiyJJfG27sUze87jyk9zQ","P074889","","2006","D","USD","11370448.2178"
"TfqTiatPDqKDWwccRoCQSE","P082977","","2005","D","USD","114730760.74"
"zF4z6RPUVgZBrGRyVYn2TV","P082977","","2007","D","USD","53874047.7134"
"gxiK2sjb2Q5AifXN3xqwvM","P082977","","2007","D","USD","28194101.3547"
"mJ6iDcXgoreMgshB8u6RXT","P082977","","2003","D","USD","298691149.496"
"TSzEvsw5BZMyMYAnZC9BsF","P082977","","2007","D","USD","150837361.45"
"khaGUHjvC8FfP5qf2DfMx3","P085260","","2005","D","USD","56891128.8261"
"ns2MsLvW3DfVUUXxiVb5FH","P007396","","1995","D","USD","13493402.3411"
"7UrLvVpcJnGDUpYhXe2BgJ","P073036","","2003","D","USD","45785392.3601"
"iXn948GB834dTgVedrFSdJ","P073036","","2008","D","USD","25186044.4404"
"fuMSLgAcNXevtgck4uPRud","P085539","","2008","D","USD","2609964.51252"
"S28qU2RtBLzhqASXPS9Tyj","P040208","","1996","D","USD","23813656.2614"
"jTYy3RzGXJsSAFigzd8pLe","P074968","","2002","D","USD","627420427.709"
"VLShgB2KszqHa856PVGDFk","P006969","","1995","D","USD","3984604.24147"
"Kg5xURXEUkDBnJX6ZsCtBH","P006969","","1995","D","USD","3967786.27617"
"rufe5ZBbZjdW9inisrKtYE","P051151","","1998","D","USD","57522892.4481"
"Z5rvJJWds2VGGUYTYeyLK6","P000283","","1997","D","USD","22100170.6163"
"n3zkB3TLJqQnNo8bwSEDND","P000283","","1997","D","USD","5944397.90904"
"kSn8m2RVyvJqqSgw3RWuVS","P060258","","1999","D","USD","652666432.159"
"4QYGXVEeijXtsfUAfRrQ3N","P069820","","2000","D","USD","36720596.9139"
"PPoZVJrFvR67yxZs2xfAem","P069820","","2000","D","USD","23221314.9755"
"kPpk6mUbE8m8QHi9ZYVN8R","P070973","","2001","D","USD","7728032.00557"
"PDMAYmomfJp8G7FDwfkirL","P055137","","1998","D","USD","530268684.358"
"u8K72vsQve2ogbawKjShha","P035770","","1998","D","USD","24834421.6413"
"qBmEaLajqxmaFrmdYbzUjF","P035770","","1999","D","USD","13203625.8179"
"cqojExxnrVwWv24aAQ9v94","P077684","","2002","D","USD","4855195.4169"
"kAq9znkMgXVn4QgUVHGi5W","P117238","","2010","D","USD","53799790.4297"
"Mn5ZNz476Fz8qtpehnxLyZ","P035630","","2001","D","USD","13781809.206"
"qFhCvTZWf4xj3zqvVCpPs7","P035630","","2001","D","USD","41333477.1069"
"sDj8uHrvuGLuTpTkpi7skQ","P035630","","2007","D","USD","19965400.5503"
"ULP6SCHySaWNCvJSqfXCqm","P086313","","2008","D","USD","2268530.52097"
"sJumzzUsLYhiJfDAHFraq7","P070995","","2007","D","USD","5489246.55611"
"ckabA4VX4pqNyYiZN9dYS","P070995","","2001","D","USD","21293522.8351"
"4o6RkxckLmYvJFt6yiAyDX","P078380","","2003","D","USD","6635615.64523"
"ESYBgzw92bPFGmktceCrMN","P050544","","2000","D","USD","96211715.4974"
"gLUrZ5BtkuiPuyuBrPpwH5","P040462","","1995","D","USD","695149702.782"
"i59XZMdcaGLMeNG5m89yKD","P093050","","2006","D","USD","4370568.9652"
"ye9RTJVWyzDRVFzRwA5Fwd","P042287","","1996","D","USD","51161895.5152"
"gdHo9omwUKoGTbYMBAyWE7","P042287","","1996","D","USD","44177803.9314"
"obidt47ah6pkdysqt9EjeC","P094917","","2006","D","USD","31517361.6883"
"B3skebPEBxwQQ6DF5YepCL","P094917","","2006","D","USD","2470795.7949"
"EkdpqQ9f6qahFWPyCGKdFU","P075829","","2003","D","USD","144154869.679"
"hRimcsLtX5noLh427yDPui","P073113","","2002","D","USD","153692079.664"
"HQWXaCB5CeZcEsMDnNMstX","P073113","","2002","D","USD","155333314.349"
"4gxeUrePSPPTRjBGh42uEa","P060329","","2001","D","USD","5031839.40511"
"eSNg438u4YBCKLpzoedQx6","P060329","","2001","D","USD","14131365.6882"
"eq6FcVtYqYZsBsfyLkuFyU","P096812","","2009","D","USD","29816277.532"
"LdKwsCPYnyACAYd2KBJBUQ","P096812","","2010","D","USD","153197.637607"
"QqqsgzXx3Mwb3t5SSfLtt8","P055935","","1998","D","USD","49647621.4129"
"YavgQ79RihAL7ieUCVuj3J","P099811","","2006","D","USD","58357797.6397"
"rSqNnQrjUkHMDXNVgQgTF9","P077732","","2002","D","USD","13968244.745"
"Tewgjyvkse3fDpx7dMDbMh","P054462","","1999","D","USD","30022655.8793"
"8bq4kRJnbJJdGUx6LGpRuc","P081909","","2003","D","USD","25002384.4492"
