"transaction_id","project_id","transaction_isodate","transaction_year","transaction_value_code","transaction_currency","transaction_value"
"HMRBP3z62s9RGqCcZJkUUH","P039914","","1998","C","USD","46398509.8814"
"LLQ4i4Bts4tMVpCKeFL2xS","P100804","","2006","C","USD","5490516.42315"
"DsjQg6eXFCt3w33wWZTDf4","P034618","","1995","C","USD","41708982.1669"
"y5g5YVa83DPKvrRW8EnsHC","P082627","","2005","C","USD","119026541.094"
"MjWiTtxx25Ma3zkzWT8TH3","P120804","","2010","C","USD","35746115.4415"
"PNiAFKHnGRJeiB9EG7ebva","P040642","","1996","C","USD","31379295.916"
"jYoeWYVN5wxYVftgTvszML","P035628","","1996","C","USD","95502204.9617"
"QjXTqQtXKBHFRLdWwy8Uw5","P040564","","1996","C","USD","409295164.122"
"YxXyFBXQajeBDdnWYqHFjH","P144489","","2013","C","USD","211747337.375"
"LiKeV37w23AmEUbjZGfaxL","P146598","","2014","C","USD","12100000.0"
"BMfAtvYDvD9vVeorb8PfoW","P060392","","1999","C","USD","32633321.608"
"kVo7MitD5vTvcZPz2u8zh","P118713","","2010","C","USD","76598818.8033"
"FGcouinUUcFamQAqVwVZS8","P040824","","1995","C","USD","22244790.489"
"cyQKjQykLwUGjwXJaXSemU","P096206","","2007","C","USD","53357010.7559"
"tpsr4ychcRtvHw2paaN6Ng","P148009","","2014","C","USD","24000000.0"
"FVebCqUV4GiuwfN5YGhR2h","P049723","","2000","C","USD","25553565.9407"
"rBrTmiG3vS4Y9XwgdDEM4R","P044213","","1999","C","USD","16969327.2361"
"UWbmV3K64yS2Vttp8heC7H","P069930","","2000","C","USD","19165174.4555"
"7hpT5L8PXjkfjVNCmJptxZ","P106872","","2009","C","USD","253566359.092"
"QYArcev3mPwvknWSFvBoMU","P121727","","2011","C","USD","420000000.0"
"Y3sHfMtt6oopeuBE2SWcm9","P004823","","2001","C","USD","4373055.52086"
"a6s26AeRgmAZE5qMPRTrBM","P067491","","1999","C","USD","659271416.453"
"ciD4UaB7X5WvPCb9xYxQak","P126683","","2011","C","USD","6800000.0"
"swBL2UZjY4E9XpjA9nSXGV","P144602","","2013","C","USD","5371151.97245"
"MSzRurhH2RsNgm6SmrmpU4","P034212","","1998","C","USD","75563287.5211"
"gV8iP6eZsBFbLEPEaduFuV","P107142","","2008","C","USD","20879716.1002"
"wYyJtqMEqTp34r69rdQ32X","P113160","","2009","C","USD","2069929.46198"
"MQeWVmGsDKeYnoQeicBSv8","P109961","","2008","C","USD","271436309.302"
"X29WwwfppBbpBGsNRqyJEL","P120546","","2010","C","USD","37788750.6096"
"Dw3z3GAEEYgfWWAKL8UgFB","P119324","","2011","C","USD","35000000.0"
"HPKPvLbReaGYgvfnjiaNv8","P057473","","2000","C","USD","6388391.48518"
"eR3J8HsqX7yffMKGURLt7o","P071323","","2001","C","USD","631044406.105"
"eZtnjuWK9yp73EGy6FvdBc","P126454","","2012","C","USD","98184371.6538"
"TqE3HHzjzWAg8nyMTs2ZxX","P093640","","2005","C","USD","43076272.0148"
"U6NKUFx2dEbVRmTgAd7oBe","P116215","","2010","C","USD","102131758.404"
"VJkNhEyQqtg3W3LASa62AU","P099033","","2009","C","USD","103496473.099"
"yFpFJkHrfedzSv27LH4gdg","P004200","","1995","C","USD","26693748.5868"
"4cYq2tjzyqDfMkRfG9iJjj","P130184","","2012","C","USD","34364530.0788"
"GjSnVPPwHQKwWccLHMRyj7","P114292","","2008","C","USD","20879716.1002"
"AfzF6GFntiGjwRTkVChFAn","P106699","","2008","C","USD","16390577.1386"
"335Lst3NBJwnvPvLcnCDaN","P099224","","2008","C","USD","199401288.757"
"x7d4FXKrYzkNXXmbRHVY4j","P082516","","2004","C","USD","119465994.034"
"vnMBX7NbuzaCJRt6oqbga5","P055459","","2004","C","USD","585617617.814"
"tvjhPmk2R3d76qaDGhcVSX","P108444","","2010","C","USD","81705406.7235"
"zN2pTB8b9GX9WvNyEjGiJN","P096158","","2006","C","USD","94799256.5621"
"EgrZ7vEy75cdARssMQNQh3","P100383","","2007","C","USD","343779220.3"
"uwY2pT4R3VyuWrStatGMEP","P124015","","2014","C","USD","50000000.0"
"BGmjp5mSZbp5V5bnzsQEGn","P065263","","2000","C","USD","287477616.833"
"6LewZZyGFBViPM4yzsacsf","P057859","","2001","C","USD","6247222.17266"
"cS3cpPHbQ2vb6nNesaKBK","P079156","","2003","C","USD","300812289.519"
"j3qAwiGHqQZTxTcN43SK7e","P116125","","2009","C","USD","1345702541.82"
"u9tRmB9hoBXdHnjcNkGzML","P071433","","2001","C","USD","27487777.5597"
"NvucyxAJmTVJYcjuqdCwAW","P068344","","2000","C","USD","387136524.002"
"ALHLBWhDqkLVrFq6pBrWW5","P053705","","1998","C","USD","62836839.0965"
"iv9JsRKJKwfBJwhWjSpBei","P035688","","1997","C","USD","15685589.7801"
"smpjAVnMf7nANaYbJDeMwV","P074885","","2003","C","USD","6021062.64049"
"JtRNuPWEQdjVkyUariQ4KL","P075809","","2006","C","USD","83455849.6319"
"AxDg9AGek8RyfDNNQ8LZyi","P087964","","2005","C","USD","28339652.6413"
"nfCXvUZLMouAtfHLcfYQH9","P078619","","2005","C","USD","141698263.207"
"aVomk2sFY7Vj6gpQUSgRKJ","P125943","","2011","C","USD","500000000.0"
"TQeUjK6T35C4XTriab2ZAj","P114081","","2010","C","USD","51065879.2022"
"nmNuk7tnvhjBd9yHxTsYjV","P126579","","2012","C","USD","671581102.112"
"zsPtJNuskhwh9BKYcrPkxA","P108078","","2008","C","USD","13728413.3359"
"4QhobyhDFJxe3r2jkNr56E","P051741","","1999","C","USD","52213314.5727"
"zvBKXNxxRGhhQLixwMfAmc","P036414","","1998","C","USD","121961797.402"
"mmrF3eQDVZ9BKHpC4ySdn6","P044942","","1996","C","USD","6821586.06869"
"75QCMB3DssYQ7WRUXcxBBL","P056595","","1998","C","USD","53026868.4358"
"iJT2xPecUFZjJeFfhnGQNY","P071131","","2001","C","USD","37858166.3663"
"s3X36BKXJSVTVvhFA4FsNT","P088282","","2004","C","USD","4684940.94251"
"nJr7akq3QUJjANpQCTBM6k","P117377","","2010","C","USD","233881726.746"
"hWcNJXd5kR7YSkA3qLrych","P055815","","2001","C","USD","315484719.719"
"EivHzuA9WECMK6hTuwMuA6","P036053","","1996","C","USD","211469168.13"
"7VW7jX8nzCjBuF6JZksDs6","P035751","","2003","C","USD","25649726.8485"
"P55MSRRj5SRNmfPtzHZ5n","P107559","","2009","C","USD","310489419.297"
"oi2mDv3fcwDWzkEQgi3gW","P102446","","2007","C","USD","48021309.6803"
"QsZHWw3Kzerc6XzTUBt5D","P120810","","2010","C","USD","51065879.2022"
"KBNbCVRJdSYNW33LZ9VWHR","P069913","","2001","C","USD","412316663.396"
"NvKsYt5a9eyy2umnAhFwCi","P145749","","2013","C","USD","129114230.107"
"8w5tLWZ3oC2sJrj6yCUAQ9","P051856","","1999","C","USD","43075984.5225"
"h9hGuPMitDabWRc4zTqz9G","P106228","","2008","C","USD","31319574.1503"
"pD3EBV5NfkgYPwPKpknoAV","P071075","","2004","C","USD","140548228.275"
"pjihusTe3wLHFTWZVDZoh6","P098867","","2005","C","USD","170037915.848"
"pzhyZbxSrYVLoX3bUpvLxh","P070827","","2003","C","USD","72252751.6858"
"2Srkwdvba9dxgQJAhLLUA8","P124088","","2011","C","USD","65000000.0"
"F8ieNehbCXkBnds5h2aH96","P087831","","2006","C","USD","47218441.2391"
"FkbLgg9Qjrw2uzbhqB2BQT","P126606","","2011","C","USD","16000000.0"
"VamG6M3Timjde7MQ67Q9an","P107668","","2010","C","USD","157282907.943"
"aVf3FMnCtPbnsMGw7Kcz2B","P054966","","2002","C","USD","36886099.1194"
"rhSXcjmuMD3MGi8eN9NNCi","P081771","","2004","C","USD","62075467.4883"
"Fs6z3pziTdSxgXMF7hM9C8","P120942","","2010","C","USD","45652896.0068"
"xhVFjK64aAiWJsRVUmWSYf","P123255","","2011","C","USD","100000000.0"
"sFujWLXL2EuqBiezMkKarC","P091475","","2006","C","USD","65886197.0778"
"gDFStS9TxjkCBMRHUsma6d","P145559","","2014","C","USD","200000000.0"
"H75aiU6ev8KE6DdhgZEYVb","P088045","","2005","C","USD","7935102.73957"
"BLo9aDC997VMzBXmfTkLbf","P125109","","2011","C","USD","41000000.0"
"urKZPWcvzafaczG6MUQLjZ","P117107","","2010","C","USD","40852703.3618"
"UmMfyYT4AzJ7haxtz4b9UR","P086379","","2005","C","USD","7935102.73957"
"eXmnHM5fCtTmby4pVWp4P7","P105075","","2009","C","USD","258741182.747"
"VzjPDd6H2pJGmxPLAWb5Db","P057847","","2002","C","USD","10205154.0897"
"gzdyRevaEgVygasnPoCgy4","P008616","","1998","C","USD","21078180.2032"
"ToVqisNJXfjfqr8HPQhp7n","P081880","","2005","C","USD","311736179.055"
"EWm2dVTD2NqStHGaPpry4k","P117542","","2010","C","USD","262478619.099"
"N3p5w2Wcx7iXxhyA8LShCD","P044829","","2000","C","USD","51107131.8814"
"eXmeSaUxJ2pYUzMvfQoYJo","P116190","","2009","C","USD","92318854.0043"
"KWbciJhUgEZxVuFcY8CEp3","P098129","","2006","C","USD","54905164.2315"
"4wNSTrFfVEHuiYaFkfzwFC","P127156","","2012","C","USD","441829672.442"
"fMRRsvbgBzfxiPYTAxdRaD","P003599","","1996","C","USD","204647582.061"
"hBmdaLk27MpbLdLeHMUmqA","P083250","","2004","C","USD","21082234.2413"
"bLFKHxHD4Dh44HjoZuybNA","P010509","","1997","C","USD","31505244.43"
"j6znDuALHfEquhjLXUYqhQ","P094042","","2006","C","USD","16471549.2695"
"Ru79cXiQSmwizVmvLMehaQ","P074490","","2002","C","USD","69284389.5127"
"WrqXusb4Kff6iygta3tsLD","P086669","","2008","C","USD","29544798.2817"
"itNwFGvZD2ceEPmfxotd24","P115568","","2009","C","USD","25874118.2747"
"paHeGA8NcceaAaZob9cUM3","P075911","","2003","C","USD","72252751.6858"
"cFV9KdsJATx34KnYzcJZDh","P074731","","2002","C","USD","6147683.18657"
"K3nCKZhnozjEyWTYEugThd","P050956","","1997","C","USD","40219460.9745"
"d6Sii3YArvaUbgjCYBCkUG","P112780","","2011","C","USD","15000000.0"
"H5cVmmQHg3zM6TewomrcbT","P146740","","2014","C","USD","50000000.0"
"sUuh35L3DuxB9KNagWSkCX","P075915","","2003","C","USD","36126375.8429"
"sra96zgEjr6HWHm4FYAh78","P065149","","1999","C","USD","8158330.40199"
"7mDAoYhPENyhbb6PVwZaZm","P088165","","2005","C","USD","68015166.3392"
"afBz7w8m4aztNfBr9wyf5g","P043311","","2003","C","USD","91038467.1242"
"rivjbvRGp5NcTMhr7EoV6m","P006554","","1996","C","USD","409295164.122"
"QjSgJ2D6NshBJXnAQ9NYQH","P109333","","2008","C","USD","7829893.53756"
"u23o25JdqoXc2pz93uLWhF","P074641","","2002","C","USD","18443049.5597"
"DjcN6auLygGhJRpCokBQQg","P010503","","1995","C","USD","82722814.6311"
"a2GYe7dnPpaj3CszQPJRMm","P117745","","2010","C","USD","102131758.404"
"P33k37gZLmVNQJPnrDm7pX","P049344","","1996","C","USD","818590.328243"
"ua3VLE2r7Dg6XmtLK8QVjc","P087106","","2006","C","USD","68411834.6325"
"S4kyoQfwFXVMaoqckozRSY","P061496","","1999","C","USD","52213314.5727"
"Scq5f2TpsumsEnbPcQ37Cf","P058847","","2002","C","USD","184430495.597"
"w53zEUAopKWZtbiZRL8rJe","P079736","","2007","C","USD","214495183.239"
"xKZYjW2UZBeE8mnWMmTvo4","P044524","","1996","C","USD","6821586.06869"
"7hdC7UnWJYzKY7NEtcQgeY","P079314","","2004","C","USD","23424704.7126"
"Vcujfw6pzctLmc85yqbtub","P069259","","2002","C","USD","28562136.0848"
"aFe2VbqL6m2roSprQmTNNB","P049878","","2002","C","USD","147544396.478"
"rohMvVgi2XKJs72WKv4F2a","P100026","","2006","C","USD","109810328.463"
"iovrCEqjBSbtNNwp2Y8SLM","P051306","","2004","C","USD","35137057.0688"
"fWCi2EREDCayicwD8RuUab","P073367","","2003","C","USD","24084250.5619"
"hmFUgCGqbQBavYHJ7oqQzn","P089873","","2005","C","USD","69148752.4448"
"VYxv63HHBTXdsDPYMzZ6U5","P111034","","2012","C","USD","137104656.577"
"xD734LyNStGzUw9DWwifg8","P083982","","2004","C","USD","585617617.814"
"uX4XE7nwczdYMqwQyh6aDU","P056978","","2001","C","USD","40694405.2327"
"7DAjmmdZUiEcgFjtsNsdw8","P071374","","2003","C","USD","36728482.107"
"uySTXEdFcnsbP9rJfDFhL5","P091990","","2005","C","USD","102022749.509"
"eyoVzTbkkxyuEQQ5zdx5ga","P006018","","1995","C","USD","312817366.252"
"FQey5wP4fA6ynPdYv6DFKJ","P121507","","2014","C","USD","588400000.0"
"zQc63dn7dX9Rm8EVeACVrW","P122178","","2013","C","USD","207615682.012"
"gznNzBXEuHvVcb38kMbES9","P047250","","2001","C","USD","14243666.5537"
"fSqwNhTBHbZLLU4QN9eU7f","P122235","","2011","C","USD","97800000.0"
"RJcQhh8U56AGaVZD7LrV9U","P101336","","2011","C","USD","50000000.0"
"j5Z8bFuu7sjtRPdMMNNEGj","P133705","","2014","C","USD","32670000.0"
"5obywjtC6Vf5ZCkik3M2CM","P090135","","2008","C","USD","344515315.653"
"zExyaYpj2jic3hsjuSWudB","P090186","","2004","C","USD","25193269.9184"
"xZdaXFoiZp8eeZFX35mmjW","P040551","","1998","C","USD","45072838.1705"
"RFDpLHkjh3CCW3fVnPQcVN","P046821","","1997","C","USD","26812973.983"
"SDSrGQQSPDS2Jtpr2Weufd","P042722","","1998","C","USD","530268684.358"
"qaUFDXQaRPML6kKfCtHqCo","P074078","","2002","C","USD","6147683.18657"
"DQvbEt85XvCzXUugy3rXhk","P052186","","1999","C","USD","21407458.9748"
"yQZHcQ8xAGfMUA7eFR5HaJ","P126542","","2012","C","USD","29455311.4962"
"kG9SXaUQQQ3nHB2XmoJVJE","P044266","","1995","C","USD","11122395.2445"
"cnA9RUr3nuCq7AtiFP9foM","P083337","","2004","C","USD","11712352.3563"
"6ZuQsKHvQqA38zXuXAzfmM","P071025","","2004","C","USD","159053744.998"
"EYnJsJr9gVRuJXKoqrRiHC","P065147","","1999","C","USD","104426629.145"
"xkveYncZtgcrTdPrY7Pj7f","P066744","","1999","C","USD","2349599.15577"
"BYwqNh42VcLwWkAqt3fQTk","P117019","","2009","C","USD","16559435.6958"
"G2iSwmDWbubjgC9N7N6LjR","P106172","","2009","C","USD","206992946.198"
"crKLNNWUuTzNqrg4w7k3bQ","P072355","","2000","C","USD","61584093.9171"
"rcZDVJ9mvsLNtzRvLEFeeL","P121414","","2012","C","USD","98184371.6538"
"BgzeZzoKePtXhKoaYVFEUR","P106280","","2009","C","USD","98321649.444"
"dLWtcjg2SEXaPQDFxxZwCi","P040659","","1999","C","USD","6526664.32159"
"V3uxYiJzroC95m77EndCCn","P065798","","2000","C","USD","2440365.54734"
"p3cYz2PL9DajC7U5ZAwkyj","P070146","","2000","C","USD","19165174.4555"
"dqMHgqtkyXqsK27VYCLkC8","P044796","","1997","C","USD","80438921.949"
"Rz9CJfK3MnvkHy2dhZBFXF","P097604","","2007","C","USD","12912396.6029"
"GdsUYUCxExxmKaQ7KTnhdK","P038092","","1995","C","USD","19464191.6779"
"sp4FgVRb7ChuedLeJQPzTc","P067986","","2001","C","USD","178170776.364"
"YZMtA9vh999FmRq7atcc7Q","P082419","","2007","C","USD","34148486.8837"
"NX73eBHBDkxwMSk6xXVTyQ","P073330","","2000","C","USD","19548477.9446"
"c8nt3WqwDcrrkuiCet8J6b","P050945","","2000","C","USD","126490151.407"
"8RA9KjZJbtGV4dkbGEfdVb","P120589","","2012","C","USD","196368743.308"
"YbPoEfBaqakiDdruQvtnSD","P040818","","1998","C","USD","22523162.3681"
"jpnRd9wDo6zgpJotGA2Xfi","P040826","","1995","C","USD","695149702.782"
"Azn7gd7oKcDUExbRR7JLyM","P090501","","2007","C","USD","48714950.8201"
"iGDTMopU6guBmMnp7oLo4n","P094551","","2008","C","USD","521992902.504"
"XP3vhSrkUhHqTgixR2JFJa","P035995","","1996","C","USD","54572688.5496"
"wxnrcvB3FR4GPZ3DwA2TQV","P008177","","1995","C","USD","173787425.696"
"qznNy77frM3chnpvZuaVKm","P049338","","1996","C","USD","4638678.52671"
"Y8DcbDvotcPpcKJGcF4dCZ","P116410","","2010","C","USD","3829940940.17"
"3K8HGR85H8SccSYpWyvfdG","P044139","","1996","C","USD","163718065.649"
"KmJ3erjqUfxBZpHwUNVCPW","P097921","","2006","C","USD","197658591.233"
"WPQSDKyuXqobdKa8rsv4ik","P120913","","2011","C","USD","37000000.0"
"myKCLfvYFWWaZXnsmiBzxd","P131107","","2013","C","USD","20141819.8967"
"pxZFbNfiocp5ZdEWdSqar","P056337","","1999","C","USD","58087312.4622"
"sbgTA5zFmBnopeRtW7qqjL","P067330","","2000","C","USD","182196925.157"
"Q2cnaQWh9fN36ohnU2npUX","P071012","","2001","C","USD","187416665.18"
"vvABSnwK8KUd4voMkWytFN","P072760","","2001","C","USD","3873277.74705"
"q3irwE3Megwtq4VEwQh6tQ","P061209","","2003","C","USD","36126375.8429"
"HDq28MGwwxJNuHBDCNGb37","P098426","","2006","C","USD","15373445.9848"
"XisCP673XdLeCPKNY2hWgU","P101359","","2006","C","USD","24707323.9042"
"opEuaViZa9rKozQ8QSRTKL","P035814","","1996","C","USD","422938336.259"
"RbrgZRsNem6nHXF6A7jErD","P008416","","1998","C","USD","19885075.6634"
"NG9MoE6rxrSBjUhyZ5P9vV","P112762","","2012","C","USD","98184371.6538"
"eJgbCBByovarmtToJFy4GQ","P100311","","2008","C","USD","4175943.22003"
"YrMNeNJMeAMD55teZghKyX","P075199","","2001","C","USD","10370388.8066"
"oQ6FtMuU6dd4eTDujVZZLe","P035765","","1995","C","USD","22244790.489"
"KvCVuabarkAvcJmS6gLFKH","P035922","","1997","C","USD","134064869.915"
"Ns5kaxBjMXLBZdka78o3uJ","P106834","","2009","C","USD","6209788.38594"
"UB5UgG5jtrLNvpvD6Swdha","P101298","","2007","C","USD","21342804.3023"
"7dZ2PUVC9gP2f6qEnSUiRE","P143645","","2013","C","USD","103291384.086"
"ADW7LxmzPrVyYyUcoRG5gf","P145317","","2014","C","USD","6500000.0"
"THPmu4N9pgas6k9vtBkQAC","P064094","","1999","C","USD","32633321.608"
"pNvf7FHYFHrrVBfUFSp7QK","P077526","","2004","C","USD","29280880.8907"
"bqfoeAVPzfh6TEMWGHTxd4","P100965","","2006","C","USD","34590253.4658"
"cwfsvgXdMfAJxAcBCdxdRc","P070290","","2002","C","USD","156163448.305"
"AfEZ5GXPsFRLZMwy8wYuLW","P078420","","2005","C","USD","113358610.565"
"BCwLry8h4DmTeEoGhPyPkD","P127130","","2012","C","USD","11634848.041"
"oLXpEa8ZQvw968eVCW9NC9","P099840","","2009","C","USD","5174823.65495"
"Tw66iGyxYuUFkJJqaJWHXL","P127955","","2013","C","USD","134278799.311"
"fkhXXUEcPNatf4pkpcLC6L","P127978","","2014","C","USD","450000000.0"
"U2uVbBdxf98vbAPRo4HhGK","P101301","","2008","C","USD","469793612.254"
"85Sw5xXDAfk3qkST7RmPji","P143040","","2014","C","USD","75000000.0"
"nzsbLwje3G46DAUEvu66GM","P039455","","1995","C","USD","7368586.84949"
"WkdfrF79D8aniBkXmkQM8H","P074086","","2006","C","USD","32943098.5389"
"JGjeLieFAxqRCrLTTy5uFE","P133565","","2014","C","USD","400000000.0"
"23vQxYCwJa3ssL6VMV6as9","P098151","","2009","C","USD","64374806.2675"
"miZCMg39r4sjpe4oUJB9Aa","P084022","","2006","C","USD","87848262.7704"
"an4PaJuKgNKXeTgPQTCga6","P073370","","2004","C","USD","461490107.542"
"2udNNCCqZTSAj3ruxRFDuA","P050780","","1998","C","USD","397701513.269"
"ziaCBYcY7XYTW5HVrEhYAZ","P130222","","2013","C","USD","19625362.9763"
"NtBEgZk6FqHhrMbiAfpDuA","P113027","","2009","C","USD","41398589.2396"
"nf4MP6QQuNEkinPkFUzKLV","P121495","","2012","C","USD","294553114.962"
"eiJw8b2fsrS9Hm8fZFFz3F","P127317","","2013","C","USD","10329138.4086"
"Bj3XfnLcvD3JotESsFsUD","P114937","","2010","C","USD","6127905.50427"
"b6UbQPjbHK8MMj4J6bKgeG","P106682","","2008","C","USD","21923701.9052"
"My28Wwu3kAvFjPZFRMTYv4","P118737","","2010","C","USD","25532939.6011"
"5ejFjPkMx9t9phWVUwbogJ","P101218","","2008","C","USD","16046061.823"
"sPDJyrAe73M8sgsz9F4zXX","P080612","","2002","C","USD","61476831.8657"
"3roaih7eecTA59ou9srpLJ","P127411","","2014","C","USD","15500000.0"
"gJvR9oV8kfsfVsLqrYgYx8","P116088","","2009","C","USD","310489419.297"
"RHekAJDQgfED9jSeMgsV5G","P146567","","2014","C","USD","7000000.0"
"LqMSam759qDqp5Z34DbVRE","P100762","","2006","C","USD","65886197.0778"
"2eQi6yCUjvyviSbJCwhx5E","P129267","","2014","C","USD","18000000.0"
"kq4zSDAeebT2JcWBrG8nMR","P098299","","2006","C","USD","330265543.885"
"fy2fBH5GcP5ek2ia8dnCSQ","P073507","","2002","C","USD","8606756.4612"
"LnnmhuacNaMjPZGXgxVYo3","P144029","","2014","C","USD","150000000.0"
"PuD5UhHTSZYcwG9PRubquQ","P132541","","2012","C","USD","23564249.1969"
"6m8G4kQDCtYBMxytD5KXXB","P067367","","2002","C","USD","30738415.9329"
"EPrshqvvg2A8opdfnT4wgC","P149512","","2014","C","USD","20000000.0"
"gNRVMNUzYPq4sg5pVxwEBj","P130944","","2012","C","USD","36328217.5119"
"RZPQpmfzRiLDDVpgMdoJLZ","P126487","","2012","C","USD","103348869.603"
"HNLxh6f8fqnyChZPsiW4hF","P125829","","2012","C","USD","20441986.1783"
"PAxkwgubnwzVpwNUVLEf6o","P096605","","2006","C","USD","27452582.1158"
"4kfMdtqjfZk6sp3HYvvM88","P101684","","2009","C","USD","25874118.2747"
"Q6huWdEKrsTdSZBjd7RDMP","P124775","","2011","C","USD","50300000.0"
"ypCLsk4Pvh9o5BxWi2vuin","P084437","","2008","C","USD","52199290.2504"
"SXY6MK94TSZX9KXNwymstk","P107741","","2009","C","USD","41398589.2396"
"pbYd4KDcw2t5QP6hCDPdhJ","P058681","","1999","C","USD","318501218.894"
"kYjkWz6b5ywePuqa8RC4hb","P086670","","2004","C","USD","11712352.3563"
"pi7onQ7D47GPVfkPrp6ws4","P081964","","2004","C","USD","38650762.7757"
"GHYvgmNUz4M3yASipLLyyA","P146398","","2014","C","USD","50000000.0"
"FGTjtvsxvJ6tTezjci4rV3","P096813","","2007","C","USD","144597499.148"
"sQ8C3FnSQdGNTsE3xDSFWc","P129097","","2012","C","USD","21600561.7638"
"3aSfj7q9qMQDier2rtAiiK","P110671","","2011","C","USD","40000000.0"
"TwxF6EtZ29g36PEk6jZwB","P000946","","1998","C","USD","12328746.9113"
"BYQffw5jA6bz57miG6d4H4","P113030","","2011","C","USD","25000000.0"
"uWTxpsQy5YeU8TceknSaXf","P094735","","2005","C","USD","31740410.9583"
"5kURS6CxrhidqChMeUYAFE","P072480","","2004","C","USD","236624654.654"
"yAv3yq9CYsJGEJ8rzrbe3J","P058050","","1999","C","USD","6095904.47637"
"6dBRU2RG3zhVSDF2KAdFdn","P125205","","2011","C","USD","15000000.0"
"yEgzDzCTvGCQoGPKPhpQQK","P071147","","2002","C","USD","127871810.281"
"bU7jCHHdygk99UXDpPAn2o","P007326","","1996","C","USD","29332820.0954"
"sBw6Bq7WggVCvfYPgL6YRB","P112023","","2008","C","USD","10439858.0501"
"7feEGWrS4vRanZ9R6SPEZ9","P041280","","1998","C","USD","39770151.3269"
"e5UnjCgVGyQo4yhgPZxUwH","P088243","","2005","C","USD","226717221.131"
"9Q8edJA4KpnSbChtu2nvYa","P074290","","2004","C","USD","234247047.126"
"qgjDPMNQV9wj5cy8Ur2Nv8","P121778","","2010","C","USD","153197637.607"
"WtXJDrmmnaJ2PeoQ9xmy3H","P059149","","2002","C","USD","122953663.731"
"CtvPXZx8p8eTkvzDa3kTbR","P126162","","2012","C","USD","294553114.962"
"KE4UFLLFwF5Zdf8tWpkweS","P081773","","2003","C","USD","72252751.6858"
"ERZQrMRNQn7WEr8pHRE4z6","P044809","","2000","C","USD","23253745.0061"
"JhtvNxgLTD8kQEr4ZeD75J","P068290","","2003","C","USD","70326011.6409"
"eCcmrDtBvKnBNYrdXjVBzA","P003606","","1998","C","USD","83517317.7865"
"rNwkF6NJMmDCUzUt3GudUF","P083110","","2006","C","USD","20863962.408"
"PnzY25RsHGEGksCsZXxxt6","P109649","","2011","C","USD","150000000.0"
"5CdfoHfKyM9ACKbPMVokwN","P051124","","1998","C","USD","16836030.7284"
"RsE4bVixKFFPv9EEAR8m7E","P117495","","2011","C","USD","104400000.0"
"f9mmALajiUfb29NG6YTFyN","P050294","","2000","C","USD","70400074.1667"
"Qaqb6u324osZqUXDoCokqM","P050619","","2001","C","USD","137438887.799"
"JxxtDG2zRYUtfh9xZ34d8","P146255","","2013","C","USD","273722167.827"
"NMSLxbCab7CVkDBXefNwPD","P009482","","1996","C","USD","109554672.263"
"tM6QP9DssBaD5yY6Cv5zmj","P007128","","1996","C","USD","20464758.2061"
"GztmMz5Gyj8Sn8ReX7asvb","P117651","","2010","C","USD","714922308.831"
"SaHiZMGngsZWVAHkJsMfg8","P009560","","1996","C","USD","14325330.7443"
"jTMQWb6Bq4gGbZreHPQHu6","P120564","","2010","C","USD","255329396.011"
"Pu4i83TG57AwS7iumzwWd7","P084302","","2007","C","USD","160284460.311"
"xfSjvXF7gXNYfnFEd7CEG7","P126465","","2012","C","USD","294553114.962"
"jwthJEF4QubxFqrfcNHtK3","P070899","","2003","C","USD","6021062.64049"
"8qMScLPybwqtgKHcZtZKo","P070164","","1999","C","USD","182746.601005"
"vry7gHGfJEy7zxYxom8go4","P053243","","1998","C","USD","6628358.55448"
"W4eKNE6L33RrgxdnK6eqmX","P082865","","2004","C","USD","234247047.126"
"32uurrKAXfNL84eB6aYYj4","P117286","","2011","C","USD","52000000.0"
"9VyoTJYN6j6pBw7nSGw9fJ","P039291","","1996","C","USD","27286344.2748"
"jDmEQQJcxvT5347CNr9XYm","P086543","","2003","C","USD","36126375.8429"
"8dzcGnGPbGzpCobJnRAKs6","P076901","","2002","C","USD","18443049.5597"
"PS5hgpJhthDYRTV6GNJkYm","P056487","","1998","C","USD","6628358.55448"
"BahbFuNoKUYgjgJxaxwC34","P073629","","2004","C","USD","23424704.7126"
"ezoUaFp2SjCZ6NkaUdwjP3","P001015","","1997","C","USD","19171276.3978"
"o2Q3y4rxBrQAX9sYHRknwG","P127441","","2013","C","USD","30987415.2257"
"f6XwBuQV84MQBRp7KfrvwK","P043109","","1996","C","USD","34107930.3435"
"EneB5wE79AJkek5H6bEUj8","P108627","","2010","C","USD","102131758.404"
"QoNNvzWuuncAcNfjQyjLeD","P119662","","2011","C","USD","115000000.0"
"n3XG3UqnHWc97AqeGQDsST","P117667","","2011","C","USD","380500000.0"
"aQrouZd4HZuKBuYyrz5eUg","P051118","","1997","C","USD","20109730.4872"
"WnCZYSuQQUWhgB6a2FK3Za","P065910","","1999","C","USD","182746.601005"
"kBBt9tWpaEvSCj2xHZnRs6","P073537","","2001","C","USD","6247222.17266"
"f9dscat8zVpyfYhtAfYg4h","P078675","","2005","C","USD","170037915.848"
"UFHaRGHxR7JaE4BzSusprX","P068394","","1999","C","USD","329635708.226"
"PphQoQ96qFpgnceB44ucyX","P081969","","2004","C","USD","292808808.907"
"uFeoVKZNRgeM7Ue38sAUMh","P118636","","2010","C","USD","20426351.6809"
