"project_id","project_location_id","precision_code","geoname_id","place_name","latitude","longitude","location_type_code","location_type_name","gazetteer_adm_code","gazetteer_adm_name","location_class","geographic_exactness"
"P146402","P146402_9256708",1,9256708,"Mapai",-22.73056,32.05833,"PPL","populated place","6295630|6255146|MZ|02|9256708","Earth|Africa|Mozambique|Gaza Province|Mapai",2,1
"P146402","P146402_1040629",1,1040629,"Maqueze",-24.27917,33.56667,"PPL","populated place","6295630|6255146|MZ|02|1040629","Earth|Africa|Mozambique|Gaza Province|Maqueze",2,1
"P146402","P146402_1040275",1,1040275,"Massangena",-21.53778,32.95639,"PPL","populated place","6295630|6255146|MZ|02|1040275","Earth|Africa|Mozambique|Gaza Province|Massangena",2,1
"P146402","P146402_1039580",1,1039580,"Mavue",-21.31889,32.41806,"PPL","populated place","6295630|6255146|MZ|02|1039580","Earth|Africa|Mozambique|Gaza Province|Mavue",2,1
"P146402","P146402_1034457",1,1034457,"Nalázi",-24.04917,33.3275,"PPL","populated place","6295630|6255146|MZ|02|1034457","Earth|Africa|Mozambique|Gaza Province|Nalázi",2,1
"P146402","P146402_1044389",1,1044389,"Nhanale",-23.84139,33.50833,"PPL","populated place","6295630|6255146|MZ|02|1044389","Earth|Africa|Mozambique|Gaza Province|Nhanale",2,1
"P146402","P146402_1024689",1,1024689,"Vila Gomes da Costa",-24.30806,33.63,"PPL","populated place","6295630|6255146|MZ|02|1024689","Earth|Africa|Mozambique|Gaza Province|Vila Gomes da Costa",2,1
"P054958","P054958_353229",1,353229,"Al ‘Āshir min Ramaḑān",30.29636,31.74633,"PPL","populated place","6295630|6255146|EG|00","Earth|Africa|Egypt|Al ‘Āshir min Ramaḑān",2,1
"P054958","P054958_354711",1,354711,"Kafr al ‘Azzāzī",30.82199,31.47317,"PPL","populated place","6295630|6255146|EG|01|354711","Earth|Africa|Egypt|Muḩāfaz̧at ad Daqahlīyah|Kafr al ‘Azzāzī",2,1
"P054958","P054958_354365",1,354365,"Kafr az Zayyāt",30.8248,30.81805,"PPL","populated place","6295630|6255146|EG|05|354365","Earth|Africa|Egypt|Muḩāfaz̧at al Gharbīyah|Kafr az Zayyāt",2,1
"P054958","P054958_351434",1,351434,"Nag Hammâdi",26.04949,32.24142,"PPL","populated place","6295630|6255146|EG|23|351434","Earth|Africa|Egypt|Muḩāfaz̧at Qinā|Nag Hammâdi",2,1
"P054958","P054958_347591",1,347591,"Ţalkhā",31.0539,31.37787,"PPL","populated place","6295630|6255146|EG|01|347591","Earth|Africa|Egypt|Muḩāfaz̧at ad Daqahlīyah|Ţalkhā",2,1
"P041410","P041410_355580",1,355580,"Īkinj Maryūţ",31.00746,29.75984,"PPL","populated place","6295630|6255146|EG|06|355580","Earth|Africa|Egypt|Alexandria|Īkinj Maryūţ",2,1
"P041410","P041410_351434",1,351434,"Nag Hammâdi",26.04949,32.24142,"PPL","populated place","6295630|6255146|EG|23|351434","Earth|Africa|Egypt|Muḩāfaz̧at Qinā|Nag Hammâdi",2,1
"P001074","P001074_2416203",2,2416203,"Samaya",9.71,-13.48722,"PPL","populated place","6295630|6255146|GN|D|2421533|2416203","Earth|Africa|Guinea|Kindia|Préfecture de Dubréka|Samaya",2,2
"P044584","P044584_222570",1,222570,"Ambouli",11.56944,43.13667,"PPL","populated place","6295630|6255146|DJ|07|222570","Earth|Africa|Djibouti|Djibouti Region|Ambouli",2,1
"P044584","P044584_7648070",1,7648070,"Balbala",11.56194,43.10666,"PPL","populated place","6295630|6255146|DJ|07|7648070","Earth|Africa|Djibouti|Djibouti Region|Balbala",2,1
"P001666","P001666_931507",2,931507,"Chamande",-15.4,35.38333,"PPL","populated place","6295630|6255146|MW|S|923292|931507","Earth|Africa|Malawi|Southern Region|Zomba District|Chamande",2,2
"P001666","P001666_927955",1,927955,"Limbe",-15.80901,35.06018,"PPL","populated place","6295630|6255146|MW|S|931754|927955","Earth|Africa|Malawi|Southern Region|Blantyre District|Limbe",2,1
"P001666","P001666_927834",1,927834,"Liwonde",-15.06665,35.22543,"PPL","populated place","6295630|6255146|MW|S|927642|927834","Earth|Africa|Malawi|Southern Region|Machinga District|Liwonde",2,1
"P001666","P001666_9973020",1,9973020,"M'Balula",-14.43663,35.35143,"PPL","populated place","6295630|6255146|MW|S|9973020","Earth|Africa|Malawi|Southern Region|M'Balula",2,1
"P001666","P001666_926383",2,926383,"Mlomba",-15.03791,35.46388,"PPL","populated place","6295630|6255146|MW|S|927642|926383","Earth|Africa|Malawi|Southern Region|Machinga District|Mlomba",2,2
"P001666","P001666_925051",1,925051,"Ndalankwanda",-13.72718,34.61886,"PPL","populated place","6295630|6255146|MW|C|924053|925051","Earth|Africa|Malawi|Central Region|Salima District|Ndalankwanda",2,1
"P001666","P001666_924588",2,924588,"Nsabwe",-14.2,33.76667,"PPL","populated place","6295630|6255146|MW|C|927964|924588","Earth|Africa|Malawi|Central Region|Lilongwe District|Nsabwe",2,2
"P052186","P052186_1084748",1,1084748,"Alakamisy Itenina",-21.63333,47.15,"PPL","populated place","6295630|6255146|MG|02","Earth|Africa|Madagascar|Alakamisy Itenina",2,1
"P052186","P052186_1080522",1,1080522,"Ambohidratrimo",-18.818,47.43382,"PPL","populated place","6295630|6255146|MG|7670856|1080522","Earth|Africa|Madagascar|Analamanga Region|Ambohidratrimo",2,1
"P052186","P052186_1078128",1,1078128,"Ampasimbe",-17.1,49.48333,"PPL","populated place","6295630|6255146|MG|04","Earth|Africa|Madagascar|Ampasimbe",2,1
"P052186","P052186_1072711",1,1072711,"Ankazondandy",-18.7,47.78333,"PPL","populated place","6295630|6255146|MG|7670856|1072711","Earth|Africa|Madagascar|Analamanga Region|Ankazondandy",2,1
"P052186","P052186_1062553",1,1062553,"Mahanoro",-19.9,48.8,"PPL","populated place","6295630|6255146|MG|7670857|1062553","Earth|Africa|Madagascar|Atsinanana Region|Mahanoro",2,1
"P052186","P052186_1062404",1,1062404,"Mahasoabe",-21.58333,47.21667,"PPL","populated place","6295630|6255146|MG|02","Earth|Africa|Madagascar|Mahasoabe",2,1
"P052186","P052186_1061335",1,1061335,"Mananjary",-21.23034,48.34173,"PPL","populated place","6295630|6255146|MG|7670906|1061335","Earth|Africa|Madagascar|Vatovavy Fitovinany Region|Mananjary",2,1
"P052186","P052186_1057841",1,1057841,"Rantabe",-16.86667,49.65,"PPL","populated place","6295630|6255146|MG|04","Earth|Africa|Madagascar|Rantabe",2,1
"P051741","P051741_1057969",1,1057969,"Ramena",-12.24274,49.34617,"PPL","populated place","6295630|6255146|MG|01","Earth|Africa|Madagascar|Ramena",2,1
"P002970","P002970_8194362",1,8194362,"Karuma",2.23377,32.23386,"PPL","populated place","6295630|6255146|UG|W|8030564|8194362","Earth|Africa|Uganda|Western Region|Kiryandongo District|Karuma",2,1
"P002970","P002970_231798",1,231798,"Katunguru",-0.14797,30.06529,"PPL","populated place","6295630|6255146|UG|W|443330|231798","Earth|Africa|Uganda|Western Region|Bushenyi District|Katunguru",2,1
"P002970","P002970_229006",1,229006,"Mpondwe",0.04008,29.7248,"PPL","populated place","6295630|6255146|UG|W|443342|7869968|8657869|229006","Earth|Africa|Uganda|Western Region|Kasese District|Bukonjo|Mpondwe-Lhubiriha Tc|Mpondwe",2,1
"P002970","P002970_8200505",1,8200505,"Olwiyo",2.53699,31.88516,"PPL","populated place","6295630|6255146|UG|N|7869939|8200505","Earth|Africa|Uganda|Northern Region|Nwoya District|Olwiyo",2,1
"P042039","P042039_1052944",1,1052944,"Angoche",-16.2325,39.90861,"PPL","populated place","6295630|6255146|MZ|06|1052944","Earth|Africa|Mozambique|Nampula|Angoche",2,1
"P042039","P042039_1050841",1,1050841,"Catembe",-26.00295,32.55738,"PPL","populated place","6295630|6255146|MZ|04|1050841","Earth|Africa|Mozambique|Maputo|Catembe",2,1
"P042039","P042039_1042224",1,1042224,"Macuse",-17.70694,37.18944,"PPL","populated place","6295630|6255146|MZ|09|1042224","Earth|Africa|Mozambique|Província de Zambézia|Macuse",2,1
"P042039","P042039_1039536",1,1039536,"Maxixe",-23.85972,35.34722,"PPL","populated place","6295630|6255146|MZ|03|1039536","Earth|Africa|Mozambique|Inhambane Province|Maxixe",2,1
"P042039","P042039_1024699",1,1024699,"Mocímboa da Praia",-11.35172,40.35158,"PPL","populated place","6295630|6255146|MZ|01|1024699","Earth|Africa|Mozambique|Cabo Delgado Province|Mocímboa da Praia",2,1
"P042039","P042039_1035025",1,1035025,"Nacala",-14.56257,40.68538,"PPL","populated place","6295630|6255146|MZ|06|1035025","Earth|Africa|Mozambique|Nampula|Nacala",2,1
"P044711","P044711_2380954",1,2380954,"Bogué",16.59153,-14.26309,"PPL","populated place","6295630|6255146|MR|05|2380954","Earth|Africa|Mauritania|Brakna|Bogué",2,1
"P044711","P044711_2380399",1,2380399,"Dar el Barka",16.68294,-14.70031,"PPL","populated place","6295630|6255146|MR|05|2380399","Earth|Africa|Mauritania|Brakna|Dar el Barka",2,1
"P057007","P057007_235092",1,235092,"Apokor",0.70917,34.24556,"PPL","populated place","6295630|6255146|UG|E|443366|235092","Earth|Africa|Uganda|Eastern Region|Tororo District|Apokor",2,1
"P057007","P057007_234990",1,234990,"Atiak",3.26075,32.12273,"PPL","populated place","6295630|6255146|UG|N|7056278|234990","Earth|Africa|Uganda|Northern Region|Amuru District|Atiak",2,1
"P057007","P057007_230954",1,230954,"Kitagata",-0.6725,30.15667,"PPL","populated place","6295630|6255146|UG|W|8030587|230954","Earth|Africa|Uganda|Western Region|Sheema District|Kitagata",2,1
"P057007","P057007_229298",1,229298,"Mayanja",-0.83333,31.53333,"PPL","populated place","6295630|6255146|UG|C|443363|229298","Earth|Africa|Uganda|Central Region|Rakai District|Mayanja",2,1
"P057007","P057007_228701",1,228701,"Mutufu",1.21667,34.3,"PPL","populated place","6295630|6255146|UG|E|448223|228701","Earth|Africa|Uganda|Eastern Region|Sironko District|Mutufu",2,1
"P035076","P035076_911148",1,911148,"Kitwe",-12.80243,28.21323,"PPL","populated place","6295630|6255146|ZM|08|911148","Earth|Africa|Zambia|Copperbelt|Kitwe",2,1
"P056595","P056595_201229",1,201229,"Ahero",-0.17462,34.9163,"PPL","populated place","6295630|6255146|KE|26|201229","Earth|Africa|Kenya|Kisumu|Ahero",2,1
"P056595","P056595_444981",1,444981,"Arabia",3.52541,41.49908,"PPL","populated place","6295630|6255146|KE|33|444981","Earth|Africa|Kenya|Mandera|Arabia",2,1
"P056595","P056595_200666",1,200666,"Bamba",-3.53782,39.52513,"PPL","populated place","6295630|6255146|KE|23|200666","Earth|Africa|Kenya|Kilifi|Bamba",2,1
"P056595","P056595_200421",1,200421,"Biretwo",0.5411,35.54404,"PPL","populated place","6295630|6255146|KE|14|200421","Earth|Africa|Kenya|Elegeyo-Marakwet|Biretwo",2,1
"P056595","P056595_200305",1,200305,"Bondo",-0.1,34.26667,"PPL","populated place","6295630|6255146|KE|46|200305","Earth|Africa|Kenya|Siaya|Bondo",2,1
"P056595","P056595_10345215",1,10345215,"Bubisa",2.70039,38.09496,"PPL","populated place","6295630|6255146|KE|34|10345215","Earth|Africa|Kenya|Marsabit|Bubisa",2,1
"P056595","P056595_200182",1,200182,"Bujwane",0.11667,34.03333,"PPL","populated place","6295630|6255146|KE|13|200182","Earth|Africa|Kenya|Busia|Bujwane",2,1
"P056595","P056595_200048",1,200048,"Bura",-3.4922,38.31702,"PPL","populated place","6295630|6255146|KE|47|200048","Earth|Africa|Kenya|Taita Taveta|Bura",2,1
"P056595","P056595_10344551",1,10344551,"Butula",0.34195,34.33597,"PPL","populated place","6295630|6255146|KE|13|10344551","Earth|Africa|Kenya|Busia|Butula",2,1
"P056595","P056595_199771",1,199771,"Chebiemit",0.85371,35.50171,"PPL","populated place","6295630|6255146|KE|14|199771","Earth|Africa|Kenya|Elegeyo-Marakwet|Chebiemit",2,1
"P056595","P056595_10340733",1,10340733,"Chegilet",0.82807,35.60102,"PPL","populated place","6295630|6255146|KE|14|10340733","Earth|Africa|Kenya|Elegeyo-Marakwet|Chegilet",2,1
"P056595","P056595_10345062",1,10345062,"Chepkono",1.25112,35.23921,"PPL","populated place","6295630|6255146|KE|55|10345062","Earth|Africa|Kenya|West Pokot|Chepkono",2,1
"P056595","P056595_10340737",1,10340737,"Chesogon",1.30511,35.62896,"PPL","populated place","6295630|6255146|KE|55|10340737","Earth|Africa|Kenya|West Pokot|Chesogon",2,1
"P056595","P056595_10342704",1,10342704,"Chiga",-0.09836,34.84396,"PPL","populated place","6295630|6255146|KE|26|10342704","Earth|Africa|Kenya|Kisumu|Chiga",2,1
"P056595","P056595_10343865",1,10343865,"Chulaimbo",-0.03871,34.63363,"PPL","populated place","6295630|6255146|KE|26|10343865","Earth|Africa|Kenya|Kisumu|Chulaimbo",2,1
"P056595","P056595_10345175",1,10345175,"Dandu",3.42297,39.8799,"PPL","populated place","6295630|6255146|KE|33|10345175","Earth|Africa|Kenya|Mandera|Dandu",2,1
"P056595","P056595_10345211",1,10345211,"Dukana",3.99762,37.27232,"PPL","populated place","6295630|6255146|KE|34|10345211","Earth|Africa|Kenya|Marsabit|Dukana",2,1
"P056595","P056595_198814",1,198814,"Dungicha",-3.48333,39.61667,"PPL","populated place","6295630|6255146|KE|23|198814","Earth|Africa|Kenya|Kilifi|Dungicha",2,1
"P056595","P056595_198173",1,198173,"Esageri",0.02069,35.82472,"PPL","populated place","6295630|6255146|KE|10|198173","Earth|Africa|Kenya|Baringo|Esageri",2,1
"P056595","P056595_198054",1,198054,"Faza",-2.05274,41.1099,"PPL","populated place","6295630|6255146|KE|30|198054","Earth|Africa|Kenya|Lamu|Faza",2,1
"P056595","P056595_198010",1,198010,"Fundisa",-2.93069,40.09162,"PPL","populated place","6295630|6255146|KE|23|198010","Earth|Africa|Kenya|Kilifi|Fundisa",2,1
"P056595","P056595_197794",1,197794,"Ganze",-3.54304,39.69275,"PPL","populated place","6295630|6255146|KE|23|197794","Earth|Africa|Kenya|Kilifi|Ganze",2,1
"P056595","P056595_197778",1,197778,"Garashi",-3.13318,39.89174,"PPL","populated place","6295630|6255146|KE|23|197778","Earth|Africa|Kenya|Kilifi|Garashi",2,1
"P056595","P056595_197768",1,197768,"Garba Tula",0.53598,38.51899,"PPL","populated place","6295630|6255146|KE|18|197768","Earth|Africa|Kenya|Isiolo|Garba Tula",2,1
"P056595","P056595_197729",1,197729,"Garsen",-2.26842,40.11093,"PPL","populated place","6295630|6255146|KE|48|197729","Earth|Africa|Kenya|Tana River|Garsen",2,1
"P056595","P056595_10345213",1,10345213,"Gas",3.06522,36.82755,"PPL","populated place","6295630|6255146|KE|34|10345213","Earth|Africa|Kenya|Marsabit|Gas",2,1
"P056595","P056595_197311",2,197311,"Giriftu",1.99985,39.75252,"PPL","populated place","6295630|6255146|KE|54|197311","Earth|Africa|Kenya|Wajir|Giriftu",2,2
"P056595","P056595_10345228",1,10345228,"Hara",0.9283,39.89153,"PPL","populated place","6295630|6255146|KE|54|10345228","Earth|Africa|Kenya|Wajir|Hara",2,1
"P056595","P056595_196612",1,196612,"Ijara",-1.59483,40.51635,"PPL","populated place","6295630|6255146|KE|16|196612","Earth|Africa|Kenya|Garissa|Ijara",2,1
"P056595","P056595_7646405",1,7646405,"Iten",0.65392,35.49738,"PPL","populated place","6295630|6255146|KE|08","Earth|Africa|Kenya|Iten",2,1
"P056595","P056595_195987",1,195987,"Jarabuni",-3.63118,39.73964,"PPL","populated place","6295630|6255146|KE|23|195987","Earth|Africa|Kenya|Kilifi|Jarabuni",2,1
"P056595","P056595_195949",1,195949,"Jilore",-3.18333,39.9,"PPL","populated place","6295630|6255146|KE|23|195949","Earth|Africa|Kenya|Kilifi|Jilore",2,1
"P056595","P056595_195171",1,195171,"Kakuyuni",-3.21667,39.9899887818414,"PPL","populated place","6295630|6255146|KE|23|195171","Earth|Africa|Kenya|Kilifi|Kakuyuni",2,1
"P056595","P056595_195154",1,195154,"Kakya",-1.6,39.03333,"PPL","populated place","6295630|6255146|KE|48|195154","Earth|Africa|Kenya|Tana River|Kakya",2,1
"P056595","P056595_194966",1,194966,"Kaloleni",-3.81047,39.63786,"PPL","populated place","6295630|6255146|KE|23|194966","Earth|Africa|Kenya|Kilifi|Kaloleni",2,1
"P056595","P056595_10345085",1,10345085,"Kapcherop",1.04107,35.3225,"PPL","populated place","6295630|6255146|KE|14|10345085","Earth|Africa|Kenya|Elegeyo-Marakwet|Kapcherop",2,1
"P056595","P056595_192967",1,192967,"Kendu Bay",-0.35892,34.64924,"PPL","populated place","6295630|6255146|KE|17|192967","Earth|Africa|Kenya|Homa Bay|Kendu Bay",2,1
"P056595","P056595_192481",1,192481,"Kibigori",-0.08056,35.04694,"PPL","populated place","6295630|6255146|KE|26|192481","Earth|Africa|Kenya|Kisumu|Kibigori",2,1
"P056595","P056595_192372",1,192372,"Kibwezi",-2.41117,37.96521,"PPL","populated place","6295630|6255146|KE|32|192372","Earth|Africa|Kenya|Makueni|Kibwezi",2,1
"P056595","P056595_7867057",1,7867057,"Kilimangodo",-4.36299,39.07575,"PPL","populated place","6295630|6255146|KE|28|7867057","Earth|Africa|Kenya|Kwale|Kilimangodo",2,1
"P056595","P056595_191833",1,191833,"Kinango",-4.13723,39.31528,"PPL","populated place","6295630|6255146|KE|28|191833","Earth|Africa|Kenya|Kwale|Kinango",2,1
"P056595","P056595_191774",1,191774,"Kinyach",0.92958,35.68681,"PPL","populated place","6295630|6255146|KE|10|191774","Earth|Africa|Kenya|Baringo|Kinyach",2,1
"P056595","P056595_191768",1,191768,"Kinyang",0.94507,36.01499,"PPL","populated place","6295630|6255146|KE|10|191768","Earth|Africa|Kenya|Baringo|Kinyang",2,1
"P056595","P056595_10343866",1,10343866,"Kombewa",-0.10643,34.5205,"PPL","populated place","6295630|6255146|KE|26|10343866","Earth|Africa|Kenya|Kisumu|Kombewa",2,1
"P056595","P056595_10339385",1,10339385,"Kotulo",2.40942,40.59483,"PPL","populated place","6295630|6255146|KE|54|10339385","Earth|Africa|Kenya|Wajir|Kotulo",2,1
"P056595","P056595_8504692",1,8504692,"Liboi",0.35336,40.87232,"PPL","populated place","6295630|6255146|KE|06","Earth|Africa|Kenya|Liboi",2,1
"P056595","P056595_189400",1,189400,"Likoni",-4.08394,39.66161,"PPL","populated place","6295630|6255146|KE|37|189400","Earth|Africa|Kenya|Mombasa|Likoni",2,1
"P056595","P056595_10344573",1,10344573,"Lodungokwe",0.87385,37.00491,"PPL","populated place","6295630|6255146|KE|45|10344573","Earth|Africa|Kenya|Samburu|Lodungokwe",2,1
"P056595","P056595_188836",1,188836,"Loruk",0.71086,36.02733,"PPL","populated place","6295630|6255146|KE|10|188836","Earth|Africa|Kenya|Baringo|Loruk",2,1
"P056595","P056595_188442",1,188442,"Mado Gashi",0.72805,39.17341,"PPL","populated place","6295630|6255146|KE|18|188442","Earth|Africa|Kenya|Isiolo|Mado Gashi",2,1
"P056595","P056595_188170",1,188170,"Makamini",-3.98323,39.24651,"PPL","populated place","6295630|6255146|KE|28|188170","Earth|Africa|Kenya|Kwale|Makamini",2,1
"P056595","P056595_188123",1,188123,"Makindu",-2.28524,37.82654,"PPL","populated place","6295630|6255146|KE|32|188123","Earth|Africa|Kenya|Makueni|Makindu",2,1
"P056595","P056595_187968",1,187968,"Malindi",-3.21799,40.11692,"PPL","populated place","6295630|6255146|KE|23|187968","Earth|Africa|Kenya|Kilifi|Malindi",2,1
"P056595","P056595_187750",1,187750,"Marafa",-3.03297,39.96155,"PPL","populated place","6295630|6255146|KE|23|187750","Earth|Africa|Kenya|Kilifi|Marafa",2,1
"P056595","P056595_187672",1,187672,"Marere",-4.20303,39.4145,"PPL","populated place","6295630|6255146|KE|28|187672","Earth|Africa|Kenya|Kwale|Marere",2,1
"P056595","P056595_187661",1,187661,"Mariakani",-3.86332,39.47362,"PPL","populated place","6295630|6255146|KE|28|187661","Earth|Africa|Kenya|Kwale|Mariakani",2,1
"P056595","P056595_187641",1,187641,"Marigat",0.47245,35.98783,"PPL","populated place","6295630|6255146|KE|10|187641","Earth|Africa|Kenya|Baringo|Marigat",2,1
"P056595","P056595_187532",1,187532,"Masalani",-1.69789,40.12156,"PPL","populated place","6295630|6255146|KE|48|187532","Earth|Africa|Kenya|Tana River|Masalani",2,1
"P056595","P056595_10339399",1,10339399,"Mau Mau",0.07356,33.99144,"PPL","populated place","6295630|6255146|KE|13|10339399","Earth|Africa|Kenya|Busia|Mau Mau",2,1
"P056595","P056595_187150",1,187150,"Mazeras",-3.9636,39.55218,"PPL","populated place","6295630|6255146|KE|28|187150","Earth|Africa|Kenya|Kwale|Mazeras",2,1
"P056595","P056595_187148",1,187148,"Maziwa Matatu",-2.33333,40.65,"PPL","populated place","6295630|6255146|KE|30|187148","Earth|Africa|Kenya|Lamu|Maziwa Matatu",2,1
"P056595","P056595_187028",1,187028,"Mbita",-0.416,34.20168,"PPL","populated place","6295630|6255146|KE|17|187028","Earth|Africa|Kenya|Homa Bay|Mbita",2,1
"P056595","P056595_186989",1,186989,"Mbooni",-1.62204,37.4658,"PPL","populated place","6295630|6255146|KE|32|186989","Earth|Africa|Kenya|Makueni|Mbooni",2,1
"P056595","P056595_10344810",1,10344810,"Migwani",-1.09818,38.03265,"PPL","populated place","6295630|6255146|KE|27|10344810","Earth|Africa|Kenya|Kitui|Migwani",2,1
"P056595","P056595_186180",1,186180,"Moyale",3.5216,39.05472,"PPL","populated place","6295630|6255146|KE|34|186180","Earth|Africa|Kenya|Marsabit|Moyale",2,1
"P056595","P056595_10340477",1,10340477,"Mpeketoni",-2.38913,40.69812,"PPL","populated place","6295630|6255146|KE|30|10340477","Earth|Africa|Kenya|Lamu|Mpeketoni",2,1
"P056595","P056595_10344519",1,10344519,"Mubwokhola",0.12664,34.00191,"PPL","populated place","6295630|6255146|KE|13|10344519","Earth|Africa|Kenya|Busia|Mubwokhola",2,1
"P056595","P056595_185166",1,185166,"Mwaembe",-4.49256,39.46453,"PPL","populated place","6295630|6255146|KE|28|185166","Earth|Africa|Kenya|Kwale|Mwaembe",2,1
"P056595","P056595_185148",1,185148,"Mwakirunge",-3.94584,39.66796,"PPL","populated place","6295630|6255146|KE|37|185148","Earth|Africa|Kenya|Mombasa|Mwakirunge",2,1
"P056595","P056595_184921",1,184921,"Mwingi",-0.93435,38.06005,"PPL","populated place","6295630|6255146|KE|27|184921","Earth|Africa|Kenya|Kitui|Mwingi",2,1
"P056595","P056595_10344548",1,10344548,"Nambuku",0.3174,34.10967,"PPL","populated place","6295630|6255146|KE|13|10344548","Earth|Africa|Kenya|Busia|Nambuku",2,1
"P056595","P056595_184183",1,184183,"Ndavaya",-4.25612,39.16789,"PPL","populated place","6295630|6255146|KE|28|184183","Earth|Africa|Kenya|Kwale|Ndavaya",2,1
"P056595","P056595_183827",1,183827,"Ngao",-2.41107,40.20195,"PPL","populated place","6295630|6255146|KE|48|183827","Earth|Africa|Kenya|Tana River|Ngao",2,1
"P056595","P056595_183610",1,183610,"Ngomeni",-0.6516,38.40249,"PPL","populated place","6295630|6255146|KE|27|183610","Earth|Africa|Kenya|Kitui|Ngomeni",2,1
"P056595","P056595_10345232",1,10345232,"Nyagondo",0.0504,34.41502,"PPL","populated place","6295630|6255146|KE|46|10345232","Earth|Africa|Kenya|Siaya|Nyagondo",2,1
"P056595","P056595_182806",1,182806,"Nyang’oma",-0.01154,34.34736,"PPL","populated place","6295630|6255146|KE|46|182806","Earth|Africa|Kenya|Siaya|Nyang’oma",2,1
"P056595","P056595_10341204",1,10341204,"Ombaka",-0.23895,34.88305,"PPL","populated place","6295630|6255146|KE|26|10341204","Earth|Africa|Kenya|Kisumu|Ombaka",2,1
"P056595","P056595_10345173",1,10345173,"Omboga",-0.43436,34.62236,"PPL","populated place","6295630|6255146|KE|17|10345173","Earth|Africa|Kenya|Homa Bay|Omboga",2,1
"P056595","P056595_181463",1,181463,"Rabour",-0.14958,34.8249,"PPL","populated place","6295630|6255146|KE|26|181463","Earth|Africa|Kenya|Kisumu|Rabour",2,1
"P056595","P056595_181374",1,181374,"Ramu",3.93147,41.22295,"PPL","populated place","6295630|6255146|KE|33|181374","Earth|Africa|Kenya|Mandera|Ramu",2,1
"P056595","P056595_10345176",1,10345176,"Rhamu Dimtu",4.01873,41.06355,"PPL","populated place","6295630|6255146|KE|33|10345176","Earth|Africa|Kenya|Mandera|Rhamu Dimtu",2,1
"P056595","P056595_10339401",1,10339401,"Rwambwa",0.11486,34.09343,"PPL","populated place","6295630|6255146|KE|46|10339401","Earth|Africa|Kenya|Siaya|Rwambwa",2,1
"P056595","P056595_180391",1,180391,"Shimo la Tewa",-3.95545,39.73799,"PPL","populated place","6295630|6255146|KE|37|180391","Earth|Africa|Kenya|Mombasa|Shimo la Tewa",2,1
"P056595","P056595_180389",1,180389,"Shimoni",-4.64756,39.38175,"PPL","populated place","6295630|6255146|KE|28|180389","Earth|Africa|Kenya|Kwale|Shimoni",2,1
"P056595","P056595_180165",1,180165,"Sindo",-0.53801,34.16456,"PPL","populated place","6295630|6255146|KE|17|180165","Earth|Africa|Kenya|Homa Bay|Sindo",2,1
"P056595","P056595_10345245",1,10345245,"Solian",-0.00356,35.75689,"PPL","populated place","6295630|6255146|KE|10|10345245","Earth|Africa|Kenya|Baringo|Solian",2,1
"P056595","P056595_7890209",1,7890209,"Sosoni",-2.99646,40.04165,"PPL","populated place","6295630|6255146|KE|23|7890209","Earth|Africa|Kenya|Kilifi|Sosoni",2,1
"P056595","P056595_10345177",1,10345177,"Sukuta Lol Marmar",0.82772,36.68979,"PPL","populated place","6295630|6255146|KE|45|10345177","Earth|Africa|Kenya|Samburu|Sukuta Lol Marmar",2,1
"P056595","P056595_179750",1,179750,"Sultan Hamud",-2.019,37.37167,"PPL","populated place","6295630|6255146|KE|32|179750","Earth|Africa|Kenya|Makueni|Sultan Hamud",2,1
"P056595","P056595_444987",1,444987,"Takaba",3.35528,40.22278,"PPL","populated place","6295630|6255146|KE|33|444987","Earth|Africa|Kenya|Mandera|Takaba",2,1
"P056595","P056595_179606",1,179606,"Tambach",0.59169,35.5236,"PPL","populated place","6295630|6255146|KE|14|179606","Earth|Africa|Kenya|Elegeyo-Marakwet|Tambach",2,1
"P056595","P056595_179525",1,179525,"Taveta",-3.39879,37.68336,"PPL","populated place","6295630|6255146|KE|02","Earth|Africa|Kenya|Taveta",2,1
"P056595","P056595_179136",1,179136,"Tiwi",-4.23934,39.57638,"PPL","populated place","6295630|6255146|KE|28|179136","Earth|Africa|Kenya|Kwale|Tiwi",2,1
"P056595","P056595_10345040",1,10345040,"Tot",1.20098,35.65754,"PPL","populated place","6295630|6255146|KE|14|10345040","Earth|Africa|Kenya|Elegeyo-Marakwet|Tot",2,1
"P056595","P056595_10345181",1,10345181,"Tuum",2.14752,36.77517,"PPL","populated place","6295630|6255146|KE|45|10345181","Earth|Africa|Kenya|Samburu|Tuum",2,1
"P056595","P056595_178646",1,178646,"Utange",-3.97578,39.71891,"PPL","populated place","6295630|6255146|KE|37|178646","Earth|Africa|Kenya|Mombasa|Utange",2,1
"P056595","P056595_178575",1,178575,"Vanga",-4.65948,39.21847,"PPL","populated place","6295630|6255146|KE|28|178575","Earth|Africa|Kenya|Kwale|Vanga",2,1
"P056595","P056595_178522",1,178522,"Voi",-3.39605,38.55609,"PPL","populated place","6295630|6255146|KE|47|178522","Earth|Africa|Kenya|Taita Taveta|Voi",2,1
"P056595","P056595_178389",1,178389,"Wamba",0.98333,37.31667,"PPL","populated place","6295630|6255146|KE|45|178389","Earth|Africa|Kenya|Samburu|Wamba",2,1
"P056595","P056595_178205",1,178205,"Wayu",-1.52841,39.58429,"PPL","populated place","6295630|6255146|KE|48|178205","Earth|Africa|Kenya|Tana River|Wayu",2,1
