0,4,0,0,0,15.868,4,24.278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,0,4,0,0,0,9.5608,8.2332,11.039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,4,0,22.516,0,0,0,27.471,4,24.278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,22.516,0,19.614,0,0,0,21.568,22.929,23.719,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,19.614,0,0,0,0,0,19.538,12.554,20.044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15.868,0,0,0,0,0,20.181,0,0,0,0,0,14.384,14.661,19.366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,9.5608,0,0,0,20.181,0,15.104,0,0,0,0,0,15.053,18.615,18.465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24.278,8.2332,27.471,0,0,0,15.104,0,15.568,0,0,0,0,0,22.048,20.021,19.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,11.039,4,21.568,0,0,0,15.568,0,20.662,0,0,0,0,0,16.721,15.263,21.918,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,24.278,22.929,19.538,0,0,0,20.662,0,27.329,0,0,0,0,0,32.112,34.483,39.143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,23.719,12.554,0,0,0,0,27.329,0,23.967,0,0,0,0,0,32.007,32.901,31.636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,20.044,0,0,0,0,0,23.967,0,0,0,0,0,0,0,30.966,21.018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,14.384,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,14.661,15.053,0,0,0,0,0,4,0,10.176,0,0,0,0,0,4,4,22.643,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,19.366,18.615,22.048,0,0,0,0,0,10.176,0,22.21,0,0,0,0,0,29.749,28.754,27.797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,18.465,20.021,16.721,0,0,0,0,0,22.21,0,97.322,0,0,0,0,0,5.894,5.6462,17.045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,19.96,15.263,32.112,0,0,0,0,0,97.322,0,81.494,0,0,0,0,0,97.322,97.322,34.138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,21.918,34.483,32.007,0,0,0,0,0,81.494,0,36.491,0,0,0,0,0,40.537,34.556,40.406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,39.143,32.901,30.966,0,0,0,0,0,36.491,0,36.696,0,0,0,0,0,33.755,42.662,37.228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,31.636,21.018,0,0,0,0,0,0,36.696,0,0,0,0,0,0,0,37.276,36.465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,23.249,0,0,0,0,0,0,15.673,22.851,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,4,4,29.749,0,0,0,0,0,23.249,0,33.667,0,0,0,0,0,20.843,33.793,32.137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,22.643,28.754,5.894,0,0,0,0,0,33.667,0,11.917,0,0,0,0,0,35.626,30.838,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.797,5.6462,97.322,0,0,0,0,0,11.917,0,21.52,0,0,0,0,0,31.793,4,8.7178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.045,97.322,40.537,0,0,0,0,0,21.52,0,34.737,0,0,0,0,0,15.764,36.223,58.108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.138,34.556,33.755,0,0,0,0,0,34.737,0,40.49,0,0,0,0,0,33.914,30.964,36.652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.406,42.662,37.276,0,0,0,0,0,40.49,0,32.141,0,0,0,0,0,37.601,33.601,40.514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.228,36.465,0,0,0,0,0,0,32.141,0,0,0,0,0,0,0,43.204,34.223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.673,20.843,0,0,0,0,0,0,0,14.738,0,0,0,0,0,0,17.225,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.851,33.793,35.626,0,0,0,0,0,14.738,0,29.611,0,0,0,0,0,23.983,14.4,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.137,30.838,31.793,0,0,0,0,0,29.611,0,33.163,0,0,0,0,26.995,10.14,29.08,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,15.764,0,0,0,0,0,33.163,0,4,0,0,0,0,19.693,27.019,18.422,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.7178,36.223,33.914,0,0,0,0,0,4,0,14.472,0,0,0,0,29.992,4,26.477,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58.108,30.964,37.601,0,0,0,0,0,14.472,0,26.533,0,0,0,0,5.4288,26.068,27.884,0,0,0,0,0,0,0,0,0
