"ID","rownumber","x","y","productivity","rugg","pop"
19045,1,-17.25,14.75,0.0853447360709823,666.336575,3652925.66261154
19050,2,-16.75,14.25,0.0430041726194128,257.3092075,569041.250116653
19051,3,-16.75,14.75,0.076847420397314,477.800375,1062812.65641022
19052,4,-16.75,15.25,0.126401230542675,55.99981825,283379.434260782
19062,5,-16.25,12.75,0.0394061137107587,1433.880975,268017.074311979
19064,6,-16.25,13.75,0.01477043413804,1018.33005,432794.302348614
19065,7,-16.25,14.25,0.0696080484818595,358.339575,524667.421129942
19066,8,-16.25,14.75,0.0289613818931545,282.5350375,764584.242248535
19067,9,-16.25,15.25,0.0624337421559633,19.5,301017.629650116
19068,10,-16.25,15.75,0.0657428857334747,90.979525,401388.62723875
19069,11,-16.25,16.25,0.046906536642432,934.5206,210054.936043398
19084,12,-15.75,12.75,0.0083964082281214,665.2979925,210578.978878263
19085,13,-15.75,13.25,0.0511443447436151,1131.46605,171977.913506925
19086,14,-15.75,13.75,0.0176136338128281,964.33815,500970.220440209
19087,15,-15.75,14.25,0.022241228736191,527.641775,345116.904457092
19088,16,-15.75,14.75,0.0984573981596759,360.793975,855589.680398941
19089,17,-15.75,15.25,0.00386543017800819,19.2496365,122297.850698471
19090,18,-15.75,15.75,0.0135608828385437,82.4826475,178707.165465698
19091,19,-15.75,16.25,0.0536855603171245,100.5313,154574.39676846
19115,20,-15.25,12.75,0,1368.648975,218995.926998796
19116,21,-15.25,13.25,0.00525733734214478,845.969425,147621.31552887
19118,22,-15.25,14.25,0.00334813022120042,390.8498,140879.619459152
19119,23,-15.25,14.75,0,482.807,110885.265814781
19120,24,-15.25,15.25,0.0901822575654257,87.746905,52904.2085924149
19121,25,-15.25,15.75,0,141.475055,55738.1962947845
19122,26,-15.25,16.25,0.00076987819316299,31.2589375,99282.6805534363
19146,27,-14.75,12.75,0.0459879039664247,751.5677,175692.097417831
19147,28,-14.75,13.25,0.00555744569879195,1012.211625,145412.079490662
19148,29,-14.75,13.75,0.0203188193094716,578.39955,141886.734680176
19149,30,-14.75,14.25,0.00225162258169801,515.874925,113507.037311554
19150,31,-14.75,14.75,0,529.06255,44757.3528082371
19151,32,-14.75,15.25,0,483.4892,38555.5870854855
19152,33,-14.75,15.75,0,309.69075,48091.655952692
19153,34,-14.75,16.25,0,74.270885,87951.5478229523
19178,35,-14.25,12.75,0.0017431859641367,1136.11455,178257.629890442
19179,36,-14.25,13.25,0.0191795892663812,849.4653,256033.155132294
19180,37,-14.25,13.75,0.0100215902060229,1408.993775,77860.035785675
19181,38,-14.25,14.25,0,402.351375,67000.9333794117
19182,39,-14.25,14.75,0,297.52985,18867.4894001484
19183,40,-14.25,15.25,0,469.9752,20010.4563910961
19184,41,-14.25,15.75,0,515.1482,83045.2347342968
19185,42,-14.25,16.25,0.0216015829129332,88.2762775,90589.7245922089
19213,43,-13.75,12.75,0,904.59135,143665.477567673
19214,44,-13.75,13.25,0.00654036969028843,1049.219625,174127.111509323
19215,45,-13.75,13.75,0.112613516949433,520.144725,74307.0470752716
19216,46,-13.75,14.25,0,70.0187975,55588.7361750603
19217,47,-13.75,14.75,0,61.2572025,16840.4599957466
19218,48,-13.75,15.25,0,500.24385,29295.9713327885
19219,49,-13.75,15.75,0.00484811880014346,811.31295,166667.986625433
19249,50,-13.25,12.75,0.000976431521331446,1768.428775,69654.5424127579
19250,51,-13.25,13.25,0,825.719725,66613.6252202988
19251,52,-13.25,13.75,0,1088.7973,31151.0704760551
19252,53,-13.25,14.25,0,154.29320475,25739.8163890839
19253,54,-13.25,14.75,0,65.506945,86149.5032627583
19254,55,-13.25,15.25,0.0120376618129757,548.720925,103031.054534674
19255,56,-13.25,15.75,0.0662914408283009,1068.808425,108270.888593912
19288,57,-12.75,12.75,0,4511.5293,37702.6106481552
19289,58,-12.75,13.25,0,1502.1935,61264.3373179436
19290,59,-12.75,13.75,0,712.8685,25437.8832683563
19291,60,-12.75,14.25,0.035011626651374,603.654875,24309.6452636719
19292,61,-12.75,14.75,0,550.0614,74886.8024344444
19329,62,-12.25,12.75,0.0685071787535125,2394.4681,35902.1640357971
19330,63,-12.25,13.25,0.31290011974755,1422.21805,32070.4336495399
19331,64,-12.25,13.75,0,1733.21435,55197.573307991
19332,65,-12.25,14.25,0.0309249096458571,823.9668,62532.3088054657
19333,66,-12.25,14.75,0.0324070683349588,843.09215,97994.1126260757
19371,67,-11.75,12.75,0,94.512275,27645.9107661247
19372,68,-11.75,13.25,0,411.99035,27762.0531410575
