"ID","rownumber","x","y","productivity","rugg","pop"
29590,1,29.75,-1.25,0.00578560393698762,12125.91025,1120245.98142843
29591,2,29.75,-0.75,0.00136241107827905,2995.762525,706218.984546628
29592,3,29.75,-0.25,0,2696.7555,169932.249595993
29773,4,30.25,-0.75,0.00491522123738692,4603.01525,992892.513607025
29774,5,30.25,-0.25,0.00143166593906907,5328.016175,586100.599731073
29775,6,30.25,0.25,0.0162182646160098,4674.51665,660191.832235243
29776,7,30.25,0.75,0.00482879539383417,4576.269475,715399.66046524
29954,8,30.75,-0.75,0.0162208385501578,6930.52175,650124.238036498
29955,9,30.75,-0.25,0.000219609877152523,2579.006,439770.344709396
29956,10,30.75,0.25,0,814.252975,352547.707450867
29957,11,30.75,0.75,0,1244.504075,648875.288951874
29958,12,30.75,1.25,0,2514.99066666667,275931.537154058
30131,13,31.25,-0.75,0.00125691398447563,678.50265,419221.308403134
30132,14,31.25,-0.25,0.00641462440338879,588.251925,407853.518205643
30133,15,31.25,0.25,0,2074.25725,279517.071998596
30134,16,31.25,0.75,0.0135777735392549,4286.7645,422240.155258179
30135,17,31.25,1.25,0.0100809693264243,1632.4855,512759.173219681
30136,18,31.25,1.75,0,603.73725,245596.25311242
30137,19,31.25,2.25,0.00147841272359393,3917.3841425,517596.552385688
30138,20,31.25,2.75,0,1255.016575,231065.562363619
30139,21,31.25,3.25,0,666.2404,906042.503972769
30140,22,31.25,3.75,0,981.6904375,452909.583482742
30307,23,31.75,-0.75,0.0139122386765073,163.0004075,224778.638792783
30308,24,31.75,-0.25,0.0235523790448452,233.750675,739786.788753193
30309,25,31.75,0.25,0,1599.0049605,398292.041447103
30310,26,31.75,0.75,0.00177024968960585,3685.76325,489842.288352966
30311,27,31.75,1.25,0,633.244375,182233.502959251
30312,28,31.75,1.75,0.0113155773248614,534.7368,452712.139352798
30313,29,31.75,2.25,0,647.520875,134478.100329399
30314,30,31.75,2.75,0,423.256505,93992.726026535
30315,31,31.75,3.25,0.00142721279514926,1353.23,530729.004737616
30316,32,31.75,3.75,0.000389890775172652,4401.980325,544644.572020531
30484,33,32.25,-0.75,0,0,7581.18865583837
30485,34,32.25,-0.25,0.00289757316599351,3.00000333333333,99414.4380169213
30486,35,32.25,0.25,0.0495619575770478,292.7511425,979513.306115054
30487,36,32.25,0.75,0.00268071331053782,402.50165,499148.602505684
30488,37,32.25,1.25,0,1101.7431,103125.991524696
30489,38,32.25,1.75,0,1231.218275,205603.477498138
30490,39,32.25,2.25,0,1835.31275,353269.04047966
30491,40,32.25,2.75,0.00889457461987034,1641.27325,434817.303682327
30492,41,32.25,3.25,0,680.242075,118085.460082054
30659,42,32.75,-0.75,0,0,2641.03222633701
30660,43,32.75,-0.25,0,0,22604.5873638839
30661,44,32.75,0.25,0.0730208163279325,448.502025,3476164.61905713
30662,45,32.75,0.75,0.010045643250051,869.75290525,875785.976252973
30663,46,32.75,1.25,0,973.99465,222637.237671664
30664,47,32.75,1.75,0,1137.46525,334134.848485418
30665,48,32.75,2.25,0.00564305854182934,1293.7935,843917.714797974
30666,49,32.75,2.75,0,1873.52475,341593.861152649
30667,50,32.75,3.25,0.00275271137256585,1897.733925,272701.682089806
30668,51,32.75,3.75,0,4515.95425,199426.761695862
30831,52,33.25,-0.75,0,0,0
30832,53,33.25,-0.25,0,0,2372.92184197903
30833,54,33.25,0.25,0.0267254580403992,2812.013,697950.297190014
30834,55,33.25,0.75,0.00941716403547001,2166.758,1616569.78154755
30835,56,33.25,1.25,0,542.4981,522836.485712685
30836,57,33.25,1.75,0,937.219275,524185.210062902
30837,58,33.25,2.25,0,1865.56375,504810.554561615
30838,59,33.25,2.75,0,1538.5215,322472.75453186
30839,60,33.25,3.25,0,1697.9745,232647.357400894
30840,61,33.25,3.75,0,3755.252625,146121.42755127
31003,62,33.75,-0.75,0,0,459.233866214752
31004,63,33.75,-0.25,0,0,27981.1131982561
31005,64,33.75,0.25,0,1377.0065,873533.137968585
31006,65,33.75,0.75,0.00140972751754918,1994.257,1213843.0936954
31007,66,33.75,1.25,0.000212260129733006,1092.74335,1076812.21539161
31008,67,33.75,1.75,0.00366715663049037,1032.97135,766560.447849758
31009,68,33.75,2.25,0,978.53555,352745.561255455
31010,69,33.75,2.75,0,2430.7915,135382.195575714
31011,70,33.75,3.25,0,4325.9036,118240.064746857
31012,71,33.75,3.75,0,2028.63325,130317.732500076
31180,72,34.25,0.75,0.0047974043884117,991.5026,1643473.95827889
31181,73,34.25,1.25,0.00638955918330964,2062.742125,1462243.09839743
31182,74,34.25,1.75,0,600.23225,164830.752230808
31183,75,34.25,2.25,0,5134.44345,169086.138011932
31184,76,34.25,2.75,0,686.509575,182055.984667778
31185,77,34.25,3.25,0,1925.46105,182199.487215042
31186,78,34.25,3.75,0,13634.4665,256228.559713602
31348,79,34.75,1.25,0.00519117397383338,3213.2278,571258.041606307
31349,80,34.75,1.75,0,1048.9727,210808.31659317
31350,81,34.75,2.25,0,1916.3145,223759.5583992
31351,82,34.75,2.75,0.00432282992247868,7203.610475,97525.5091757774
