"ID","rownumber","x","y","productivity","rugg","pop"
27755,1,24.75,30.25,0,319.9435,3370.82394008676
27930,2,25.25,22.25,0,1726.107925,7.71373977325857
27931,3,25.25,22.75,0,1775.4628,0
27932,4,25.25,23.25,0,1709.4955,0
27933,5,25.25,23.75,0,3397.04575,0
27934,6,25.25,24.25,0,386.673555,0
27935,7,25.25,24.75,0,1009.1557475,0
27936,8,25.25,25.25,0,180.2316225,0
27937,9,25.25,25.75,0,377.089375,0
27938,10,25.25,26.25,0,315.657025,0
27939,11,25.25,26.75,0,97.77415,0
27940,12,25.25,27.25,0,156.984025,0
27941,13,25.25,27.75,0,206.1753575,0
27942,14,25.25,28.25,0,1498.60295,0
27943,15,25.25,28.75,0,1851.19725,0
27944,16,25.25,29.25,6.90356203067241,2094.058,3455.94279506768
27945,17,25.25,29.75,0,613.722325,0
27946,18,25.25,30.25,0,649.126275,0
27947,19,25.25,30.75,0,460.555775,23.3765524923801
27948,20,25.25,31.25,1.24501246213992,758.401175,10820.2119366684
28119,21,25.75,22.25,0,1287.71075,10.6594749987125
28120,22,25.75,22.75,0,1593.666175,0
28121,23,25.75,23.25,0,3038.469125,0
28122,24,25.75,23.75,0,2022.72525,0
28123,25,25.75,24.25,0,819.10542,0
28124,26,25.75,24.75,0,763.07985,0
28125,27,25.75,25.25,0,0,0
28126,28,25.75,25.75,0,296.37528,0
28127,29,25.75,26.25,0,342.690075,0
28128,30,25.75,26.75,0,1281.84855,0
28129,31,25.75,27.25,0,74.99612375,0
28130,32,25.75,27.75,0,1180.8905,0
28131,33,25.75,28.25,0,2565.1187,0
28132,34,25.75,28.75,0,2124.51,0
28133,35,25.75,29.25,2.99749121037367,832.703025,12645.5163863599
28134,36,25.75,29.75,Inf,268.63545,0
28135,37,25.75,30.25,Inf,350.1772,0
28136,38,25.75,30.75,Inf,362.053325,0
28137,39,25.75,31.25,2.26044817829955,754.147925,5373.52961780044
28308,40,26.25,22.25,0,395.89315,11.1554382890463
28309,41,26.25,22.75,0,522.071425,0
28310,42,26.25,23.25,0,2541.282125,0
28311,43,26.25,23.75,0,1589.3544,0
28312,44,26.25,24.25,0,2953.163,0
28313,45,26.25,24.75,0,3029.06475,0
28314,46,26.25,25.25,0,0,0
28315,47,26.25,25.75,0,2.49876325,0
28316,48,26.25,26.25,0,628.316,0
28317,49,26.25,26.75,0,416.088325,0
28318,50,26.25,27.25,0,390.75,0
28319,51,26.25,27.75,0,83.214275,0
28320,52,26.25,28.25,0,1476.0815,0
28321,53,26.25,28.75,0,1856.790125,195.934092283249
28322,54,26.25,29.25,0,1213.90985,13311.4985508458
28323,55,26.25,29.75,Inf,645.239125,0
28324,56,26.25,30.25,Inf,559.05425,0
28325,57,26.25,30.75,Inf,730.346425,0
28326,58,26.25,31.25,0.0933645405778138,308.956575,33444.344606807
28501,59,26.75,22.25,0,338.372975,11.4945520013571
