"ID","rownumber","x","y","productivity","rugg","pop"
22614,1,8.75,4.75,0.00217095535969735,709.75968,189933.061063447
22722,2,9.25,4.25,0.0290874907268094,4149.283925,828436.283736825
22723,3,9.25,4.75,0.0214129683409571,2401.05065,270429.724305153
22724,4,9.25,5.25,0,807.223375,104634.681274414
22725,5,9.25,5.75,0.00834359572752333,2446.02975,75506.9756660461
22838,6,9.75,3.75,0.00897979995137559,77.24459,1174788.3232629
22839,7,9.75,4.25,0.0899385839936037,93.005765,1623792.54006958
22840,8,9.75,4.75,0.0291714219739228,3397.810725,215295.6552248
22841,9,9.75,5.25,0,1653.9507,228053.906351089
22842,10,9.75,5.75,0,3932.1315,208482.02882576
22843,11,9.75,6.25,0,3339.32825,194158.735053539
22952,12,10.25,2.25,0,713.0266,48002.4388537407
22953,13,10.25,2.75,0.0169238931071874,383.50585,67290.2512197495
22954,14,10.25,3.25,0,444.7412525,67834.4137783051
22955,15,10.25,3.75,0.195515029369121,254.236185,62581.1205464005
22956,16,10.25,4.25,0.0735348409182724,202.013215,31809.0631957054
22957,17,10.25,4.75,0,1906.782025,47178.3476853371
22958,18,10.25,5.25,0.0297004965195505,3674.4295,510902.245666981
22959,19,10.25,5.75,0.0184292252432819,3234.6875,1062140.79036381
22960,20,10.25,6.25,0.0101987720828356,3531.828525,459885.705451772
22961,21,10.25,6.75,0,2854.3385,138484.607465744
23069,22,10.75,2.25,0.00660180091817171,286.2601,44478.9548296928
23070,23,10.75,2.75,0,936.011725,56455.6043586731
23071,24,10.75,3.25,0,1654.712825,74399.9389839172
23072,25,10.75,3.75,0.029823429588915,430.225925,71065.7886753082
23073,26,10.75,4.25,0,493.7813,63962.7822592258
23074,27,10.75,4.75,0.00176267184785622,1933.77885,103820.820234299
23075,28,10.75,5.25,0.00521104700089463,1152.96195,239388.739477158
23076,29,10.75,5.75,0.011583482825666,4520.139875,329702.747187313
23077,30,10.75,6.25,0.0042840011472761,7180.16175,474558.20362854
23078,31,10.75,6.75,0.00427455932226387,5672.3865,199715.018720627
23184,32,11.25,2.25,0.131650625112313,484.265675,59769.7262868881
23185,33,11.25,2.75,0.0701500601571963,521.756825,66674.4690895081
23186,34,11.25,3.25,0.00199287703611391,918.487825,102429.151609421
23187,35,11.25,3.75,0.0520688635554495,2083.876625,1364011.69277573
23188,36,11.25,4.25,0.0167713091456703,472.2785975,194965.139842927
23189,37,11.25,4.75,0.0487597907664684,1009.525125,69955.2006361485
23190,38,11.25,5.25,0,1451.20365,73516.4471583366
23191,39,11.25,5.75,0,914.66395,121592.323946953
23192,40,11.25,6.25,0,3146.078425,150107.899534937
23296,41,11.75,2.25,0.0124469742862528,387.013575,54542.4255503416
23297,42,11.75,2.75,0.0505571550161755,446.506025,71309.468585968
23298,43,11.75,3.25,0.0106796670750088,738.233925,71907.0211811066
23299,44,11.75,3.75,0.068418558981254,2473.83925,2071466.96420193
23300,45,11.75,4.25,0.0723896769610772,997.810195,141964.743493915
23301,46,11.75,4.75,0,1321.53897125,18270.7150568962
23302,47,11.75,5.25,0,1003.21595,17105.0091328621
23303,48,11.75,5.75,0,527.1994075,17090.6420383453
23304,49,11.75,6.25,0,1380.8890325,75292.9852561951
23305,50,11.75,6.75,0.0360431110096091,1622.051675,109424.413860321
23423,51,12.25,2.75,0.00714786209372823,399.2534725,45089.0332555771
23424,52,12.25,3.25,0.0986586187586235,244.9966,41521.7117671967
23425,53,12.25,3.75,0.0321962716843612,565.716875,57873.4810123444
23426,54,12.25,4.25,0.0255084992350234,764.800075,48880.8055830002
23427,55,12.25,4.75,0.0958424914197277,712.7681,27379.6255908012
