"ID","rownumber","x","y","productivity","rugg","pop"
28589,1,27.25,-29.75,0.108486258368714,3464.5935,204746.492991101
28781,2,27.75,-30.25,0.06349867753199,20321.4375,131496.424579956
28782,3,27.75,-29.75,0.017326421405896,14970.25,151928.611726761
28783,4,27.75,-29.25,0.156389909029418,12140.25775,517485.384381652
28975,5,28.25,-30.25,0.0102113492886341,26653.8525,100023.802361762
28976,6,28.25,-29.75,0,22886.375,70338.5163450241
28977,7,28.25,-29.25,0.017104251085283,15807.52,142121.189104989
28978,8,28.25,-28.75,0.171936244889737,9313.11525,257022.726765931
29163,9,28.75,-29.75,0.0144788029176305,21856.193,77286.1546602249
29164,10,28.75,-29.25,0.0255589063069803,19281.615,92032.2215394974
29165,11,28.75,-28.75,0.239927240601192,20915.9625,304673.69650875
29349,12,29.25,-29.25,0.0696336207593324,18751.3725,61710.7519336903
