"ID","rownumber","x","y","productivity","rugg","pop"
21171,1,0.25,10.75,0.0107321252242749,733.300275,515064.609199524
21248,2,0.75,6.75,0.0205988991157166,588.762195,464439.97592926
21249,3,0.75,7.25,0.00216492969699095,2832.638325,348199.338043213
21250,4,0.75,7.75,0,3211.881125,199576.921453476
21251,5,0.75,8.25,0.00225988764751299,1915.757,181404.101633072
21252,6,0.75,8.75,0.00712340968490581,1318.59885,89068.2618293762
21253,7,0.75,9.25,0.0121858184011401,795.99375,125720.584272385
21254,8,0.75,9.75,0.00773392234489206,148.23093275,191562.426488876
21255,9,0.75,10.25,0,162.530825,187467.32213974
21256,10,0.75,10.75,0,173.5121025,232251.002826691
21331,11,1.25,6.25,0.0807334374866058,702.076104,2496633.98645091
21332,12,1.25,6.75,0.0165469834765118,297.755995,391243.800674438
21333,13,1.25,7.25,0.0161143449316674,483.97711,287548.728351012
21334,14,1.25,7.75,0.0251473057150709,1163.379525,238221.15120656
21335,15,1.25,8.25,0,471.818225,196094.67918396
21336,16,1.25,8.75,0.0252183315196231,261.51759,176834.936609268
21337,17,1.25,9.25,0.0373463204137496,852.228275,270997.605255127
21338,18,1.25,9.75,0.0446437560154124,1019.630675,378113.56060791
