"ID","rownumber","x","y","productivity","rugg","pop"
30806,1,33.25,-13.75,0.00598988153571243,425.6357,694789.533969879
30807,2,33.25,-13.25,0.0394094350196114,617.94175,308173.699894786
30808,3,33.25,-12.75,0.00853836373907138,978.523075,202241.580744982
30976,4,33.75,-14.25,0.0206391541706894,667.8676,1210878.0186061
30977,5,33.75,-13.75,0.075873182502304,852.807975,1439652.04514155
30978,6,33.75,-13.25,0.0290506388716791,1317.115,560790.527243161
30979,7,33.75,-12.75,0.0179641939265003,2056.60225,297746.161755638
30980,8,33.75,-12.25,0.00685964963669144,3597.94955,171387.909442739
30981,9,33.75,-11.75,0.0423365082471419,1547.205975,200905.543296619
30982,10,33.75,-11.25,0.0546800242641544,1401.93415,365924.85253871
30983,11,33.75,-10.75,0.0299976446465818,6386.66825,108149.001529763
30984,12,33.75,-10.25,0.0182303980620629,5379.882175,84324.8729810022
30985,13,33.75,-9.75,0.037091625878201,1461.2870625,427433.195332295
31150,14,34.25,-14.25,0.013610106020201,5217.3875,698361.64294892
31151,15,34.25,-13.75,0.0131980099638028,2236.40965,512216.637684135
31152,16,34.25,-13.25,0,1003.392,245145.411179235
31153,17,34.25,-12.75,0.0560805845010365,1399.01033333333,158896.875128034
31154,18,34.25,-12.25,0.0296134127197251,124.52725,76609.6779422974
31155,19,34.25,-11.75,0.0303130125184736,1107.81765,194799.400470026
31156,20,34.25,-11.25,0.0867521904932403,2961.18633333333,189422.309679307
31157,21,34.25,-10.75,0.00794543636610316,11660.66,92872.5458025335
31158,22,34.25,-10.25,0.0164109833553854,374.383,109671.517609328
31159,23,34.25,-9.75,0,128.317466666667,39685.2961326889
31313,24,34.75,-16.25,0.0385395394531266,1021.20595,415649.012315572
31314,25,34.75,-15.75,0.113891862814975,1639.505375,465962.99518241
31315,26,34.75,-15.25,0.0121543459679217,3753.59465,336527.071666317
31316,27,34.75,-14.75,0.0174130960875276,3436.297225,623942.804103555
31317,28,34.75,-14.25,0.00736584769947077,1199.9658,334979.471327759
31318,29,34.75,-13.75,0.0170500510720087,308.601333333333,143977.121571858
31469,30,35.25,-16.25,0.0134069785853437,8251.312,835750.371464401
31470,31,35.25,-15.75,0.070635213383753,3686.47325,1842946.57537292
31471,32,35.25,-15.25,0.0418327032072607,6015.6365,808785.525461773
31472,33,35.25,-14.75,0.00783751406625095,2889.626225,447701.687681586
31473,34,35.25,-14.25,0.0337550882004668,2285.678925,464659.340946488
31622,35,35.75,-15.75,0.00550073671025697,11471.322675,538183.879285684
31623,36,35.75,-15.25,0.00020574540800215,955.394575,217514.303882499
31624,37,35.75,-14.75,0.00558752374797271,1997.625075,471118.462482436
