"ID","rownumber","x","y","productivity","rugg","pop"
31986,1,36.75,14.75,0,919.094675,98992.0585231781
31987,2,36.75,15.25,0.0446650470523622,1457.414,109821.332426071
31988,3,36.75,15.75,0.00897127701633714,1676.892775,139928.682584763
32137,4,37.25,14.75,0,4014.70075,99039.0615577698
32138,5,37.25,15.25,0.00065413926448999,2214.1535,98807.7478141785
32139,6,37.25,15.75,0.0266408264414262,1340.7219,98563.1608562469
32140,7,37.25,16.25,0,1252.129275,98197.3892440796
32141,8,37.25,16.75,0,2723.29865,98834.1895751953
32287,9,37.75,14.75,0,6835.2205,101806.907121658
32288,10,37.75,15.25,0.0448433584345903,2271.92695,98807.7476387024
32289,11,37.75,15.75,0.0406926704258836,4349.0004,98523.6150245667
32290,12,37.75,16.25,0,11966.38125,98161.9681911469
32291,13,37.75,16.75,0,9998.95775,98524.0761051178
32292,14,37.75,17.25,0,10687.414,90346.927901268
32436,15,38.25,14.75,0,9957.01475,196959.624326706
32437,16,38.25,15.25,0,6833.428,108892.827318192
32438,17,38.25,15.75,0.108077763642643,13233.99475,98766.821100235
32439,18,38.25,16.25,0,6117.97275,104019.48012352
32440,19,38.25,16.75,0.00381130384064959,7302.20425,121986.284851074
32441,20,38.25,17.25,0,16856.785,123573.080636024
32585,21,38.75,14.75,0.0200344316496207,8208.72975,343699.83291626
32586,22,38.75,15.25,0.0648328275578067,6156.00625,815110.350791931
32587,23,38.75,15.75,0.00840913396599477,16085.8595,182852.493177414
32588,24,38.75,16.25,0.00992838965325127,5351.67505,125783.300834656
32589,25,38.75,16.75,0,3053.1502,125458.575183868
32590,26,38.75,17.25,0,4694.69795,115747.805946402
32733,27,39.25,14.75,0.0176201383540018,4991.4615,361952.549041748
32734,28,39.25,15.25,0.0545665474581921,15220.27,243123.319404602
32735,29,39.25,15.75,0.104609841579049,1128.032525,102028.897598556
32873,30,39.75,14.75,0,17378.29175,172000.655265808
33007,31,40.25,14.75,0,5085.33525,118357.480460497
33133,32,40.75,14.25,0,4790.860625,26836.5112943649
33134,33,40.75,14.75,0,554.8254,18250.1640518312
33256,34,41.25,13.75,0,4048.25025,17634.3186988831
33257,35,41.25,14.25,0,2824.051425,16218.7123047784
33379,36,41.75,13.25,0,7768.58125,14383.889377594
33380,37,41.75,13.75,0,5553.95475,15839.5992066511
33504,38,42.25,12.75,0,2075.722125,18616.5840406418
33505,39,42.25,13.25,0,2652.1697025,15278.0756570678
33629,40,42.75,12.75,0.0260378121856483,2095.749225,17126.9305002675
