"ID","rownumber","x","y","productivity","rugg","pop"
22480,1,7.75,33.25,5.62452044749385,564.181775,2521.1079325676
22481,2,7.75,33.75,1.32356259588123,641.1413,22798.6285508573
22482,3,7.75,34.25,0.565219304993996,872.033125,32413.249725461
22574,4,8.25,33.25,1.45817939775976,198.9807,5230.16458827257
22575,5,8.25,33.75,0.812560853732353,690.3652,54919.3388131857
22576,6,8.25,34.25,0.699700321250388,3865.30895,94455.1268386841
22670,7,8.75,32.75,0,114.28426,5433.92713370919
22671,8,8.75,33.25,4.40393522056662,528.425575,7626.32467591763
22672,9,8.75,33.75,3.01920676351248,203.4046,35462.5484764576
22673,10,8.75,34.25,0.668851165842925,2868.4754,135817.710900784
22674,11,8.75,34.75,0.749525374271669,1813.6907,96419.0355024338
22675,12,8.75,35.25,0.540597194420686,3450.84825,188357.625027657
22676,13,8.75,35.75,0.723510428367411,3622.625475,109734.429240227
22677,14,8.75,36.25,0.488835140847968,5030.58275,208891.650900364
22678,15,8.75,36.75,0.507990425494145,10118.491175,276691.498552069
22777,16,9.25,31.75,315.990636180089,574.4713,759.094714954495
22778,17,9.25,32.25,0,212.6372,986.12999984622
22779,18,9.25,32.75,0,206.0608625,7945.47244140506
22780,19,9.25,33.25,1.30696130230608,309.21725,15816.4508936405
22781,20,9.25,33.75,0.422755039192512,739.15365,69976.7088723183
22782,21,9.25,34.25,0.482840017705146,4000.5325,60475.9799432755
22783,22,9.25,34.75,0.851349444628714,2151.5245,150958.139152527
22784,23,9.25,35.25,0.839664600127317,1821.5635,191292.008625031
22785,24,9.25,35.75,0.548038028446859,6799.42025,146521.732130051
22786,25,9.25,36.25,0.74356936592674,2730.948325,137889.751667023
22787,26,9.25,36.75,0.522638609858197,8784.4595,229900.830885381
22892,27,9.75,30.75,0,238.7980075,1023.83390390873
22893,28,9.75,31.25,201.483112069825,221.975345,1076.98587292433
22894,29,9.75,31.75,26.0935318596305,386.06935,1315.00217202306
22895,30,9.75,32.25,4.72704117392189,938.0844,1007.53823491931
22896,31,9.75,32.75,0.521838673253757,1380.867375,15236.9403691888
22897,32,9.75,33.25,0.0999854067899213,866.8822,20515.1863596439
22898,33,9.75,33.75,0.941280363111174,1348.41865,84982.1611983776
22899,34,9.75,34.25,0.56621449573333,2525.866625,70857.2383966446
22900,35,9.75,34.75,1.09771250697953,1190.13405,129100.982972145
22901,36,9.75,35.25,1.00299138050831,1938.141825,160354.878090143
22902,37,9.75,35.75,0.823309174925347,2861.7263,162210.313657761
22903,38,9.75,36.25,0.700342608245088,3892.507275,113966.589362979
22904,39,9.75,36.75,0.619960910918186,4161.811425,306109.845917463
22905,40,9.75,37.25,0.50771778517718,7848.25,366802.40946967
23011,41,10.25,31.75,1.20999723057259,1210.727425,3017.95319801569
23012,42,10.25,32.25,10.4998598738638,1166.2594,1018.4849665463
23013,43,10.25,32.75,1.29305740345623,3061.723375,60334.3499853015
23014,44,10.25,33.25,1.41557447342483,2858.545425,119407.329981565
23015,45,10.25,33.75,1.11940909497791,625.2560825,219625.761750814
23016,46,10.25,34.75,1.71298699351876,1212.606825,94624.2433584221
23017,47,10.25,35.25,1.16850740139579,822.233175,161267.792071734
23018,48,10.25,35.75,0.720287695620602,618.951575,356609.233001639
23019,49,10.25,36.25,1.2920126911864,2868.3648,261448.032272089
23020,50,10.25,36.75,0.747792758385789,9555.6275,2585580.31050682
23129,51,10.75,32.25,2.68445353245534,729.50508,7172.86711123586
23130,52,10.75,32.75,0.59637185658852,2181.473875,28354.8371182382
23131,53,10.75,33.25,0.602771086891714,567.94455,104403.506519554
23132,54,10.75,34.75,0.966760691499439,466.87,684513.840951025
23133,55,10.75,35.25,0.742125604126996,1655.03225,375263.275923714
23134,56,10.75,35.75,0.654498438265867,621.24075,997275.752242725
23135,57,10.75,36.75,0.560719985368022,2470.839925,465474.913034312
23245,58,11.25,32.75,0.018201031382539,446.15067,40317.9837733507
23246,59,11.25,34.75,1.08639873686332,0,15223.9711892717
