0,15.12,0,92.761,43.723,0,0
15.12,0,17.663,22.042,21.263,4,0
0,17.663,0,0,4,4,0
92.761,22.042,0,0,76.599,0,0
43.723,21.263,4,76.599,0,29.624,14.988
0,4,4,0,29.624,0,4
0,0,0,0,14.988,4,0
