0,64.563,0,0,67.725,46.675,39.609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64.563,0,44.764,0,0,52.46,37.799,47.729,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,44.764,0,38.171,0,0,37.034,40.103,35.762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,38.171,0,0,0,0,59.096,34.41,51.819,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
67.725,0,0,0,0,50.93,0,0,0,0,37.899,37.129,65.511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46.675,52.46,0,0,50.93,0,29.086,0,0,0,0,47.32,45.147,34.457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39.609,37.799,37.034,0,0,29.086,0,30.93,0,0,0,0,41.649,29.481,48.245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,47.729,40.103,59.096,0,0,30.93,0,36.53,0,0,0,0,52.925,46.874,54.477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,35.762,34.41,0,0,0,36.53,0,32.352,0,0,0,0,40.433,27.459,31.355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,51.819,0,0,0,0,32.352,0,0,0,0,0,0,41.639,34.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,37.899,0,0,0,0,0,0,38.51,0,0,0,0,0,27.83,31.677,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,37.129,47.32,0,0,0,0,38.51,0,56.388,0,0,0,0,36.378,28.15,47.967,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,65.511,45.147,41.649,0,0,0,0,56.388,0,43.71,0,0,0,0,40.217,54.217,55.647,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,34.457,29.481,52.925,0,0,0,0,43.71,0,73.051,0,0,0,0,16.886,50.198,41.366,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,48.245,46.874,40.433,0,0,0,0,73.051,0,55.55,0,0,0,0,61.512,17.655,41.574,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,54.477,27.459,41.639,0,0,0,0,55.55,0,35.469,0,0,0,0,43.135,38.845,29.513,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,31.355,34.42,0,0,0,0,0,35.469,0,0,0,0,0,0,42.932,27.916,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,27.83,36.378,0,0,0,0,0,0,28.87,0,0,0,0,0,33.317,43.225,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,31.677,28.15,40.217,0,0,0,0,28.87,0,37.325,0,0,0,0,47.818,36.719,32.862,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,47.967,54.217,16.886,0,0,0,0,37.325,0,41.296,0,0,0,0,44.626,38.017,42.095,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,55.647,50.198,61.512,0,0,0,0,41.296,0,67.441,0,0,0,0,44.647,35.583,39.102,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,41.366,17.655,43.135,0,0,0,0,67.441,0,30.205,0,0,0,0,37.663,44.028,42.042,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,41.574,38.845,42.932,0,0,0,0,30.205,0,29.073,0,0,0,0,43.239,42.096,36.559,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.513,27.916,0,0,0,0,0,29.073,0,0,0,0,0,0,35.364,32.547,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.317,47.818,0,0,0,0,0,0,43.172,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43.225,36.719,44.626,0,0,0,0,43.172,0,35.014,0,0,0,0,43.195,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.862,38.017,44.647,0,0,0,0,35.014,0,41.667,0,0,0,40.448,37.186,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42.095,35.583,37.663,0,0,0,0,41.667,0,30.803,0,0,43.225,29.783,20.095
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39.102,44.028,43.239,0,0,0,0,30.803,0,36.291,0,0,41.504,16.838
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42.042,42.096,35.364,0,0,0,0,36.291,0,24.348,0,0,26.76
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.559,32.547,0,0,0,0,0,24.348,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43.195,40.448,43.225,0,0,0,0,39.822,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.186,29.783,41.504,0,0,39.822,0,17.268
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.095,16.838,26.76,0,0,17.268,0
