1252.1,1391.4,551.37,1148.5,24.33
1255.4,1392.3,559.83,1134.9,42.994
1210.4,1360.1,487.76,1149,53.145
1233.6,1375.9,508.44,1136.7,36.675
1243.4,1380.7,529.06,1116.3,26.183
1239.1,1371.3,547.36,1063.4,37.075
1231.5,1357.1,581.02,991.83,23.997
1232.3,1353.5,632.65,949.69,33.667
1236.5,1354.2,680.96,926.05,20.673
1240.5,1356.3,710.84,916.93,13.879
1241.6,1356.9,720.81,913.8,23.445
1107.3,1291.5,569.07,1213.1,18.55
1103.1,1286.1,527.27,1196,32.041
1130.6,1302.4,454.26,1167.4,43.889
1167.5,1326.7,418.59,1142.7,25.61
1204,1351.1,420.01,1119.1,33.862
1219,1357.3,454.46,1078.1,38.044
1219.6,1351.1,500.84,1017.5,38.159
1221.6,1347.2,570.6,965.25,25.072
1226.4,1347.1,631.7,930.24,29.316
1233,1350.5,682.45,914,30.421
1238.6,1354.1,715.03,908.62,19.986
1241.1,1356,728.62,907.72,31.68
1093.7,1281.2,570.78,1210.8,13.189
1083.2,1270.4,529.15,1192,23.343
1083.3,1267.1,455.41,1168.3,16.156
1112.9,1282.7,265.5,1126.6,15.735
1146,1300.7,235.6,1076.6,10.022
1172.1,1314,263.23,1019.4,46.897
1191,1322.1,459,957.62,22.524
1201.9,1325.8,563.72,911.26,30.385
1214.4,1333.1,638.89,889.83,40.704
1226.9,1342.7,697.12,886.05,40.95
1236.1,1350.3,732.75,889.39,23.645
1240.8,1354.3,749.16,893.95,49.237
987.58,1195.7,538,1173.3,30.507
982.2,1185.6,455.05,1143.1,15.989
1019.5,1205,257,1092.2,9.641
1075.6,1237.2,38.275,1019.8,46.602
1118.9,1262.3,247.04,935.33,14.279
1147.5,1277.1,444.51,861.32,19.178
1174.6,1295.5,576.05,827.86,26.279
1198.1,1313.8,662.27,827.63,32.694
1217.9,1331.1,722.26,844.12,43.289
1230.8,1342.7,756.44,860.96,16.071
1239.6,1351,775.76,874.23,43.376
775.42,1026.3,580.11,1139.6,20.565
807.29,1043,513.6,1110.4,9.1123
882.89,1085.6,309.39,1046.1,8.5556
968.36,1135.6,276.55,923.95,13.956
1043.5,1182.2,289.64,797.35,14.432
1097.2,1221.3,507.71,707.43,13.597
1137.1,1252.9,618.51,694.38,30.673
1172,1283.5,698.95,728.81,31.73
1200.8,1310.6,751.44,784.75,10.664
1219.9,1329.3,779.56,821.69,19.41
1230.5,1339.6,793.51,840.91,27.764
500.69,805.42,695.9,1132.6,16.369
564.06,839.29,652.24,1096.9,14.641
674.67,899.26,585.24,988.9,10.695
836.49,990.95,554.91,836.77,7.2808
958.59,1086.2,557,532.1,6.9572
1044.2,1157.1,619.14,461.26,8.9185
1093,1200.3,690.87,464.93,15.334
1134.8,1240.4,737.68,628.21,17.801
1171.2,1276.9,771.04,714.5,17.078
1201.2,1307.9,792.87,775.45,13.847
1218.4,1325.3,803.49,808.45,42.11
214.96,547.23,879.58,1167.4,13.541
260.71,584.13,845.35,1111,21.554
540.98,687.29,763.16,964.55,9.8103
733.88,854.3,719.84,767.74,8.4128
883.6,988.14,715.68,476.07,8.8485
991.6,1089.8,737.09,117.08,46.502
1048,1145.6,752.17,415.32,35.264
1094,1192.5,773.02,556.46,38.358
1135.6,1237.1,785.27,652.92,33.318
1171.3,1274.7,797.85,721.55,46.119
27.621,298.4,1162.3,1325.7,133.27
238.65,251.76,989.52,1136.7,14.28
473.19,529.75,898.86,964.66,13.132
681.23,740.73,852.4,779.6,10.385
832.6,904.47,817.14,484.15,10.435
941.69,1021.7,807.29,420.46,26.75
1010.2,1096.1,805.82,415.62,33.923
1053.7,1143.4,809.83,542.07,32.085
1084.7,1175.7,817.82,605.87,49.137
269.96,20.844,1209.6,1311.6,116.24
239.41,201.39,1085.2,1154.2,19.059
481.81,447.97,989.64,986.03,10.955
664,675.58,928.22,813.42,15.622
811.81,856.79,883.36,660.67,16.034
923.67,989.61,856.51,560.75,22.338
989.68,1065.6,846.07,543.15,30.679
1027,1107.8,843.42,559.37,40.949
1048.9,1130.9,851.39,594.68,48.446
1060.8,1142.9,859.97,612.65,70.497
390.95,137.31,1182.3,1248.4,11.87
406.46,170.64,1128.6,1172.4,37.284
499.19,423.66,1030,1002.6,24.273
669.56,660.3,967.96,853.54,16.087
815.79,850.04,918.98,718.52,15.433
934.88,995.56,883.81,625.58,19.156
996.06,1068.3,870.29,595.45,36.879
1022.2,1098.4,866.5,595.56,40.408
1041.2,1119.8,866.41,604.48,40.885
1055.1,1134.9,871.75,616.91,77.889
475.55,260.73,1194.8,1250.6,16.519
1009.4,1080,887.61,625.71,29.018
1024.1,1099,876.14,611.46,38.35
1041.4,1118.9,875.37,614.6,41.797
