3.3864e+05,56499,3296.7,4.5128e+05,1.117e+05,13.392
2231.2,2.5731e+05,7.8629e+05,4.1707e+05,6.5511e+05,1701.1
5347.6,10431,40.715,3.5788,2.8992e+05,184.3
8332.3,0.0032249,21.877,1.3673e-14,1.7193e+05,2.4602
0.053767,1.4067e-21,9.6036e-10,6.1492e-21,68392,1.9135e-14
7.6773e+05,18515,148.28,6.3051e+05,3.2367e+05,3808.4
2.9232e+05,2.77e+05,1.2548e+05,83387,2.5092e+05,7.3861e+05
6.5417e+05,1.0888e+06,1.6646e+05,71386,3.1817e+05,1.2216e+05
1818.2,1151.6,922.13,1.1035,4.4521e+05,29785
1.0276,0.0026325,10.306,0.012733,2.7882e+05,0.096355
0.002842,0.00082477,3.1116e-14,9.4064e-19,2.8079e+05,4.6152e-05
7.3872e-22,1.9887e-18,3.8165e-22,2.4754e-21,6.515e+05,2.8045e-21
81606,5.5939e+05,2.5903e+05,1293.2,24546,16909
1.6467e+05,7.0471e+05,1.367e+05,1.0781e+06,2.061e+05,7.2637e+05
1.965e+05,6.5369e+05,55039,3.9104e+05,5.0195e+05,2.7417e+05
7.5467e+05,8.9287e+05,5.2959e+05,1.805e+05,97620,3.8494e+05
9093.9,47552,1.721e+05,156.52,3.5528e+05,90.642
33.895,26185,23.7,0.065155,4.2684e+05,168.21
3.0782e-14,7.0733,1.0467e-12,0.00080121,4.6491e+05,9.8965e-08
1.5298e-20,4.1219e-20,5.1066e-21,1.013e-20,96750,1.6579e-20
21372,10749,7.4503e+05,8108.9,47880,760.01
22230,17735,5.0917e+05,2407.5,5387.2,2.5528e+05
4.8881e+05,7.0525e+05,8.9247e+05,3.8498e+05,3.2263e+05,1.2263e+06
6.495e+05,4.3785e+05,4.4463e+05,76724,1.5981e+05,3.7594e+05
12457,6.0614e+05,15503,8239.8,17814,41017
1.1409,123.79,34.176,35538,1.0027e+06,261.3
0.14913,5.1782,0.00015786,0.0016596,7.5706e+05,0.2788
1.8391e-18,1.4293e-20,1.6125e-20,4.2247e-20,3.3746e+05,0.0030215
6.9947e+05,20510,11234,1.3865e+05,302.22,1571.9
9.3202e+05,6.7379e+05,59834,1.1801e+05,21752,5.3169e+05
8.3963e+05,7.1107e+05,3733.4,2.7221e+05,1.6707e+05,6.0445e+05
3.2573e+05,1.4702e+05,6.3185e+05,5396.7,1.4737e+05,3.36e+05
17746,7.6775e+05,1976.6,2.1728e+05,2.292e+05,8.6991e+05
29032,30566,5085.3,1.0139e+05,2.4601e+05,1.4221e+05
0.00075209,0.043959,0.00027671,5.3065,7.2783e+05,4324.7
1.5749e-20,2.8498e-18,5.4163e-21,7.8764e-17,9.0646e+05,35602
1.7951e+06,39473,26648,1.2478e+05,9.4564e+05,1.1216e+06
4.2036e+05,3.4823e+05,6.5378e+05,1.0169e+05,7.9017e+05,2.7457e+05
4.9281e+05,1.2495e+05,6.0843e+05,2.8263e+05,1.9926e+05,1.5811e+05
5.7399e+05,2.6245e+05,1.6897e+06,1.7976e+05,1.5889e+05,4.4187e+05
12028,1.2904e+05,2103.5,23842,1.0817e+06,2.3512e+05
0.097383,0.13691,0.059659,2.8297,1.0304e+05,2.2364e+05
4.3884e-17,18.318,9.9553e-21,5.0504,4.7985e+05,22327
3.7591e+05,1.0865e+05,1.3534e+05,99659,1.0317e+05,2.0365e+05
2.1727e+05,1.6638e+05,35313,1.9898e+05,1.2872e+05,3.6806e+05
1823,5.847e+05,43637,2.8429e+05,1.8558e+05,331.09
4997.3,8.4138e+05,1140,1.3476e+05,84880,22006
0.041781,3.7277e+05,0.00016415,55212,6.6632e+05,17087
13855,2.3887e+05,45490,5.0773e+05,1.6509e+05,2811.9
1337.1,1068.9,1.4313e+05,4.4347e+05,54918,54645
4.1009,7290.7,1250.8,3.2047e+05,2.8129e+05,5515.5
