"from","to","dist","dur","share_unnamed","X.gmapdist.","X.gmapdur."
1,4,148.2105,178.375,0.969261920392847,NA,NA
1,5,76.948,78.695,1,NA,NA
2,3,75.1022,123.03,0.889443094437602,NA,NA
2,6,116.7096,99.8883333333333,0.965329300528235,NA,NA
2,7,74.7459,132.425,1,NA,NA
2,8,100.1675,106.225,1,NA,NA
3,4,163.0046,208.718333333333,0.458334636976725,NA,NA
3,7,122.5773,227.428333333333,0.932262446207501,NA,NA
3,8,70.0463,84.4916666666667,0.234314682838804,NA,NA
3,9,149.4753,150.39,0.244341878329143,NA,NA
4,5,103.731,121.97,1,NA,NA
4,8,157.1181,200.13,0.440115148977012,NA,NA
4,9,71.715,104.056666666667,1,NA,NA
4,10,123.8565,184.63,0.819430842255607,NA,NA
5,9,84.9558,87.8833333333333,1,NA,NA
5,10,73.021,122.56,0.693723612151523,NA,NA
5,11,122.0166,117.915,1,NA,NA
6,7,190.3579,229.553333333333,0.978599796173526,NA,NA
6,12,118.9844,169.881666666667,1,NA,NA
7,8,130.0929,196.585,0.904490780455858,NA,NA
7,12,110.9021,200.43,1,NA,NA
7,13,187.378,243.166666666667,0.933689689456772,NA,NA
8,9,99.7443,107.85,0.841168868797515,NA,NA
8,12,99.8724,129.391666666667,1,NA,NA
8,13,103.9671,107.831666666667,0.723227828803535,NA,NA
8,14,118.5577,130.513333333333,0.4861670614115,NA,NA
9,10,79.1284,150.285,1,NA,NA
9,13,94.9879,110.523333333333,0.606535148160976,NA,NA
9,14,78.0279,81.4383333333333,0.422088765685095,NA,NA
9,15,116.7724,210.036666666667,1,NA,NA
10,11,81.3608,121.498333333333,0.851898147636027,NA,NA
10,14,112.0646,205,0.918080432035751,NA,NA
10,15,103.0302,218.471666666667,0.883046912458677,NA,NA
10,16,123.6067,198.28,0.902515802136939,NA,NA
11,15,129.8723,213.348333333333,1,NA,NA
11,16,62.9804,98.77,1,NA,NA
12,13,67.4866,134.188333333333,0.954648774719722,NA,NA
12,17,78.7082,99.4266666666667,1,NA,NA
12,18,101.2919,138.318333333333,1,NA,NA
13,14,113.8014,134.331666666667,0.218975337737497,NA,NA
13,17,96.4964,134.98,1,NA,NA
13,18,68.8134,136.128333333333,1,NA,NA
13,19,134.8679,304.805,0.574916955838301,NA,NA
14,15,102.4388,220.053333333333,0.96508650522409,NA,NA
14,18,118.5597,146.856666666667,0.27954102447965,NA,NA
14,19,79.5766,239.503333333333,0.477173594783398,NA,NA
14,20,115.0714,169.666666666667,0.766591003498697,NA,NA
15,16,72.4046,193.848333333333,1,NA,NA
15,19,146.1944,306.365,0.987614428195901,NA,NA
15,20,142.2248,210.686666666667,1,NA,NA
15,21,119.5381,388.35,1,NA,NA
16,20,115.2263,239.49,1,"185318","11984"
16,21,90.8114,316.295,1,NA,NA
17,18,88.6083,135.143333333333,1,NA,NA
17,22,141.1038,157.961666666667,1,NA,NA
18,19,109.615,287.161666666667,0.582687588377503,NA,NA
18,22,73.9346,110.508333333333,0.67390819195858,NA,NA
18,23,134.9658,206.196666666667,0.597248339949824,NA,NA
19,20,71.1526,194.593333333333,0.974551985934516,NA,NA
19,22,141.4436,283.963333333333,0.377416157394184,NA,NA
19,23,69.9637,201.625,0.97411947321329,NA,NA
19,24,100.8065,300.748333333333,0.982037864621825,NA,NA
20,21,87.8063,318.33,1,NA,NA
20,23,99.6782,151.33,1,NA,NA
20,24,105.7596,213.125,1,NA,NA
21,24,145.1714,493.655,1,NA,NA
22,23,70.1726,132.553333333333,0.933170496746593,NA,NA
23,24,102.7617,234.64,1,NA,NA
