"from","to","dist","dur","share_unnamed","X.gmapdist.","X.gmapdur."
1,2,92.9715,164.046666666667,1,NA,NA
1,7,111.2378,177.99,1,NA,NA
1,8,26.0874,42.9266666666667,1,NA,NA
1,9,92.2666,178.105,1,NA,NA
2,3,157.0025,195.146666666667,0.908021209853346,NA,NA
2,8,110.7466,186.883333333333,1,NA,NA
2,9,79.239,175.673333333333,1,NA,NA
2,10,129.9721,216.621666666667,0.762757363124365,NA,NA
3,4,50.9138,68.815,1,NA,NA
3,9,106.4337,150.628333333333,0.956351312880577,NA,NA
3,10,91.8812,107.935,0.835782510459158,NA,NA
3,11,116.5822,132.13,0.798307974973881,NA,NA
4,5,97.4089,148.815,1,NA,NA
4,10,142.7951,176.775,0.894334535522953,NA,NA
4,11,167.496,200.97,0.859616349047141,NA,NA
4,12,238.768,351.051666666667,1,NA,NA
5,6,144.4984,359.758333333333,1,NA,NA
5,11,224.6646,328.951666666667,0.895338698068722,NA,NA
5,12,155.6488,248.71,1,NA,NA
5,13,123.3389,193.726666666667,1,NA,NA
6,12,208.4654,379.083333333333,1,NA,NA
6,13,153.4833,290.176666666667,1,NA,NA
6,14,269.4242,366.816666666667,0.974475576256485,NA,NA
7,8,85.1504,135.098333333333,1,NA,NA
7,16,136.7849,222.86,1,NA,NA
7,17,104.5085,128.113333333333,1,NA,NA
7,18,114.734,162.356666666667,1,NA,NA
8,9,110.0417,200.955,1,NA,NA
8,17,165.3801,204.825,1,NA,NA
8,18,175.6056,239.068333333333,1,NA,NA
8,19,948.9431,1163.78,0.977535224967053,NA,NA
9,10,79.4032,172.09,0.733904341627688,NA,NA
9,18,285.6474,440.12,1,NA,NA
9,19,866.5642,1048.14,0.986600191145588,NA,NA
9,20,804.8821,966.623333333333,0.985573299758251,NA,NA
10,11,57.9163,104.511666666667,1,NA,NA
10,19,852.1716,1005.32833333333,0.991559095426426,NA,NA
10,20,790.4895,923.811666666667,0.99090045069531,NA,NA
10,21,731.5324,824.676666666667,0.990167079407556,NA,NA
11,12,379.1494,550.466666666667,0.999166027956262,NA,NA
11,20,815.1904,948.01,0.991176176178632,NA,NA
11,21,756.2333,848.875,0.990488255280942,NA,NA
11,22,681.1434,759.078333333333,0.989439673302418,NA,NA
