"from","to","dist","dur","share_unnamed","X.gmapdist.","X.gmapdur."
1,5,141.7551,396.103333333333,1,NA,NA
1,6,83.0871,251.473333333333,1,NA,NA
1,7,152.3901,466.868333333333,1,NA,NA
2,3,81.7506,224.175,1,NA,NA
2,9,153.9545,347.481666666667,1,NA,NA
2,10,92.6422,342.92,1,NA,NA
2,11,113.4352,276.161666666667,1,NA,NA
3,4,284.4527,809.568333333333,0.988227580654801,NA,NA
3,10,85.9464,383.74,1,NA,NA
3,11,84.936,260.65,1,NA,NA
3,12,185.4839,618.808333333333,1,NA,NA
4,5,99.3054,178.911666666667,1,NA,NA
4,11,200.0316,548.76,0.983259170162359,NA,NA
4,12,99.2825,192.621666666667,0.96627099438471,NA,NA
4,13,122.2864,130.571666666667,0.972615902190188,NA,NA
5,6,60.6418,151.383333333333,1,NA,NA
5,12,173.1125,310.966666666667,0.998630370423857,NA,NA
5,13,196.1164,248.916666666667,0.998791024106092,NA,NA
5,14,173.4695,514.128333333333,1,NA,NA
6,7,78.7435,228.705,1,NA,NA
6,13,245.5525,352.29,0.999034421980807,NA,NA
6,14,115.668,369.658333333333,1,NA,NA
6,15,106.2237,268.881666666667,1,NA,NA
7,8,128.8578,444.161666666667,1,NA,NA
7,14,146.7485,460.555,1,NA,NA
7,15,59.6376,273.701666666667,1,NA,NA
7,16,179.4293,586.573333333333,1,NA,NA
8,15,145.8748,646.711666666667,1,NA,NA
8,16,81.4856,188.791666666667,1,NA,NA
8,17,280.9104,577.043333333333,0.639724267951632,NA,NA
9,10,157.3356,475.553333333333,1,NA,NA
9,22,181.0213,475.123333333333,1,NA,NA
9,23,73.1797,202.141666666667,1,NA,NA
9,24,138.8955,371.52,1,NA,NA
10,11,102.6171,342.408333333333,1,NA,NA
10,23,98.1814,307.451666666667,1,NA,NA
10,24,62.8371,206.161666666667,1,NA,NA
10,25,114.4496,373.355,1,NA,NA
11,12,100.5479,358.158333333333,1,NA,NA
11,24,119.5366,341.005,1,NA,NA
11,25,78.7123,226.011666666667,1,NA,NA
11,26,112.7082,302.546666666667,1,NA,NA
12,13,56.0119,136.061666666667,1,NA,NA
12,25,151.0978,497.091666666667,1,NA,NA
12,26,68.3966,249.068333333333,1,NA,NA
12,27,116.4271,214.711666666667,1,NA,NA
13,14,207.0498,582.793333333333,1,NA,NA
13,26,124.0948,383.263333333333,1,NA,NA
13,27,60.9867,80.1583333333333,1,NA,NA
13,28,128.5058,183.656666666667,1,NA,NA
14,15,62.4192,227.821666666667,1,NA,NA
14,27,219.2338,617.096666666667,1,NA,NA
14,28,113.0025,459.9,1,NA,NA
14,29,139.6692,671.243333333333,1,NA,NA
15,16,196.4463,788.925,1,NA,NA
15,28,135.1852,446.233333333333,1,NA,NA
15,29,161.8519,657.576666666667,1,NA,NA
15,30,176.7365,995.481666666667,1,NA,NA
16,17,202.3789,417.576666666667,0.524096632603498,NA,NA
16,29,382.9899,1405.70833333333,1,NA,NA
16,30,77.0716,423.743333333333,1,NA,NA
16,31,220.5989,525.65,0.563403081339028,NA,NA
17,30,276.4963,811.908333333333,0.634670107820572,NA,NA
17,31,183.398,563.883333333333,1,NA,NA
17,32,163.6524,355.16,1,NA,NA
18,19,74.8388,134.843333333333,1,NA,NA
18,34,216.6326,748.756666666667,0.998482685909059,NA,NA
18,35,78.9198,226.591666666667,1,NA,NA
18,36,301.3503,1269.57333333333,1,NA,NA
19,20,80.2792,317.775,1,NA,NA
19,35,103.7523,241.288333333333,1,NA,NA
19,36,226.5115,1134.73,1,NA,NA
19,37,145.9112,706.678333333333,1,NA,NA
20,21,65.8954,384.378333333333,1,NA,NA
20,36,246.0504,1361.47833333333,1,NA,NA
20,37,165.4501,933.426666666667,1,NA,NA
20,38,132.0006,777.958333333333,1,NA,NA
21,37,231.3455,1317.80666666667,1,NA,NA
21,38,70.7307,421.461666666667,1,NA,NA
21,39,133.1607,757.693333333333,1,NA,NA
22,23,144.8062,337.815,1,NA,NA
22,41,81.1908,148.875,1,NA,NA
22,42,121.2199,236.656666666667,1,NA,NA
23,24,79.7412,203.521666666667,1,NA,NA
23,41,122.6436,280.02,1,NA,NA
23,42,65.2184,262.34,1,NA,NA
23,43,141.0064,438.818333333333,1,NA,NA
24,25,94.4494,276.711666666667,1,NA,NA
24,42,186.2073,441.216666666667,1,NA,NA
24,43,109.7003,263.61,1,NA,NA
24,44,96.715,235.156666666667,1,NA,NA
25,26,162.7433,441.578333333333,1,NA,NA
25,43,168.5515,454.613333333333,1,NA,NA
25,44,155.5663,426.16,1,NA,NA
25,45,365.9936,867.295,1,NA,NA
26,27,184.5101,461.875,1,NA,NA
26,44,265.1993,706.005,1,NA,NA
26,45,283.8072,619.155,1,NA,NA
26,46,230.3468,500.66,1,NA,NA
27,28,140.4147,217.91,1,NA,NA
27,45,108.5019,212.571666666667,1,NA,NA
27,46,55.0415,94.0766666666667,1,NA,NA
27,47,128.0325,212.82,1,NA,NA
28,29,83.867,315.491666666667,1,NA,NA
28,46,186.5266,256.726666666667,1,NA,NA
28,47,259.5177,375.47,1,NA,NA
28,48,330.5102,545.961666666667,1,NA,NA
29,30,363.279,1612.07666666667,1,NA,NA
29,47,333.8825,667.841666666667,1,NA,NA
29,48,404.8751,838.333333333333,1,NA,NA
29,49,185.6089,684.253333333333,1,NA,NA
30,31,77.1439,434.486666666667,1,NA,NA
