"from","to","dist","dur","share_unnamed","X.gmapdist.","X.gmapdur."
1,2,105.2386,101.413333333333,0.782277605365332,NA,NA
1,8,102.7999,154.476666666667,1,NA,NA
1,9,163.5784,263.216666666667,1,NA,NA
1,10,212.5829,220.54,0.629517708150562,NA,NA
2,3,123.0702,276.661666666667,0.294855293970433,NA,NA
2,9,197.7719,306.423333333333,0.716321176061918,NA,NA
2,10,107.3443,119.126666666667,0.479754397764949,NA,NA
2,11,178.3305,135.61,0.229172799941681,NA,NA
3,4,170.5205,388.746666666667,0.709534044293795,NA,NA
3,10,118.7236,315.331666666667,0.739420805972865,NA,NA
3,11,127.836,288.081666666667,0.603557373163564,NA,NA
3,12,130.2244,293.296666666667,0.619653459720298,NA,NA
4,5,344.8055,375.825,0.269886646239692,NA,NA
4,11,126.7201,177.573333333333,0.990930404884466,NA,NA
4,12,104.4718,159.745,1,NA,NA
4,13,280.7976,319.91,0.345828687343237,NA,NA
5,6,50.9372,164.216666666667,0.900940571803263,NA,NA
5,12,227.4941,236.761666666667,0.15575041286785,NA,NA
5,13,91.6064,142.375,0.226640278408495,NA,NA
5,14,128.2909,162.561666666667,0.335243575343224,NA,NA
6,13,115.7398,199.125,0.431492883174154,NA,NA
6,14,152.4243,219.311666666667,0.473598369813737,NA,NA
6,15,235.1637,297.65,0.658662880368016,NA,NA
7,8,420.3199,781.24,1,NA,NA
7,16,882.0392,1272.94833333333,1,NA,NA
7,17,847.8142,1233.13833333333,1,NA,NA
7,18,585.7335,1355.055,0.92937180475421,NA,NA
8,9,107.0172,178.11,1,NA,NA
8,17,281.5342,627.285,0.853057691371886,NA,NA
8,18,211.6523,643.185,0.804541129267733,NA,NA
8,19,154.3188,485.005,0.690370395330708,NA,NA
9,10,90.4295,187.406666666667,0.997129258561356,NA,NA
9,18,198.6217,641.153333333333,0.791718020597961,NA,NA
9,19,113.8115,456.63,0.602712379680437,NA,NA
9,20,160.5887,538.638333333333,0.690682707665866,NA,NA
10,11,68.9087,83.2016666666667,1,NA,NA
10,19,101.964,397.738333333333,0.559095915319049,NA,NA
10,20,288.6606,460.846666666667,1,NA,NA
10,21,134.2517,229.338333333333,1,NA,NA
