"from","to","dist","dur","share_unnamed","X.gmapdist.","X.gmapdur."
1,7,60.4642,90.7016666666667,1,NA,NA
1,8,42.6924,64.0383333333333,0.497741986864173,NA,NA
1,9,90.2333,445.788333333333,1,NA,NA
2,3,643.1574,1114.565,0.848166070726399,NA,NA
2,8,248.2233,697.943333333333,0.648863603402099,NA,NA
2,9,78.9811,321.486666666667,0.858216712605927,NA,NA
2,10,621.2514,1031.155,0.863123644670626,NA,NA
3,4,73.2781,131.675,0.619691804656774,NA,NA
3,9,691.8389,1034.23666666667,0.792131695379994,NA,NA
3,10,112.1674,168.026666666667,0.383152324115563,NA,NA
3,11,100.8055,157.728333333333,0.428234003337123,NA,NA
4,5,102.9044,120.446666666667,0.141037563954929,NA,NA
4,10,85.5045,80.175,0.0284511008764441,NA,NA
4,11,74.1427,69.8766666666667,0.0353885620412556,NA,NA
4,12,126.4111,149.313333333333,0.196367094054957,NA,NA
5,11,155.039,169.668333333333,0.0309535020220719,NA,NA
5,12,53.5851,104.946666666667,0.549235609832566,NA,NA
6,7,137.7704,522.416666666667,1,NA,NA
6,14,578.8526,1184.1,1,NA,NA
6,15,227.2094,680.953333333333,1,NA,NA
6,16,194.0579,606.835,1,NA,NA
7,8,103.1566,154.738333333333,0.79213545231231,NA,NA
7,15,89.439,158.536666666667,1,NA,NA
7,16,56.2875,84.4183333333333,1,NA,NA
7,17,176.4448,264.691666666667,0.463113676345237,NA,NA
8,9,90.4261,446.173333333333,0.762871560312786,NA,NA
8,16,159.4441,239.16,0.865516503903249,NA,NA
8,17,73.2882,109.953333333333,0,NA,NA
8,18,146.2886,415.18,0.480738758864327,NA,NA
9,10,670.0382,950.55,0.804371721548372,NA,NA
9,17,128.3874,461.231666666667,0.979173952563844,NA,NA
9,18,55.387,156.063333333333,1,NA,NA
9,19,139.8062,284.126666666667,1,NA,NA
10,11,79.1606,74.255,0,NA,NA
10,18,614.807,794.696666666667,0.731078696241259,NA,NA
10,19,560.594,810.865,0.707300879549036,NA,NA
10,20,140.6708,136.29,0.00599556268647273,NA,NA
11,12,178.7727,198.418333333333,0.138852296799232,NA,NA
11,19,481.4334,736.61,0.8235999730804,NA,NA
11,20,61.5102,62.035,0.0137115470279726,NA,NA
11,21,121.2429,209.678333333333,0.299547437416954,NA,NA
12,20,240.056,260.565,0.107714494832245,NA,NA
12,21,299.7887,408.208333333333,0.204584497209033,NA,NA
13,14,51.3009,76.96,1,NA,NA
13,23,91.616,182.07,1,NA,NA
13,24,69.2326,103.911666666667,1,NA,NA
13,25,172.0591,258.31,1,NA,NA
14,15,362.4544,568.286666666667,1,NA,NA
14,24,120.5335,180.873333333333,1,NA,NA
14,25,223.36,335.271666666667,1,NA,NA
14,26,291.9998,438.235,1,NA,NA
15,16,33.1515,74.165,1,NA,NA
15,25,139.0944,232.97,1,NA,NA
15,26,70.4546,130.006666666667,1,NA,NA
15,27,107.9776,186.326666666667,1,NA,NA
16,17,232.7323,349.11,0.59296238639845,NA,NA
16,26,92.7949,139.178333333333,1,NA,NA
16,27,130.3179,195.498333333333,1,NA,NA
16,28,197.6788,296.55,1,NA,NA
17,18,73.0004,305.226666666667,0.963372803436694,NA,NA
17,27,129.168,193.761666666667,0.660253824673158,NA,NA
17,28,61.807,92.71,0.28997733262791,NA,NA
17,29,209.1558,323.851666666667,0.617118252096405,NA,NA
18,19,162.7597,245.461666666667,1,NA,NA
18,28,183.7629,285.896666666667,0.916517969622813,NA,NA
18,29,108.8093,162.281666666667,0.655848351197922,NA,NA
18,30,216.3282,323.63,0.647596867905741,NA,NA
19,20,421.4883,684.796666666667,0.989898177482032,NA,NA
19,29,110.0363,157.381666666667,1,NA,NA
19,30,139.9795,202.486666666667,1,NA,NA
19,31,332.8624,504.726666666667,0.987208528208653,NA,NA
20,21,61.4195,157.881666666667,0.605042372536409,NA,NA
20,30,311.9762,528.078333333333,0.922243797928305,NA,NA
20,31,88.7476,180.215,0.726661904096561,NA,NA
20,32,153.7745,468.828333333333,0.842248877414656,NA,NA
21,31,99.0242,281.008333333333,1,NA,NA
21,32,164.0512,569.621666666667,1,NA,NA
22,23,59.891,127.723333333333,1,NA,NA
22,33,74.3375,68.5933333333333,1,NA,NA
22,34,133.5006,220.028333333333,1,NA,NA
22,35,357.2022,576.893333333333,1,NA,NA
23,24,126.5193,234.433333333333,1,NA,NA
23,34,193.3916,347.8,1,NA,NA
23,35,292.1514,660.423333333333,1,NA,NA
23,36,198.1931,342.111666666667,1,NA,NA
24,25,102.8265,154.398333333333,1,NA,NA
24,35,165.6321,425.99,1,NA,NA
24,36,71.6738,107.678333333333,1,NA,NA
24,37,128.2111,220.44,1,NA,NA
25,26,68.6398,102.963333333333,1,NA,NA
25,36,96.3067,144.598333333333,1,NA,NA
25,37,73.9631,139.063333333333,1,NA,NA
25,38,221.4721,419.81,1,NA,NA
26,27,54.8651,82.385,1,NA,NA
26,37,142.6029,242.026666666667,1,NA,NA
26,38,221.1321,476.785,1,NA,NA
26,39,176.1436,407.401666666667,1,NA,NA
