"from","to","dist","dur","share_unnamed","X.gmapdist.","X.gmapdur."
1,2,108.0268,96.2983333333333,0.999900024901205,NA,NA
1,3,62.8729,63.7216666666667,0.9998282254255,NA,NA
1,4,111.9727,118.656666666667,0.552798936171163,NA,NA
2,3,82.654,104.465,1,NA,NA
2,7,148.2105,178.375,0.969261920392847,"156285","12632"
2,8,76.948,78.695,1,NA,NA
2,9,113.7375,119.451666666667,1,NA,NA
3,4,90.7441,102.438333333333,0.474468891675721,NA,NA
3,8,98.7487,100.318333333333,1,NA,NA
3,9,73.6001,73.52,0.314972826086957,NA,NA
3,10,120.5573,151.826666666667,0.43169834045444,NA,NA
4,9,100.8089,132.36,0.72962605484238,NA,NA
4,10,72.432,111.411666666667,0.671445414859219,NA,NA
4,11,105.2052,103.106666666667,0.197956182732586,NA,NA
5,6,75.1022,123.03,0.889443094437602,NA,NA
5,14,116.7096,99.8883333333333,0.965329300528235,NA,NA
5,15,74.7459,132.425,1,NA,NA
5,16,100.1675,106.225,1,NA,NA
6,7,163.0046,208.718333333333,0.458334636976725,NA,NA
6,15,122.5773,227.428333333333,0.932262446207501,NA,NA
6,16,70.0463,84.4916666666667,0.234314682838804,NA,NA
6,17,149.4753,150.39,0.244341878329143,NA,NA
7,8,103.731,121.97,1,NA,NA
7,16,157.1181,200.13,0.440115148977012,NA,NA
7,17,71.715,104.056666666667,1,NA,NA
7,18,123.8565,184.63,0.819430842255607,NA,NA
8,9,75.0219,80.9416666666667,1,NA,NA
8,17,84.9558,87.8833333333333,1,NA,NA
8,18,73.021,122.56,0.693723612151523,NA,NA
8,19,122.0166,117.915,1,NA,NA
9,10,118.674,152.735,0.765289587685245,NA,NA
9,18,122.7434,165.058333333333,0.901830319462685,NA,NA
9,19,66.3327,68.7933333333333,0.584922414066022,"73275","6127"
9,20,111.3252,188.503333333333,0.749796317638488,NA,NA
10,11,93.5647,123.231666666667,0.455489089368106,NA,NA
10,19,92.2355,130.771666666667,1,NA,NA
10,20,66.3175,178.63,1,NA,NA
10,21,183.1594,313.01,1,NA,NA
11,12,116.6227,129.805,0.0841867970928498,NA,NA
11,20,101.9172,163.755,0.829779802075014,NA,NA
11,21,128.048,221.436666666667,0.864516325531305,NA,NA
11,22,122.2974,160.743333333333,0.858145682692913,NA,NA
12,13,179.4624,319.578333333333,0.455882377524416,NA,NA
12,21,154.017,260.093333333333,0.692233524719008,NA,NA
12,22,98.211,132.503333333333,0.517351943623366,NA,NA
12,23,227.2116,475.838333333333,0.185944209739199,NA,NA
13,22,162.7306,308.876666666667,0.690351224877942,NA,NA
13,23,179.1435,381.078333333333,0.512600792102421,NA,NA
13,24,138.6496,346.646666666667,0.676718144156204,NA,NA
14,15,190.3579,229.553333333333,0.978599796173526,NA,NA
14,25,284.9919,320.183333333333,1,NA,NA
14,26,76.7011,97.7833333333333,1,NA,NA
14,27,118.9844,169.881666666667,1,NA,NA
15,16,130.0929,196.585,0.904490780455858,NA,NA
15,26,136.4885,275.503333333333,0.982794180031021,NA,NA
15,27,110.9021,200.43,1,NA,NA
15,28,187.378,243.166666666667,0.933689689456772,NA,NA
16,17,99.7443,107.85,0.841168868797515,NA,NA
16,27,99.8724,129.391666666667,1,NA,NA
16,28,103.9671,107.831666666667,0.723227828803535,NA,NA
16,29,118.5577,130.513333333333,0.4861670614115,NA,NA
17,18,79.1284,150.285,1,NA,NA
17,28,94.9879,110.523333333333,0.606535148160976,NA,NA
17,29,78.0279,81.4383333333333,0.422088765685095,NA,NA
17,30,116.7724,210.036666666667,1,NA,NA
18,19,81.3608,121.498333333333,0.851898147636027,NA,NA
18,29,112.0646,205,0.918080432035751,NA,NA
18,30,103.0302,218.471666666667,0.883046912458677,NA,NA
18,31,123.6067,198.28,0.902515802136939,NA,NA
19,20,84.8871,166.663333333333,0.999651302373853,NA,NA
19,30,129.8723,213.348333333333,1,NA,NA
19,31,62.9804,98.77,1,NA,NA
19,32,121.8115,173.338333333333,1,NA,NA
20,21,191.7413,346.151666666667,1,NA,NA
20,31,141.8808,254.528333333333,1,NA,NA
20,32,124.0495,241.43,1,NA,NA
20,33,167.7698,349.773333333333,0.768035682141405,NA,NA
21,22,61.9206,144.253333333333,1,NA,NA
21,32,134.9046,350.11,1,NA,NA
21,33,74.5918,236.33,1,NA,NA
21,34,197.4175,355.868333333333,1,NA,NA
22,23,210.4121,464.985,0.346227858352387,NA,NA
22,33,92.0971,273.435,1,NA,NA
22,34,141.6114,228.213333333333,1,NA,NA
22,35,126.9117,208.815,0.49059071686737,NA,NA
23,24,95.9186,367.103333333333,0.557005046982497,NA,NA
23,34,296.7354,600.443333333333,0.535937741166035,NA,NA
